relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Tester | Switzerland,linkedin,Test Engineer (m/w/d),Thales,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-m-w-d-at-thales-4371456191,2026-03-23T10:51:35.396198+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer - Personal Safety Team (PPE) - Future Talent Pipeline,BSI,"Hemel Hempstead, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-personal-safety-team-ppe-future-talent-pipeline-at-bsi-4383956793,2026-03-23T10:52:54.820528+00:00
0,Testingenieur | United Kingdom,linkedin,Mobile Automation Test Engineer,Solirius Reply,"Coventry, England, United Kingdom",Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/mobile-automation-test-engineer-at-solirius-reply-4376807247,2026-03-23T10:52:54.820862+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Smart4 Chemicals,"Wrexham, Wales, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-smart4-chemicals-4386886272,2026-03-23T10:52:54.821015+00:00
0,Testingenieur | United Kingdom,linkedin,Test and Qualification Engineer,Tiger Resourcing Group,"Brighton, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-and-qualification-engineer-at-tiger-resourcing-group-4379895041,2026-03-23T10:52:54.821168+00:00
0,Test Automation | Austria,linkedin,Testing Manager (all genders),Viewpointsystem,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/testing-manager-all-genders-at-viewpointsystem-4380292301,2026-03-23T10:52:59.694958+00:00
0,Test Automation | Switzerland,linkedin,Testing,Ampegon,"Baden, Aargau, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/testing-at-ampegon-4350701131,2026-03-23T10:53:02.093520+00:00
0,Test Automation | Switzerland,linkedin,Product Quality Engineering - QC,Manpower Switzerland,Basel Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/product-quality-engineering-qc-at-manpower-switzerland-4383126782,2026-03-23T10:53:02.094336+00:00
0,Test Automation | Remote,linkedin,Test Automation Engineer (m/w/d),SPIRIT-ONSIDE Consulting GmbH,Germany,Remote,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-spirit-onside-consulting-gmbh-4374812688,2026-03-23T10:53:04.470938+00:00
0,Test Automation | Slovakia,linkedin,Digital Product & Technology Officer,Mind Friend,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/digital-product-technology-officer-at-mind-friend-4388275637,2026-03-23T10:53:06.824751+00:00
0,Test Automation | Slovakia,linkedin,Junior Test Automation Engineer,IBM,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-automation-engineer-at-ibm-4388336260,2026-03-23T10:53:06.824906+00:00
0,Test Automation | Czech Republic,linkedin,QA Analista Funcional Republica Dominicana,Agilesoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-analista-funcional-republica-dominicana-at-agilesoft-4384274923,2026-03-23T10:53:09.214886+00:00
0,Test Automation | Czech Republic,linkedin,Aprendiz de QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/aprendiz-de-qa-at-babel-4370737100,2026-03-23T10:53:09.215350+00:00
0,Test Automation | Czech Republic,linkedin,Full Stack Developer,TP,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-at-tp-4386379125,2026-03-23T10:53:09.215502+00:00
0,Test Automation | Czech Republic,linkedin,Líder de Proyectos Desarrollo de Sistemas,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-de-proyectos-desarrollo-de-sistemas-at-banco-popular-dominicano-4378193117,2026-03-23T10:53:09.215977+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,ALGOTEQUE Innovation Hub,"Cracow, Małopolskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-algoteque-innovation-hub-4386367901,2026-03-23T10:53:11.625672+00:00
0,Test Automation | Poland,linkedin,Manager - Quality Assurance,Xperi Inc.,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manager-quality-assurance-at-xperi-inc-4377391461,2026-03-23T10:53:11.626490+00:00
0,Test Automation | Poland,linkedin,Sr Engineer - Software QA,Xperi Inc.,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/sr-engineer-software-qa-at-xperi-inc-4380687880,2026-03-23T10:53:11.626982+00:00
0,Test Automation | USA,linkedin,QA Automation Tester,nLeague,"Hartford, CT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-tester-at-nleague-4385113850,2026-03-23T10:53:14.189899+00:00
0,Test Automation | USA,linkedin,Junior Quality Assurance (QA) Analyst,Mployer,"Nashville, TN",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-quality-assurance-qa-analyst-at-mployer-4385274824,2026-03-23T10:53:14.190580+00:00
0,Test Automation | USA,linkedin,Manual/Automation QA,Kforce Inc,"Charlotte, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-automation-qa-at-kforce-inc-4388380953,2026-03-23T10:53:14.191041+00:00
0,Test Automation | USA,linkedin,Manual and Automation Tester,"PlanIT Group, LLC","Washington, DC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-and-automation-tester-at-planit-group-llc-4381425440,2026-03-23T10:53:14.191192+00:00
0,Test Automation | USA,linkedin,Robotics Software QA Engineer,Ambi Robotics,"Berkeley, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/robotics-software-qa-engineer-at-ambi-robotics-4387234829,2026-03-23T10:53:14.191339+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Engineer,Deloitte,"Glasgow, Scotland, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-deloitte-4383541540,2026-03-23T10:53:16.643354+00:00
0,Test Automation | United Kingdom,linkedin,QA Engineer (Automation),esure Group,"Southport, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-automation-at-esure-group-4380272158,2026-03-23T10:53:16.644348+00:00
0,Test Automation | United Kingdom,linkedin,Automation Test Analyst,TopCashback UK,"Horwich, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-test-analyst-at-topcashback-uk-4388339506,2026-03-23T10:53:16.644820+00:00
0,Python Developer | Germany,linkedin,Web Developer,JOBSTODAY.WORLD,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/web-developer-at-jobstoday-world-4384449048,2026-03-23T10:53:19.127800+00:00
0,Python Developer | Germany,linkedin,Python Developer | Remote,Crossing Hurdles,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-crossing-hurdles-4370016911,2026-03-23T10:53:19.127983+00:00
0,Python Developer | Germany,linkedin,Python Developer,PURVIEW,"Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-purview-4386883148,2026-03-23T10:53:19.128146+00:00
0,Python Developer | Germany,linkedin,Python Developer | Remote,Crossing Hurdles,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-crossing-hurdles-4382848413,2026-03-23T10:53:19.128303+00:00
0,Python Developer | Germany,linkedin,Python Engineer,Contiamo,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-engineer-at-contiamo-4379119880,2026-03-23T10:53:19.128456+00:00
0,Python Developer | Germany,linkedin,Software Engineer,Haystack,Greater Hamburg Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-at-haystack-4385697105,2026-03-23T10:53:19.128631+00:00
0,Python Developer | Germany,linkedin,Python Developer,HCLTech,"Cologne, North Rhine-Westphalia, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-hcltech-4382284368,2026-03-23T10:53:19.128792+00:00
0,Python Developer | Germany,linkedin,Python Developer,La Fosse,Germany,On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-la-fosse-4376485802,2026-03-23T10:53:19.128948+00:00
0,Python Developer | Germany,linkedin,Backend Engineer (FastAPI),Almedia,"Berlin, Germany",On-site,Full-time,,Fastapi,English,,,Recent,https://de.linkedin.com/jobs/view/backend-engineer-fastapi-at-almedia-4381487971,2026-03-23T10:53:19.129097+00:00
0,Python Developer | Germany,linkedin,Data Engineer (m/w/d) - Python,Amoria Bond,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/data-engineer-m-w-d-python-at-amoria-bond-4382792985,2026-03-23T10:53:19.129247+00:00
0,Python Developer | Austria,linkedin,Python Developer | Remote,Crossing Hurdles,Austria,Remote,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-remote-at-crossing-hurdles-4382857147,2026-03-23T10:53:21.543118+00:00
0,Python Developer | Austria,linkedin,Python Developer (m/f/d),netcup,"Klagenfurt, Carinthia, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-m-f-d-at-netcup-4377576625,2026-03-23T10:53:21.543302+00:00
0,Python Developer | Austria,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Austria,On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://at.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4387273738,2026-03-23T10:53:21.543461+00:00
0,Python Developer | Austria,linkedin,Freelance AI Evaluation Engineer (Python/Full-Stack),Mindrift,Austria,On-site,Contract,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/freelance-ai-evaluation-engineer-python-full-stack-at-mindrift-4389000083,2026-03-23T10:53:21.543792+00:00
0,Python Developer | Austria,linkedin,Python Developer (m/w/d),NTS Netzwerk Telekom Service AG,"Vienna, Vienna, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-m-w-d-at-nts-netzwerk-telekom-service-ag-4376207290,2026-03-23T10:53:21.544099+00:00
0,Python Developer | Austria,linkedin,Python Developer (m/w/d),NTS Netzwerk Telekom Service AG,"Graz, Styria, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-m-w-d-at-nts-netzwerk-telekom-service-ag-4375997803,2026-03-23T10:53:21.544251+00:00
0,Python Developer | Austria,linkedin,Python Developer – Focus on Data Analysis (m/f/d),netcup,"Klagenfurt, Carinthia, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-%E2%80%93-focus-on-data-analysis-m-f-d-at-netcup-4387689048,2026-03-23T10:53:21.544405+00:00
0,Python Developer | Austria,linkedin,Electrical Engineer (Python) - Freelance AI Trainer,Mindrift,Austria,On-site,Contract,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/electrical-engineer-python-freelance-ai-trainer-at-mindrift-4389059622,2026-03-23T10:53:21.544585+00:00
0,Python Developer | Switzerland,linkedin,Full Stack Software Engineer (Frontend-Leaning),Uthereal,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-software-engineer-frontend-leaning-at-uthereal-4386939369,2026-03-23T10:53:23.932357+00:00
0,Python Developer | Switzerland,linkedin,Backend Python Developer,Coopers Group AG,"Basel, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-python-developer-at-coopers-group-ag-4374563631,2026-03-23T10:53:23.932564+00:00
0,Python Developer | Switzerland,linkedin,Développeur Java Back-End (h/f),Redsen,"Geneva, Switzerland",On-site,Full-time,Java,,English,,,Recent,https://ch.linkedin.com/jobs/view/d%C3%A9veloppeur-java-back-end-h-f-at-redsen-4384029483,2026-03-23T10:53:23.932738+00:00
0,Python Developer | Switzerland,linkedin,CodeNext - Software Engineer (Python),Sonar,"Geneva, Geneva, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/codenext-software-engineer-python-at-sonar-4297261847,2026-03-23T10:53:23.932908+00:00
0,Python Developer | Switzerland,linkedin,Développeur Python/Développeuse Python,Qim info,"Geneva, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/d%C3%A9veloppeur-python-d%C3%A9veloppeuse-python-at-qim-info-4383551383,2026-03-23T10:53:23.933076+00:00
0,Python Developer | Switzerland,linkedin,Fullstack Software Developer (m/w/d),Mikron Automation,"Boudry, Neuchâtel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/fullstack-software-developer-m-w-d-at-mikron-automation-4386774025,2026-03-23T10:53:23.933231+00:00
0,Python Developer | Switzerland,linkedin,Full Stack Engineer Intern — Connected Services & Augmented Intelligence,Biostarks (AMR Labs),"Geneva, Geneva, Switzerland",On-site,Internship,,Intern,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-engineer-intern-%E2%80%94-connected-services-augmented-intelligence-at-biostarks-amr-labs-4386938428,2026-03-23T10:53:23.933383+00:00
0,Python Developer | Switzerland,linkedin,Python Developer  (80% remote),Ivy Partners,"Valais, Switzerland",Remote,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-developer-80%25-remote-at-ivy-partners-4378373740,2026-03-23T10:53:23.933548+00:00
0,Python Developer | Switzerland,linkedin,Full Stack Engineer Intern — Connected Services & Augmented Intelligence,Biostarks (AMR Labs),"Lausanne, Vaud, Switzerland",On-site,Internship,,Intern,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-engineer-intern-%E2%80%94-connected-services-augmented-intelligence-at-biostarks-amr-labs-4386948020,2026-03-23T10:53:23.933726+00:00
0,Python Developer | Switzerland,linkedin,Backend Python Developer,JobCourier,"Basel, Basel, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-python-developer-at-jobcourier-4389029284,2026-03-23T10:53:23.933888+00:00
0,Python Developer | Remote,linkedin,Python Software Engineer,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-software-engineer-at-mercor-4386104145,2026-03-23T10:53:26.424452+00:00
0,Python Developer | Remote,linkedin,Junior Backend Developer (Python) (m/w/d) 20h Stellenbeschreibung READ DESCRIPTION before,uNaice GmbH,Germany,Remote,Full-time,Python,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-backend-developer-python-m-w-d-20h-stellenbeschreibung-read-description-before-at-unaice-gmbh-4385746489,2026-03-23T10:53:26.424622+00:00
0,Python Developer | Remote,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Berlin, Berlin, Germany",Remote,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4387277581,2026-03-23T10:53:26.424778+00:00
0,Python Developer | Remote,linkedin,Backend Developer (m/f/d),AllCloud,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-developer-m-f-d-at-allcloud-4338908583,2026-03-23T10:53:26.424934+00:00
0,Python Developer | Remote,linkedin,Freelance AI Evaluation Engineer (Python/Full-Stack),Mindrift,"Frankfurt am Main, Hesse, Germany",Remote,Contract,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/freelance-ai-evaluation-engineer-python-full-stack-at-mindrift-4388788738,2026-03-23T10:53:26.425086+00:00
0,Python Developer | Slovakia,linkedin,Python Software Developer,Nokia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-developer-at-nokia-4289894545,2026-03-23T10:53:28.780400+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer (Python + JS),GoReel,Slovakia,On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-%2B-js-at-goreel-4378381916,2026-03-23T10:53:28.780745+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4292497215,2026-03-23T10:53:28.780899+00:00
0,Python Developer | Slovakia,linkedin,Software Engineer - Python,Legend,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-python-at-legend-4371203262,2026-03-23T10:53:28.781049+00:00
0,Python Developer | Slovakia,linkedin,Python Developer – meteorologické modelovanie,MicroStep-MIS,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-developer-%E2%80%93-meteorologick%C3%A9-modelovanie-at-microstep-mis-4383552379,2026-03-23T10:53:28.781207+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4385085021,2026-03-23T10:53:28.781372+00:00
0,Python Developer | Slovakia,linkedin,Software Engineer (JavaScript/Python),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Javascript, Python",,English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-javascript-python-at-eset-4352754566,2026-03-23T10:53:28.781535+00:00
0,Python Developer | Slovakia,linkedin,"Junior AI Engineer – Python, GenAI & Machine Learning (m/f)",PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,"Junior, Machine Learning",English,,,Recent,https://sk.linkedin.com/jobs/view/junior-ai-engineer-%E2%80%93-python-genai-machine-learning-m-f-at-pwc-slovakia-4328270572,2026-03-23T10:53:28.781706+00:00
0,Python Developer | Czech Republic,linkedin,DESARROLLADOR BACK-END (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-back-end-qik-at-banco-popular-dominicano-4387989552,2026-03-23T10:53:31.171861+00:00
0,Python Developer | Czech Republic,linkedin,Junior Full Stack Engineer (R&D Team) (BPO Industry),Linuo Group,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,"R, Junior",English,,,Recent,https://do.linkedin.com/jobs/view/junior-full-stack-engineer-r-d-team-bpo-industry-at-linuo-group-4377697907,2026-03-23T10:53:31.172022+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (React/Redux),Perform,Dominican Republic,On-site,Full-time,,React,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-react-redux-at-perform-4384080780,2026-03-23T10:53:31.172183+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (React/Redux),Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,React,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-react-redux-at-perform-4385284137,2026-03-23T10:53:31.172336+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack WordPress Developer (Front End Focused),Powdevs,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-wordpress-developer-front-end-focused-at-powdevs-4386504027,2026-03-23T10:53:31.172489+00:00
0,Python Developer | Czech Republic,linkedin,Back End Developer,SmartEnergy.com,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/back-end-developer-at-smartenergy-com-4387880600,2026-03-23T10:53:31.172657+00:00
0,Python Developer | Czech Republic,linkedin,Líder Desarrollador Back-End,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-desarrollador-back-end-at-banco-popular-dominicano-4373125330,2026-03-23T10:53:31.172970+00:00
0,Python Developer | Czech Republic,linkedin,AI/ML Engineer,Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-ml-engineer-at-perform-4344260713,2026-03-23T10:53:31.173127+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python) - AI Platform,Revolut,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250500721,2026-03-23T10:53:33.552895+00:00
0,Python Developer | Poland,linkedin,Python Developer,iteo,"Katowice, Śląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-iteo-4386386599,2026-03-23T10:53:33.553089+00:00
0,Python Developer | Poland,linkedin,Python Fullstack Developer,Ework Group,Warsaw Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-fullstack-developer-at-ework-group-4381473986,2026-03-23T10:53:33.553256+00:00
0,Python Developer | Poland,linkedin,Python Developer,ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-algoteque-innovation-hub-4386719045,2026-03-23T10:53:33.553416+00:00
0,Python Developer | Poland,linkedin,Python Developer,Seargin,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-seargin-4385377452,2026-03-23T10:53:33.553589+00:00
0,Python Developer | Poland,linkedin,Software Engineer (4/5) — Developer Platform,Netflix,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-4-5-%E2%80%94-developer-platform-at-netflix-4193468200,2026-03-23T10:53:33.553754+00:00
0,Python Developer | Poland,linkedin,Python Developer,ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-algoteque-innovation-hub-4386712241,2026-03-23T10:53:33.553918+00:00
0,Python Developer | Poland,linkedin,Python Developer,IT Factory,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-it-factory-4386772668,2026-03-23T10:53:33.554068+00:00
0,Python Developer | Poland,linkedin,Full Stack Developer ( Python/C++),Talan,"Warsaw, Mazowieckie, Poland",On-site,Full-time,"C, C++, Python",,English,,,Recent,https://pl.linkedin.com/jobs/view/full-stack-developer-python-c%2B%2B-at-talan-4385923350,2026-03-23T10:53:33.554216+00:00
0,Python Developer | Poland,linkedin,Python Developer,Talent Complete,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-talent-complete-4386328777,2026-03-23T10:53:33.554364+00:00
0,Python Developer | USA,linkedin,Software Engineer - Python,Blackstone Talent Group,"Colorado Springs, CO",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-python-at-blackstone-talent-group-4386538248,2026-03-23T10:53:36.031565+00:00
0,Python Developer | USA,linkedin,Python Developer,The Value Maximizer,"Austin, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-the-value-maximizer-4386541065,2026-03-23T10:53:36.031758+00:00
0,Python Developer | USA,linkedin,Python Developer,The Value Maximizer,"Florida, United States",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-the-value-maximizer-4386541066,2026-03-23T10:53:36.031937+00:00
0,Python Developer | USA,linkedin,Sr Python Software Engineer,NielsenIQ,"Columbus, OH",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-python-software-engineer-at-nielseniq-4386915990,2026-03-23T10:53:36.032096+00:00
0,Python Developer | USA,linkedin,Python Developer Intern,Precisely,United States,On-site,Internship,Python,Intern,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-intern-at-precisely-4382115210,2026-03-23T10:53:36.032251+00:00
0,Python Developer | USA,linkedin,Python Developer,The Value Maximizer,"New Jersey, United States",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-the-value-maximizer-4386519926,2026-03-23T10:53:36.032403+00:00
0,Python Developer | USA,linkedin,Backend Engineer Intern,Tinder,"Los Angeles, CA",On-site,Internship,,Intern,English,,,Recent,https://www.linkedin.com/jobs/view/backend-engineer-intern-at-tinder-4324000392,2026-03-23T10:53:36.032568+00:00
0,Python Developer | USA,linkedin,Python Developer,Lorven Technologies Inc.,"Irving, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-lorven-technologies-inc-4385265367,2026-03-23T10:53:36.032730+00:00
0,Python Developer | USA,linkedin,Backend Engineer Intern,Tinder,"Palo Alto, CA",On-site,Internship,,Intern,English,,,Recent,https://www.linkedin.com/jobs/view/backend-engineer-intern-at-tinder-4323730907,2026-03-23T10:53:36.032883+00:00
0,Python Developer | USA,linkedin,Full Stack Python Engineer,hackajob,"New York, NY",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/full-stack-python-engineer-at-hackajob-4386373761,2026-03-23T10:53:36.033035+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Vallum Associates,"Sheffield, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-vallum-associates-4386768090,2026-03-23T10:53:38.477271+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer (Python) - AI Platform,Revolut,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250197984,2026-03-23T10:53:38.477460+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Thyme,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-thyme-4384060173,2026-03-23T10:53:38.477650+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Wipro,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-wipro-4384455997,2026-03-23T10:53:38.477823+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,TrueNorth®,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-truenorth%C2%AE-4386773756,2026-03-23T10:53:38.477981+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,hackajob,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-hackajob-4382823552,2026-03-23T10:53:38.478142+00:00
