relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Switzerland,linkedin,"Senior Software Developer, Embedded Systems/Firmware",Google,"Zurich, Zurich, Switzerland",On-site,Full-time,"Embedded Systems, Firmware",Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-developer-embedded-systems-firmware-at-google-4425226864,2026-06-22T15:28:41.899997+00:00
0,Testingenieur | United Kingdom,linkedin,Graduate Quality Assurance Engineer,E3 Recruitment,"Huddersfield, England, United Kingdom",On-site,Full-time,,Graduate,English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-quality-assurance-engineer-at-e3-recruitment-4420728561,2026-06-22T15:27:28.602060+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,CSafe,"Long Crendon, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-csafe-4410726362,2026-06-22T15:27:28.602208+00:00
0,Testingenieur | United Kingdom,linkedin,Junior Test Engineer -FTC,RealityMine,"Trafford Park, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-test-engineer-ftc-at-realitymine-4425630015,2026-06-22T15:27:28.602496+00:00
0,Testingenieur | United Kingdom,linkedin,Assembly and Test Engineer / Technician,TipTopJob,"Hereford, England, United Kingdom",On-site,Full-time,,Assembly,English,,,Recent,https://uk.linkedin.com/jobs/view/assembly-and-test-engineer-technician-at-tiptopjob-4430775476,2026-06-22T15:27:28.602641+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,SPT Labtech,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-spt-labtech-4419808779,2026-06-22T15:27:28.602812+00:00
0,Test Automation | Germany,linkedin,AI & Automation Engineer (all genders),getolo,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/ai-automation-engineer-all-genders-at-getolo-4424726422,2026-06-22T15:27:31.063230+00:00
0,Test Automation | Austria,linkedin,Software Quality Engineer (m/f/d),MED-EL,"Innsbruck, Tyrol, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-quality-engineer-m-f-d-at-med-el-4336125829,2026-06-22T15:27:33.423454+00:00
0,Test Automation | Switzerland,linkedin,"Automation Engineer, Zurich, 100%",ISP Group,"Zurich, Zurich, Switzerland",Remote,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/automation-engineer-zurich-100%25-at-isp-group-4422340405,2026-06-22T15:27:35.801839+00:00
0,Test Automation | Remote,linkedin,1086|Automation Test Engineer (Python),Intetics,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/1086-automation-test-engineer-python-at-intetics-4427541925,2026-06-22T15:27:38.229875+00:00
0,Test Automation | Slovakia,linkedin,SQA,FORVIA,"Hlohovec, Trnava Region, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/sqa-at-forvia-4425272281,2026-06-22T15:27:40.647811+00:00
0,Test Automation | Slovakia,linkedin,Junior Automation Engineer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-automation-engineer-at-swiss-re-4369559502,2026-06-22T15:27:40.648417+00:00
0,Test Automation | Czech Republic,linkedin,Quality Assurance Analyst,Delmont Healthcare BPO,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-analyst-at-delmont-healthcare-bpo-4417647878,2026-06-22T15:27:43.013203+00:00
0,Test Automation | Poland,linkedin,Automation QA Engineer (SDET),LoopMe,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-qa-engineer-sdet-at-loopme-4423932805,2026-06-22T15:27:45.430022+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer (M/K) -,Astek,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-m-k-at-astek-4427368133,2026-06-22T15:27:45.430843+00:00
0,Test Automation | Poland,linkedin,Quality Assurance Automation Engineer,Hamsa,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-hamsa-4430377745,2026-06-22T15:27:45.431010+00:00
0,Test Automation | Poland,linkedin,QA Automation Engineer,Jobgether,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-automation-engineer-at-jobgether-4428074258,2026-06-22T15:27:45.431160+00:00
0,Test Automation | USA,linkedin,Product Testing & QA,MoFlo,"Las Vegas, NV",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/product-testing-qa-at-moflo-4428906726,2026-06-22T15:27:48.093109+00:00
0,Test Automation | USA,linkedin,QUALITY ASSURANCE ANALYST,People2Care Technology,"San Francisco, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-people2care-technology-4431687899,2026-06-22T15:27:48.093261+00:00
0,Test Automation | USA,linkedin,Quality Assurance Analyst,"Concorde, Inc",United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-concorde-inc-4429652624,2026-06-22T15:27:48.093565+00:00
0,Test Automation | USA,linkedin,Quality Assurance Analyst | Remote,CodeGeniusRecruit,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-remote-at-codegeniusrecruit-4425226731,2026-06-22T15:27:48.093714+00:00
0,Test Automation | USA,linkedin,Software Quality Analyst,Jobgether,United States,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-analyst-at-jobgether-4429661136,2026-06-22T15:27:48.093882+00:00
0,Test Automation | USA,linkedin,Quality Assurance Analyst | Remote,CodeGeniusRecruit,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-remote-at-codegeniusrecruit-4425236764,2026-06-22T15:27:48.094026+00:00
0,Test Automation | USA,linkedin,QA Analyst,nLeague,"Indianapolis, IN",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-analyst-at-nleague-4426343346,2026-06-22T15:27:48.094170+00:00
0,Test Automation | United Kingdom,linkedin,Quality Assurance Automation Engineer,Accenture,"Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-accenture-4427839178,2026-06-22T15:27:50.669189+00:00
0,Test Automation | United Kingdom,linkedin,Quality Assurance Analyst | Remote,CodeGeniusRecruit,United Kingdom,Remote,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-remote-at-codegeniusrecruit-4425229770,2026-06-22T15:27:50.669333+00:00
0,Test Automation | United Kingdom,linkedin,Group Head of Testing,"Together - loans, mortgages & finance","Cheadle, England, United Kingdom",On-site,Full-time,,Head Of,English,,,Recent,https://uk.linkedin.com/jobs/view/group-head-of-testing-at-together-loans-mortgages-finance-4429945684,2026-06-22T15:27:50.669808+00:00
0,Python Developer | Germany,linkedin,Python Developer - Fully Remote | Upto $100/hr,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-fully-remote-upto-%24100-hr-at-mercor-4426694845,2026-06-22T15:27:53.064407+00:00
0,Python Developer | Germany,linkedin,Backend Software Engineer,Webfleet,"Leipzig, Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-software-engineer-at-webfleet-4420729486,2026-06-22T15:27:53.066697+00:00
0,Python Developer | Germany,linkedin,Python Developer,Virtusa,"Munich, Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-virtusa-4430444024,2026-06-22T15:27:53.066881+00:00
0,Python Developer | Germany,linkedin,Python Developer,KBC Technologies Group,Greater Munich Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-kbc-technologies-group-4429026409,2026-06-22T15:27:53.067183+00:00
0,Python Developer | Germany,linkedin,Python Developer (f/m/d),HCLTech Germany,"Frankfurt am Main, Hesse, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-f-m-d-at-hcltech-germany-4426228578,2026-06-22T15:27:53.067330+00:00
0,Python Developer | Germany,linkedin,Python Software Engineer - AI,Mercor,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-software-engineer-ai-at-mercor-4426698856,2026-06-22T15:27:53.067472+00:00
0,Python Developer | Germany,linkedin,Python Developer,Buzzworks Business Services Pvt. Ltd.,"Munich, Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-buzzworks-business-services-pvt-ltd-4428924648,2026-06-22T15:27:53.067618+00:00
0,Python Developer | Germany,linkedin,Python Engineer (m/w/d),SOA Experts GmbH,"Hamburg, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-engineer-m-w-d-at-soa-experts-gmbh-4415771641,2026-06-22T15:27:53.067778+00:00
0,Python Developer | Germany,linkedin,Backend Developer - Fully Remote | Upto $85/hr,Mercor,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-developer-fully-remote-upto-%2485-hr-at-mercor-4429789126,2026-06-22T15:27:53.067922+00:00
0,Python Developer | Austria,linkedin,Python Developer - Fully Remote | Upto $100/hr,Mercor,"Vienna, Vienna, Austria",Remote,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-fully-remote-upto-%24100-hr-at-mercor-4426683834,2026-06-22T15:27:55.450141+00:00
0,Python Developer | Austria,linkedin,Python Software Engineer - AI,Mercor,"Vienna, Vienna, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-software-engineer-ai-at-mercor-4423934501,2026-06-22T15:27:55.450318+00:00
0,Python Developer | Austria,linkedin,Backend Developer (Phyton/Odoo),Schrankerl,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/backend-developer-phyton-odoo-at-schrankerl-4417298809,2026-06-22T15:27:55.450469+00:00
0,Python Developer | Austria,linkedin,Python Developer (42939),CoolPeople Technology,"Vienna, Vienna, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-42939-at-coolpeople-technology-4425600828,2026-06-22T15:27:55.450618+00:00
0,Python Developer | Austria,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Austria,On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://at.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4422358516,2026-06-22T15:27:55.450794+00:00
0,Python Developer | Austria,linkedin,Junior Backend Developer,Platogo,"Vienna, Vienna, Austria",On-site,Full-time,,Junior,English,,,Recent,https://at.linkedin.com/jobs/view/junior-backend-developer-at-platogo-4417933254,2026-06-22T15:27:55.450941+00:00
0,Python Developer | Austria,linkedin,Freelance Full-Stack Web App Developer,Mindrift,Austria,On-site,Contract,,,English,,,Recent,https://at.linkedin.com/jobs/view/freelance-full-stack-web-app-developer-at-mindrift-4431334436,2026-06-22T15:27:55.451086+00:00
0,Python Developer | Austria,linkedin,Freelance Data Scraping Engineer (Python),Mindrift,Austria,On-site,Contract,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/freelance-data-scraping-engineer-python-at-mindrift-4427023957,2026-06-22T15:27:55.451380+00:00
0,Python Developer | Austria,linkedin,Python Systems & Visualization Engineer (m/f/*),PIDSO--Propagation Ideas and Solutions,"Vienna, Vienna, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-systems-visualization-engineer-m-f-at-pidso-propagation-ideas-and-solutions-4416883350,2026-06-22T15:27:55.451523+00:00
0,Python Developer | Switzerland,linkedin,"Data Analytics Engineer - Python, Cloudera",RM Group (Switzerland),Basel Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/data-analytics-engineer-python-cloudera-at-rm-group-switzerland-4428037597,2026-06-22T15:27:57.824843+00:00
0,Python Developer | Switzerland,linkedin,6-Month Backend Python Developer Internship at AI Startup (ETH Spin-off),askEarth,"Zurich, Zurich, Switzerland",On-site,Internship,Python,Internship,English,,,Recent,https://ch.linkedin.com/jobs/view/6-month-backend-python-developer-internship-at-ai-startup-eth-spin-off-at-askearth-4429230634,2026-06-22T15:27:57.825023+00:00
0,Python Developer | Switzerland,linkedin,Python Developer,TMC,"Geneva, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-developer-at-tmc-4426406097,2026-06-22T15:27:57.825334+00:00
0,Python Developer | Switzerland,linkedin,Python Quant Developer,RM Group (Switzerland),Basel Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-quant-developer-at-rm-group-switzerland-4430392692,2026-06-22T15:27:57.825484+00:00
0,Python Developer | Switzerland,linkedin,Python Software Engineer - Digital Assets,IMC Trading,"Zug, Zug, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-engineer-digital-assets-at-imc-trading-4320553182,2026-06-22T15:27:57.825634+00:00
0,Python Developer | Switzerland,linkedin,6-Month AI / Backend Developer Internship at AI Startup (ETH Spin-off),askEarth,"Zurich, Zurich, Switzerland",On-site,Internship,,Internship,English,,,Recent,https://ch.linkedin.com/jobs/view/6-month-ai-backend-developer-internship-at-ai-startup-eth-spin-off-at-askearth-4427553070,2026-06-22T15:27:57.825801+00:00
0,Python Developer | Switzerland,linkedin,Full-Stack Developer (React / Python),RM Group (Switzerland),Basel Metropolitan Area,On-site,Full-time,Python,React,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-developer-react-python-at-rm-group-switzerland-4426147258,2026-06-22T15:27:57.825951+00:00
0,Python Developer | Switzerland,linkedin,Full Stack Engineer,ITech Consult AG,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-engineer-at-itech-consult-ag-4429244801,2026-06-22T15:27:57.826101+00:00
0,Python Developer | Switzerland,linkedin,Développeur·euse Python/Powershell (H/F),TEAM PARTNERS Suisse SA - Groupe BLUESOFT,"Geneva, Geneva, Switzerland",On-site,Full-time,Python,Powershell,English,,,Recent,https://ch.linkedin.com/jobs/view/d%C3%A9veloppeur%C2%B7euse-python-powershell-h-f-at-team-partners-suisse-sa-groupe-bluesoft-4427484581,2026-06-22T15:27:57.826249+00:00
0,Python Developer | Remote,linkedin,Python Software Engineer - Machine Learning Systems (m/f/d),CUJU,Germany,Remote,Full-time,Python,Machine Learning,English,,,Recent,https://de.linkedin.com/jobs/view/python-software-engineer-machine-learning-systems-m-f-d-at-cuju-4421589903,2026-06-22T15:28:00.254443+00:00
0,Python Developer | Remote,linkedin,Freelance Data Scraping Engineer (Python),Mindrift,"Berlin, Berlin, Germany",Remote,Contract,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-scraping-engineer-python-at-mindrift-4427031688,2026-06-22T15:28:00.254727+00:00
0,Python Developer | Remote,linkedin,AI Backend Engineer (f/m/d),paretos,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/ai-backend-engineer-f-m-d-at-paretos-4417607724,2026-06-22T15:28:00.254895+00:00
0,Python Developer | Remote,linkedin,Freelance Data Scraping Engineer (Python),Mindrift,"Stuttgart, Baden-Württemberg, Germany",Remote,Contract,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-scraping-engineer-python-at-mindrift-4427025637,2026-06-22T15:28:00.255038+00:00
0,Python Developer | Slovakia,linkedin,Python Software Developer,Nokia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-developer-at-nokia-4289894545,2026-06-22T15:28:02.712489+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-m-f-n-at-eset-4292497215,2026-06-22T15:28:02.712679+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4385085021,2026-06-22T15:28:02.712883+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-m-f-n-at-eset-4414037159,2026-06-22T15:28:02.713042+00:00
0,Python Developer | Slovakia,linkedin,Python Developer (43003),CoolPeople Technology,"Košice, Kosice, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-developer-43003-at-coolpeople-technology-4428879028,2026-06-22T15:28:02.713201+00:00
0,Python Developer | Slovakia,linkedin,Back End Developer,DevelGuru,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/back-end-developer-at-develguru-4426234290,2026-06-22T15:28:02.713657+00:00
0,Python Developer | Slovakia,linkedin,Experienced Python Software Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/experienced-python-software-engineer-m-f-n-at-eset-4385072625,2026-06-22T15:28:02.713832+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer – Malware Automation (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-malware-automation-m-f-n-at-eset-4426454266,2026-06-22T15:28:02.713990+00:00
0,Python Developer | Czech Republic,linkedin,Desarrollador Back-End (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-back-end-qik-at-banco-popular-dominicano-4420118381,2026-06-22T15:28:05.107241+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (Python),Perform,Dominican Republic,On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-python-at-perform-4398298505,2026-06-22T15:28:05.107424+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (Python),Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-python-at-perform-4415707267,2026-06-22T15:28:05.107584+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer,Flatiron Software,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-at-flatiron-software-4428876223,2026-06-22T15:28:05.107763+00:00
0,Python Developer | Czech Republic,linkedin,Desarrollador de back-end,Yoursoft Dominicana,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-de-back-end-at-yoursoft-dominicana-4427347882,2026-06-22T15:28:05.107920+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,Dominican Republic,Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421240684,2026-06-22T15:28:05.108069+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"Santo Domingo, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421255098,2026-06-22T15:28:05.108222+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"Santo Domingo Este, Santo Domingo, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421244542,2026-06-22T15:28:05.108369+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"Urb. San Francisco, Duarte, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421246547,2026-06-22T15:28:05.108522+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"Luperón, Puerto Plata, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421233927,2026-06-22T15:28:05.108669+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python),Cisco,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-at-cisco-4407831137,2026-06-22T15:28:07.597710+00:00
0,Python Developer | Poland,linkedin,Backend Developer (Python) | Remote,360Dialog,Poland,Remote,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/backend-developer-python-remote-at-360dialog-4426342261,2026-06-22T15:28:07.598079+00:00
0,Python Developer | Poland,linkedin,PYTHON DEVELOPER (JUNIOR / JUNIOR+),Łódzki Klaster ICT,"Lubaczów, Podkarpackie, Poland",On-site,Full-time,Python,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-junior-junior%2B-at-%C5%82%C3%B3dzki-klaster-ict-4418877487,2026-06-22T15:28:07.598224+00:00
0,Python Developer | Poland,linkedin,Python Developer,AppTailors,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-apptailors-4428580786,2026-06-22T15:28:07.598371+00:00
0,Python Developer | Poland,linkedin,Python developer with Gen AI/Agent (Python/GCP),Deloitte,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,Gcp,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-with-gen-ai-agent-python-gcp-at-deloitte-4416884844,2026-06-22T15:28:07.598515+00:00
0,Python Developer | Poland,linkedin,Python developer with Gen AI/Agent (Python/GCP),Deloitte,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,Gcp,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-with-gen-ai-agent-python-gcp-at-deloitte-4416898747,2026-06-22T15:28:07.598668+00:00
0,Python Developer | Poland,linkedin,"Junior Python Developer (AI, Cloud)",Capgemini,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-python-developer-ai-cloud-at-capgemini-4429102159,2026-06-22T15:28:07.598842+00:00
0,Python Developer | Poland,linkedin,Software Engineer 5 - Python Platform,Netflix,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-5-python-platform-at-netflix-4414341797,2026-06-22T15:28:07.598996+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python) - AI Platform,Revolut,Poland,Remote,Contract,"Ci/Cd, Generative Ai, Python","Ansible, Terraform",English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250500721,2026-06-22T15:28:07.599140+00:00
0,Python Developer | USA,linkedin,PYTHON DEVELOPER L3,Wipro,"Akron, NY",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-l3-at-wipro-4428078126,2026-06-22T15:28:10.174793+00:00
0,Python Developer | USA,linkedin,Python Developer,BCforward,"Phoenix, AZ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-bcforward-4429538589,2026-06-22T15:28:10.174973+00:00
0,Python Developer | USA,linkedin,Python Developer,Genpact,New York City Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-genpact-4424806770,2026-06-22T15:28:10.175134+00:00
0,Python Developer | USA,linkedin,"Software Engineer L5, Python Platform",Netflix,United States,On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-l5-python-platform-at-netflix-4411198995,2026-06-22T15:28:10.175287+00:00
0,Python Developer | USA,linkedin,Python Developer - Fully Remote | Upto $100/hr,Mercor,"San Francisco, CA",Remote,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-fully-remote-upto-%24100-hr-at-mercor-4426178419,2026-06-22T15:28:10.175435+00:00
0,Python Developer | USA,linkedin,Python Developer,Tata Consultancy Services,"Jersey City, NJ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-tata-consultancy-services-4428068149,2026-06-22T15:28:10.175579+00:00
0,Python Developer | USA,linkedin,Python Developer,Agility Partners,"Columbus, Ohio Metropolitan Area",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-agility-partners-4429700211,2026-06-22T15:28:10.175749+00:00
0,Python Developer | USA,linkedin,Python Developer,X4 Technology,United States,On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-x4-technology-4426479582,2026-06-22T15:28:10.175914+00:00
0,Python Developer | USA,linkedin,Python Developer,Persistent Systems,"Tampa, FL",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-persistent-systems-4421551669,2026-06-22T15:28:10.176061+00:00
0,Python Developer | USA,linkedin,Python Developer,Infosys,"Charlotte, NC",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-infosys-4411188667,2026-06-22T15:28:10.176206+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer - Fully Remote | Upto $100/hr,Mercor,"London, England, United Kingdom",Remote,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-fully-remote-upto-%24100-hr-at-mercor-4426688854,2026-06-22T15:28:12.746562+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Accenture,Greater Leeds Area,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-accenture-4412741396,2026-06-22T15:28:12.746768+00:00
0,Python Developer | United Kingdom,linkedin,Junior Python Developer,Global,"London, England, United Kingdom",On-site,Full-time,Python,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-python-developer-at-global-4429660503,2026-06-22T15:28:12.746930+00:00
0,Python Developer | United Kingdom,linkedin,Junior Python Developer,Station,"London Area, United Kingdom",On-site,Full-time,Python,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-python-developer-at-station-4429634751,2026-06-22T15:28:12.747075+00:00
0,Python Developer | United Kingdom,linkedin,Python Backend Developer,Mustard Systems Ltd.,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-backend-developer-at-mustard-systems-ltd-4411352812,2026-06-22T15:28:12.747227+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Talan,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-talan-4427043090,2026-06-22T15:28:12.747376+00:00
