relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,Intellias,Poland,On-site,Full-time,"Javascript, Pytest, Python, Test Automation","Azure, Gitlab, Pandas",English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-intellias-4413456323,2026-05-18T13:52:05.972203+00:00
0,Tester | Slovakia,linkedin,Manual Tester (42539),CoolPeople,Bratislava Metropolitan Area,On-site,Full-time,,"R, Jira",English,,,Recent,https://sk.linkedin.com/jobs/view/manual-tester-42539-at-coolpeople-4410071061,2026-05-18T13:51:39.269881+00:00
0,Tester | Slovakia,linkedin,Student Part-time QA Tester (all humans),Erste Digital,"Bratislava, Bratislava, Slovakia",Remote,Contract,,Internship,English,,,Recent,https://sk.linkedin.com/jobs/view/student-part-time-qa-tester-all-humans-at-erste-digital-4403734414,2026-05-18T13:51:39.270210+00:00
0,Tester | Slovakia,linkedin,Test Engineer,Multitude,"Bratislava, Bratislava, Slovakia",Remote,Contract,"Ci/Cd, Java, Javascript, Python, Test Automation","Docker, Github, Jira, Agile, Git, Kubernetes",English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-multitude-4379037173,2026-05-18T13:51:39.270391+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Contract,"Bash, Can, Ci/Cd, Python, Robot Framework","Scrum, Powershell, Ansible, Jira, Agile, Linux, Git",English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4403248690,2026-05-18T13:51:39.270554+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Can, Ci/Cd, Continuous Testing, Python, Test Automation","Nosql, Agile, Performance Testing, Cypress, Aws, Sql",English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4405185637,2026-05-18T13:51:39.270712+00:00
0,Tester | Slovakia,linkedin,Medior Agile Tester,ESET,"Bratislava, Bratislava, Slovakia",On-site,Internship,"Ci/Cd, Javascript, Playwright, Python, Typescript","Php, Zephyr, Cypress, Devops, R, Jira, Agile, Linux, Git, Intern",English,,,Recent,https://sk.linkedin.com/jobs/view/medior-agile-tester-at-eset-4374813990,2026-05-18T13:51:39.270863+00:00
0,Tester | Slovakia,linkedin,Agile Test Engineer,ESET,"Košice, Kosice, Slovakia",On-site,Full-time,"Can, Ci/Cd, Continuous Testing, Python, Test Automation","Nosql, Agile, Performance Testing, Cypress, Aws, Sql",English,,,Recent,https://sk.linkedin.com/jobs/view/agile-test-engineer-at-eset-4405175696,2026-05-18T13:51:39.271021+00:00
0,Tester | Slovakia,linkedin,Manuálny tester/testerka s presahom do automatizácie,Billdu,"Bratislava, Slovakia",Remote,Full-time,C,R,English,,,Recent,https://sk.linkedin.com/jobs/view/manu%C3%A1lny-tester-testerka-s-presahom-do-automatiz%C3%A1cie-at-billdu-4413528429,2026-05-18T13:51:39.271190+00:00
0,Tester | Czech Republic,linkedin,Líder Tester Automatizador TI,Banco Popular Dominicano,"Santo Domingo, Dominican Republic",On-site,Full-time,"Java, Javascript, Playwright, Selenium","Scrum, Agile, Postman, Git, Mongodb, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/l%C3%ADder-tester-automatizador-ti-at-banco-popular-dominicano-4401626588,2026-05-18T13:51:41.669758+00:00
0,Tester | Czech Republic,linkedin,Software Development Engineer in Test (SDET),Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,"C, Can, Ci/Cd, Github Actions, Github Copilot, Java, Jenkins, Playwright, Python, Selenium, Test Automation, Typescript","Appium, Github, Oracle, Agile, C#, Linux, Aws, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-flash-4391531625,2026-05-18T13:51:41.669948+00:00
0,Tester | Czech Republic,linkedin,Quality Automation Engineer,Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,"C, Can, Ci/Cd, Continuous Testing, Github Actions, Java, Jenkins, Playwright, Python, Selenium, Test Automation, Typescript","Appium, Github, Devops, Agile, Azure, C#, Cypress, Git, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/quality-automation-engineer-at-flash-4415552554,2026-05-18T13:51:41.670265+00:00
0,Tester | Czech Republic,linkedin,Electricista Industrial - Santo Domingo Norte,GROW Management Consulting,"Los Mina Norte, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/electricista-industrial-santo-domingo-norte-at-grow-management-consulting-4404459275,2026-05-18T13:51:41.670757+00:00
0,Tester | Czech Republic,linkedin,Técnico Electrónico II -3er Turno,Eaton,"Bajos de Haina, San Cristóbal, Dominican Republic",On-site,Full-time,C,"Matlab, Mil",English,,,Recent,https://do.linkedin.com/jobs/view/t%C3%A9cnico-electr%C3%B3nico-ii-3er-turno-at-eaton-4408858591,2026-05-18T13:51:41.670915+00:00
0,Tester | Czech Republic,linkedin,Quality Inspector I-4,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,C,"Graduate, Associate, Oracle, Entry-Level, Assembly",English,,,Recent,https://do.linkedin.com/jobs/view/quality-inspector-i-4-at-integer-holdings-corporation-4414639283,2026-05-18T13:51:41.671236+00:00
0,Tester | Poland,linkedin,Junior Test Specialist/QA Engineer (f/m),Netcompany,"Warsaw, Mazowieckie, Poland",On-site,Contract,"Can, Test Automation","Junior, Postman, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/junior-test-specialist-qa-engineer-f-m-at-netcompany-4388072621,2026-05-18T13:51:44.065496+00:00
0,Tester | Poland,linkedin,Manual Tester - procesy biznesowe,Altkom Software,"Warsaw, Mazowieckie, Poland",Remote,Full-time,"Ci/Cd, Java, Selenium","Confluence, Scrum, Jira, Agile, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-procesy-biznesowe-at-altkom-software-4408779106,2026-05-18T13:51:44.065663+00:00
0,Tester | Poland,linkedin,Manual Tester (ubezpieczenia),Altkom Software,"Warsaw, Mazowieckie, Poland",Remote,Full-time,Ci/Cd,"Scrum, Confluence, Agile, Kanban, Postman, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-ubezpieczenia-at-altkom-software-4413425569,2026-05-18T13:51:44.065810+00:00
0,Tester | Poland,linkedin,Test Engineer,Ework Group,Gdansk Metropolitan Area,On-site,Full-time,"Can, Ci/Cd, Jenkins","Safe, Jira, Agile, Performance Testing, Linux, Git, Unix, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-at-ework-group-4415372402,2026-05-18T13:51:44.065959+00:00
0,Tester | Poland,linkedin,"Tester / Testerka  - Wroclaw (Dolnośląskie), Polska",Astek,Wroclaw Metropolitan Area,On-site,Full-time,,"Scrum, Confluence, R, Jira, Agile",English,,,Recent,https://pl.linkedin.com/jobs/view/tester-testerka-wroclaw-dolno%C5%9Bl%C4%85skie-polska-at-astek-4358055143,2026-05-18T13:51:44.066264+00:00
0,Tester | Poland,linkedin,Tester,HCLTech,Wroclaw Metropolitan Area,Remote,Full-time,"Can, Playwright, Selenium, Test Automation, Typescript","Spark, Manual Testing, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/tester-at-hcltech-4410488497,2026-05-18T13:51:44.066448+00:00
0,Tester | Poland,linkedin,Manual Tester,Jeppesen ForeFlight,"Gdańsk, Pomorskie, Poland",On-site,Internship,Test Automation,Manual Testing,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-tester-at-jeppesen-foreflight-4410489611,2026-05-18T13:51:44.066606+00:00
0,Tester | USA,linkedin,Junior QA Manual Tester (Remote – US & Canada),CloudBerry,United States,Remote,Contract,"Playwright, Selenium","Scrum, Manual Testing, Jira, Junior, Agile, Postman, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/junior-qa-manual-tester-remote-%E2%80%93-us-canada-at-cloudberry-4406136551,2026-05-18T13:51:46.593049+00:00
0,Tester | USA,linkedin,Game Tester | $20/hr Remote,Crossing Hurdles,United States,Remote,Contract,,,English,,,Recent,https://www.linkedin.com/jobs/view/game-tester-%2420-hr-remote-at-crossing-hurdles-4413535920,2026-05-18T13:51:46.593441+00:00
0,Tester | USA,linkedin,Manual Tester,Asvatthah,"Indiana, United States",On-site,Full-time,Selenium,"Performance Testing, Manual Testing",English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-asvatthah-4412976157,2026-05-18T13:51:46.593764+00:00
0,Tester | USA,linkedin,Mobile Manual QA Tester,Fi,"New York, NY",Remote,Full-time,Firmware,"Regression Testing, Scrum, Manual Testing, Jira, Agile",English,,,Recent,https://www.linkedin.com/jobs/view/mobile-manual-qa-tester-at-fi-4413260785,2026-05-18T13:51:46.593920+00:00
0,Tester | USA,linkedin,Quality Assurance Tester (Manual),Agdova Technologies,"Delhi, MI",On-site,Full-time,,"Regression Testing, Scrum, Manual Testing, Agile, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-tester-manual-at-agdova-technologies-4407220396,2026-05-18T13:51:46.594224+00:00
0,Tester | USA,linkedin,Manual Tester,Entech,"Malvern, PA",Hybrid,Contract,Can,"Aws, Jira",English,,,Recent,https://www.linkedin.com/jobs/view/manual-tester-at-entech-4411233901,2026-05-18T13:51:46.594403+00:00
0,Tester | United Kingdom,linkedin,Game Tester | $20/hr Remote,Crossing Hurdles,United Kingdom,Remote,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/game-tester-%2420-hr-remote-at-crossing-hurdles-4413544571,2026-05-18T13:51:49.074462+00:00
0,Tester | United Kingdom,linkedin,Game QA Tester | $14/hr Remote,Crossing Hurdles,United Kingdom,Remote,Contract,,,English,,,Recent,https://uk.linkedin.com/jobs/view/game-qa-tester-%2414-hr-remote-at-crossing-hurdles-4415011963,2026-05-18T13:51:49.074641+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,Fuse Energy,"London, England, United Kingdom",On-site,Contract,"Firmware, Hil",,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-fuse-energy-4403466880,2026-05-18T13:51:49.074972+00:00
0,Tester | United Kingdom,linkedin,QA Manual Tester | Manual Testing | Renewable Energy | Hybrid (2 days) in Manchester | 6 month Contract |£500/day Inside IR35,VirtueTech Recruitment Group,"Manchester Area, United Kingdom",Hybrid,Contract,C,"Regression Testing, Manual Testing, Agile, C#, Vue.Js, Sql",English,,,Recent,https://uk.linkedin.com/jobs/view/qa-manual-tester-manual-testing-renewable-energy-hybrid-2-days-in-manchester-6-month-contract-%C2%A3500-day-inside-ir35-at-virtuetech-recruitment-group-4411191371,2026-05-18T13:51:49.075136+00:00
0,Tester | United Kingdom,linkedin,Software Test Engineer,Spectrum IT Recruitment,"Bournemouth, England, United Kingdom",Hybrid,Full-time,,Sql,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-engineer-at-spectrum-it-recruitment-4415605785,2026-05-18T13:51:49.075497+00:00
0,Tester | United Kingdom,linkedin,Quality Assurance Tester,Addition,"Farnborough, England, United Kingdom",Hybrid,Full-time,"Can, Test Automation",Agile,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-tester-at-addition-4404283817,2026-05-18T13:51:49.075662+00:00
0,Tester | United Kingdom,linkedin,Test Engineer,Orion Electrotech,"Basingstoke, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-orion-electrotech-4413406011,2026-05-18T13:51:49.075815+00:00
0,QA Engineer | Germany,linkedin,Entry-Level Quality Assurance Engineer,Baitussalam Welfare Trust (BWT),"Berlin, Berlin, Germany",On-site,Contract,,"Performance Testing, Entry-Level",English,,,Recent,https://de.linkedin.com/jobs/view/entry-level-quality-assurance-engineer-at-baitussalam-welfare-trust-bwt-4412286712,2026-05-18T13:51:51.468942+00:00
0,QA Engineer | Germany,linkedin,QA Engineer (w/m/d),Westernacher Solutions,"Berlin, Germany",Remote,Full-time,"Javascript, Playwright, Selenium, Test Automation","Zephyr, R, Jira",German,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-w-m-d-at-westernacher-solutions-4349803462,2026-05-18T13:51:51.469104+00:00
0,QA Engineer | Germany,linkedin,QA Engineer,Westernacher Solutions,"Berlin, Germany",Remote,Full-time,"Javascript, Playwright, Selenium, Test Automation","Zephyr, R, Jira",German,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-westernacher-solutions-4401930906,2026-05-18T13:51:51.469257+00:00
0,QA Engineer | Germany,linkedin,Entry-Level Quality Assurance Engineer,Rotaract Marseille Provence,"Munich, Bavaria, Germany",On-site,Contract,Test Automation,"Entry-Level, Manual Testing, Regression Testing",English,,,Recent,https://de.linkedin.com/jobs/view/entry-level-quality-assurance-engineer-at-rotaract-marseille-provence-4412299128,2026-05-18T13:51:51.469438+00:00
0,QA Engineer | Germany,linkedin,QA Test Engineer (f/m/d),FICO TONBELLER,"Berlin, Berlin, Germany",Hybrid,Contract,"Ci/Cd, Java, Test Automation","Agile, Data Science, Machine Learning, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/qa-test-engineer-f-m-d-at-fico-tonbeller-4413430220,2026-05-18T13:51:51.469593+00:00
0,QA Engineer | Austria,linkedin,Quality Assurance Engineer,ENPULSION,"Vienna, Austria",On-site,Contract,Can,"Jira, Confluence",English,,,Recent,https://at.linkedin.com/jobs/view/quality-assurance-engineer-at-enpulsion-4408624945,2026-05-18T13:51:53.845355+00:00
0,QA Engineer | Austria,linkedin,Junior QA Engineer - Zutrittskontrollsysteme,PKE Holding AG,"Vienna, Vienna, Austria",Remote,Internship,"Embedded Systems, Firmware","R, Arduino, Junior, Linux",German,,,Recent,https://at.linkedin.com/jobs/view/junior-qa-engineer-zutrittskontrollsysteme-at-pke-holding-ag-4387103203,2026-05-18T13:51:53.845656+00:00
0,QA Engineer | Austria,linkedin,QA Engineer: Manual Testing (Mobile & Backend),Tractive,"Linz, Upper Austria, Austria",Remote,Full-time,,"Regression Testing, Scrum, Graphql, Safe, Manual Testing, Jira, Agile, Kanban, Postman",English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-manual-testing-mobile-backend-at-tractive-4401967431,2026-05-18T13:51:53.845807+00:00
0,QA Engineer | Switzerland,linkedin,QA Software Engineer,Bucher + Suter,Greater Bern Area,On-site,Internship,"Ci/Cd, Playwright, Test Automation, Typescript","Scrum, Devops, R, Gitlab",German,,,Recent,https://ch.linkedin.com/jobs/view/qa-software-engineer-at-bucher-%2B-suter-4409001797,2026-05-18T13:51:56.224422+00:00
0,QA Engineer | Switzerland,linkedin,Junior Quality Assurance Engineer m/f/d,Aristo Group,"Bern, Berne, Switzerland",On-site,Internship,C,"Junior, Entry-Level, R",German,,,Recent,https://ch.linkedin.com/jobs/view/junior-quality-assurance-engineer-m-f-d-at-aristo-group-4405326232,2026-05-18T13:51:56.224585+00:00
0,QA Engineer | Switzerland,linkedin,General Automation QA Engineer,Jobgether,Switzerland,Remote,Contract,"Ci/Cd, Playwright, Test Automation","Php, Microservices, Manual Testing, Docker, Postgresql",English,,,Recent,https://ch.linkedin.com/jobs/view/general-automation-qa-engineer-at-jobgether-4415095013,2026-05-18T13:51:56.225370+00:00
0,QA Engineer | Remote,linkedin,"Backend QA Engineer, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Full-time,"Integration Testing, Typescript","Node.Js, Postgresql, Postman, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-berlin-at-air-apps-4413726128,2026-05-18T13:51:58.763024+00:00
0,QA Engineer | Remote,linkedin,General Automation QA Engineer,Jobgether,Germany,Remote,Contract,"Ci/Cd, Playwright, Test Automation","Php, Microservices, Manual Testing, Docker, Postgresql",English,,,Recent,https://de.linkedin.com/jobs/view/general-automation-qa-engineer-at-jobgether-4415092086,2026-05-18T13:51:58.763174+00:00
0,QA Engineer | Remote,linkedin,QA Engineer,Air Apps,Berlin Metropolitan Area,Remote,Full-time,"Java, Javascript, Playwright, Python, Selenium, Test Automation, Typescript","Appium, Zephyr, Postman, Cypress, Trello, R, Manual Testing, Jira, Agile",English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-air-apps-4406612499,2026-05-18T13:51:58.763347+00:00
0,QA Engineer | Remote,linkedin,Backend QA Engineer,Air Apps,"Munich, Bavaria, Germany",Remote,Full-time,"Integration Testing, Typescript","Node.Js, Postgresql, Postman, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/backend-qa-engineer-at-air-apps-4413734063,2026-05-18T13:51:58.763513+00:00
0,QA Engineer | Remote,linkedin,QA Engineer,FetchJobs.co,Germany,Remote,Full-time,"Selenium, Test Automation","Junit, R, Jira, Agile, Oracle",German,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-at-fetchjobs-co-4415607847,2026-05-18T13:51:58.763817+00:00
0,QA Engineer | Slovakia,linkedin,Manual QA Engineer,Servers.com,"Bratislava, Slovakia",Remote,Internship,Integration Testing,"Jira, Linux, Kubernetes, Sql",English,,,Recent,https://sk.linkedin.com/jobs/view/manual-qa-engineer-at-servers-com-4409910977,2026-05-18T13:52:01.136425+00:00
0,QA Engineer | Slovakia,linkedin,Junior Quality Assurance / Test Engineer - Product Area Research & Sustainability,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Contract,"C, Can, Test Automation, Typescript","Junior, Agile, C#, Sql",English,,,Recent,https://sk.linkedin.com/jobs/view/junior-quality-assurance-test-engineer-product-area-research-sustainability-at-swiss-re-4415627043,2026-05-18T13:52:01.137736+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,GBM,Dominican Republic,Remote,Full-time,Java,Azure,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-gbm-4415114322,2026-05-18T13:52:03.552679+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Engineer - Trabajo Remoto,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,,"Mysql, Sql",English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-engineer-trabajo-remoto-at-bairesdev-4413167002,2026-05-18T13:52:03.552858+00:00
0,QA Engineer | Czech Republic,linkedin,"Eng II, QA",BD,Dominican Republic,On-site,Contract,Can,,English,,,Recent,https://do.linkedin.com/jobs/view/eng-ii-qa-at-bd-4409417836,2026-05-18T13:52:03.553019+00:00
0,QA Engineer | Czech Republic,linkedin,INGENIERO QA QIK,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Internship,Javascript,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-qik-at-banco-popular-dominicano-4410861124,2026-05-18T13:52:03.553172+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,"Java, Selenium","Git, Appium",English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-babel-4405931155,2026-05-18T13:52:03.553351+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Assurance Support Engineer - EPlan,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-support-engineer-eplan-at-eaton-4400823682,2026-05-18T13:52:03.553664+00:00
0,QA Engineer | Poland,linkedin,QA Manual,GamblingCareers.com,"Cracow, Małopolskie, Poland",Remote,Internship,,"Rest Api, R, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/qa-manual-at-gamblingcareers-com-4416049894,2026-05-18T13:52:05.972875+00:00
0,QA Engineer | Poland,linkedin,Manual QA Engineer,The Travel Corporation,"Katowice, Śląskie, Poland",Hybrid,Contract,"Go, Test Automation",,English,,,Recent,https://pl.linkedin.com/jobs/view/manual-qa-engineer-at-the-travel-corporation-4406556468,2026-05-18T13:52:05.973189+00:00
0,QA Engineer | USA,linkedin,Manual QA Engineer,Seekr,"Austin, TX",Remote,Full-time,"Can, Claude, Generative Ai, Llm, Python","Regression Testing, Manual Testing, Jira, Agile, Waterfall, Postman",English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-engineer-at-seekr-4411742276,2026-05-18T13:52:08.418408+00:00
0,QA Engineer | USA,linkedin,Manual QA Engineer,Seekr,"Reston, VA",Remote,Full-time,"Can, Claude, Generative Ai, Llm, Python","Regression Testing, Manual Testing, Jira, Agile, Waterfall, Postman",English,,,Recent,https://www.linkedin.com/jobs/view/manual-qa-engineer-at-seekr-4411739435,2026-05-18T13:52:08.418566+00:00
0,QA Engineer | USA,linkedin,QA Engineer,Gridline,"Atlanta, GA",Hybrid,Full-time,"Javascript, Playwright, Selenium, Typescript","Cypress, Director, Manual Testing",English,,,Recent,https://www.linkedin.com/jobs/view/qa-engineer-at-gridline-4412141865,2026-05-18T13:52:08.418878+00:00
0,QA Engineer | United Kingdom,linkedin,Quality Assurance Analyst,Coforge,"Telford, England, United Kingdom",On-site,Contract,"System Testing, Test Automation","Jira, Agile",English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-analyst-at-coforge-4403956427,2026-05-18T13:52:10.807654+00:00
0,QA Engineer | United Kingdom,linkedin,QA Tester,Orbital,"London, England, United Kingdom",On-site,Contract,"Can, Ci/Cd, Playwright, Selenium","Postman, Manual Testing, Jira, Head Of, Cypress",English,,,Recent,https://uk.linkedin.com/jobs/view/qa-tester-at-orbital-4412021626,2026-05-18T13:52:10.808943+00:00
0,Test Engineer | Germany,linkedin,Quality Assurance Engineer,KBC Technologies Group,Greater Munich Metropolitan Area,On-site,Full-time,"Ci/Cd, Playwright, Pytest, Python, Selenium, Test Automation, Typescript","Golang, Regression Testing",English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-kbc-technologies-group-4410810471,2026-05-18T13:52:13.303196+00:00
0,Test Engineer | Austria,linkedin,Junior Prototype & Testing Engineer (m/w/d),globe personal services,"Klosterneuburg, Lower Austria, Austria",On-site,Internship,,"Junior, R",German,,,Recent,https://at.linkedin.com/jobs/view/junior-prototype-testing-engineer-m-w-d-at-globe-personal-services-4411346943,2026-05-18T13:52:15.703416+00:00
0,Test Engineer | Switzerland,linkedin,Software Engineer - Frontend (all genders),Shiftmove,"Zurich, Zurich, Switzerland",Remote,Contract,"Ci/Cd, Java, Python, Typescript","Spring Boot, Amazon Web Services, Angular, Aws, Tensorflow",English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-frontend-all-genders-at-shiftmove-4412137765,2026-05-18T13:52:18.120275+00:00
0,Test Engineer | Czech Republic,linkedin,Junior Quality Engineer en SDE,Tu Empleo RD,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Internship,,Junior,English,,,Recent,https://do.linkedin.com/jobs/view/junior-quality-engineer-en-sde-at-tu-empleo-rd-4415300543,2026-05-18T13:52:25.441101+00:00
0,Test Engineer | Poland,linkedin,"Software Engineer, Test (6 months contract)",Renesas Electronics,"Katowice, Śląskie, Poland",Hybrid,Full-time,"C, Ci/Cd, Java, Jenkins, Playwright, Python, Selenium, Test Automation","Mysql, Grafana, R, Agile, Gitlab, Graphql, Nunit, C#, Performance Testing, Aws",English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-test-6-months-contract-at-renesas-electronics-4399872730,2026-05-18T13:52:27.916779+00:00
0,Test Engineer | USA,linkedin,Jr. Software Test Engineer,"deciBel Research, Inc.","Colorado Springs, CO",On-site,Full-time,"Bash, C, Ci/Cd, Integration Testing, Java, Javascript, Jenkins, Python","Microservices, Docker, Junior, Github, Git, Regression Testing, Confluence, Devops, Safe, Jira",English,,,Recent,https://www.linkedin.com/jobs/view/jr-software-test-engineer-at-decibel-research-inc-4409478117,2026-05-18T13:52:30.501294+00:00
0,Test Engineer | USA,linkedin,Software Quality Engineer,ALKU,"Atlanta, GA",On-site,Contract,Firmware,"Safe, R, Regression Testing",English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-engineer-at-alku-4413453832,2026-05-18T13:52:30.501482+00:00
0,Test Engineer | USA,linkedin,Quality Assurance Engineer,"QSI, INC (Quality Service Installation)","Bardstown, KY",Remote,Contract,"Playwright, Selenium",,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-qsi-inc-quality-service-installation-4413443966,2026-05-18T13:52:30.501643+00:00
0,Test Engineer | USA,linkedin,Software Test (QA) Engineer,The Mechanical Licensing Collective,"Nashville, TN",Hybrid,Full-time,Python,"Agile, Aws, Machine Learning, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/software-test-qa-engineer-at-the-mechanical-licensing-collective-4415382649,2026-05-18T13:52:30.501796+00:00
0,Test Engineer | United Kingdom,linkedin,Junior Test Engineer,develop,"Fareham, England, United Kingdom",Remote,Internship,"Javascript, Playwright, Python","Postman, Manual Testing, Dart, Junior, Agile, Cypress, Git",English,,,Recent,https://uk.linkedin.com/jobs/view/junior-test-engineer-at-develop-4408407412,2026-05-18T13:52:32.940800+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,RedRock Consulting,United Kingdom,Remote,Contract,"Java, Playwright, Selenium, Test Automation","Performance Testing, Cucumber",English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-redrock-consulting-4414466346,2026-05-18T13:52:32.941104+00:00
0,Testingenieur | Germany,linkedin,Mitarbeiter Forschung und Entwicklung (w/m/d),Hörmann Rawema Engineering & Consulting GmbH,"Chemnitz, Saxony, Germany",Remote,Contract,"C, Python","Associate, R, C#, Intern",German,,,Recent,https://de.linkedin.com/jobs/view/mitarbeiter-forschung-und-entwicklung-w-m-d-at-h%C3%B6rmann-rawema-engineering-consulting-gmbh-4413072647,2026-05-18T13:52:35.386166+00:00
0,Testingenieur | Germany,linkedin,CQV & CSV Engineering Opportunities – Germany,KPC International,"Frankfurt, Hesse, Germany",On-site,Contract,Can,Express,English,,,Recent,https://de.linkedin.com/jobs/view/cqv-csv-engineering-opportunities-%E2%80%93-germany-at-kpc-international-4225886744,2026-05-18T13:52:35.386426+00:00
0,Testingenieur | Germany,linkedin,SPS-Programmierer Mobile Robotics (m/w/d),SCIO Automation,"Plattling, Bavaria, Germany",Remote,Internship,,R,German,,,Recent,https://de.linkedin.com/jobs/view/sps-programmierer-mobile-robotics-m-w-d-at-scio-automation-4410051440,2026-05-18T13:52:35.386822+00:00
0,Testingenieur | Germany,linkedin,Versuchs-/Testingenieur Fahrerassistenzsysteme / ADAS (m/w/d),prognum Automotive GmbH,"Stuttgart, Baden-Württemberg, Germany",Remote,Full-time,"C, C++, Hil","Canoe, R, Iso 26262",German,,,Recent,https://de.linkedin.com/jobs/view/versuchs-testingenieur-fahrerassistenzsysteme-adas-m-w-d-at-prognum-automotive-gmbh-4411448442,2026-05-18T13:52:35.387282+00:00
0,Testingenieur | Germany,linkedin,Test Engineer (all gender) – GUI & E2E Testing (Robot / Squish) 100,ALTEN Germany,Greater Munich Metropolitan Area,Remote,Contract,"Ci/Cd, Python, Robot Framework","Associate, R",German,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-all-gender-%E2%80%93-gui-e2e-testing-robot-squish-100-at-alten-germany-4408495546,2026-05-18T13:52:35.388024+00:00
0,Testingenieur | Austria,linkedin,Softwareingenieur:in,KERN engineering careers,"Gleisdorf, Styria, Austria",Remote,Full-time,C,"Associate, R, C#, Sql",German,,,Recent,https://at.linkedin.com/jobs/view/softwareingenieur-in-at-kern-engineering-careers-4413957223,2026-05-18T13:52:37.752455+00:00
