relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,QA Engineer | Poland,linkedin,Quality Assurance Automation Engineer,Intellias,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-intellias-4413456323,2026-05-14T11:56:13.869730+00:00
0,Testingenieur | Poland,linkedin,Mechanical Designer / Test Engineer (f/m),Airbus Helicopters,"Łódź, Łódzkie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/mechanical-designer-test-engineer-f-m-at-airbus-helicopters-4378564274,2026-05-14T11:56:59.535364+00:00
0,Testingenieur | Poland,linkedin,Tester Manulny Ferryt (M/K),Astek,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/tester-manulny-ferryt-m-k-at-astek-4384487803,2026-05-14T11:56:59.536295+00:00
0,Testingenieur | USA,linkedin,"Entry Level or Experienced Design, Analysis and Test Engineer **Sign on Bonus Potential**",Boeing,"Berkeley, MO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/entry-level-or-experienced-design-analysis-and-test-engineer-sign-on-bonus-potential-at-boeing-4410114938,2026-05-14T11:57:02.245096+00:00
0,Testingenieur | USA,linkedin,Programmer - Manufacturing Pre-Processing,Central States Industrial (CSI),"Springfield, MO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/programmer-manufacturing-pre-processing-at-central-states-industrial-csi-4408650836,2026-05-14T11:57:02.245272+00:00
0,Testingenieur | USA,linkedin,Mechanical Test Engineer,"Veridian Tech Solutions, Inc.","Minnesota, United States",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-test-engineer-at-veridian-tech-solutions-inc-4414237693,2026-05-14T11:57:02.245416+00:00
0,Testingenieur | USA,linkedin,Test Engineer,Booz Allen Hamilton,"Annapolis Junction, MD",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-booz-allen-hamilton-4413287297,2026-05-14T11:57:02.245559+00:00
0,Testingenieur | USA,linkedin,Test Engineer (Entry Level) - TSA Acceptance Testing,Battelle,"Crystal City, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-entry-level-tsa-acceptance-testing-at-battelle-4413716775,2026-05-14T11:57:02.245693+00:00
0,Testingenieur | USA,linkedin,Test Engineer,PING,"Phoenix, AZ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-ping-4413481206,2026-05-14T11:57:02.245821+00:00
0,Testingenieur | USA,linkedin,Test Engineer,Booz Allen Hamilton,"Kirtland, NM",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-booz-allen-hamilton-4413299183,2026-05-14T11:57:02.245961+00:00
0,Testingenieur | USA,linkedin,Robot Programmer (Yaskawa Motoman),Gabletek Robotics and Controls Solutions,"Troy, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/robot-programmer-yaskawa-motoman-at-gabletek-robotics-and-controls-solutions-4412942238,2026-05-14T11:57:02.246093+00:00
0,Testingenieur | USA,linkedin,Mechanical Shop Inspector Programmer,Thorlabs,"Newton, NJ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-shop-inspector-programmer-at-thorlabs-4411658525,2026-05-14T11:57:02.246223+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Land Rover Experience Eastnor,"Warwick, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-land-rover-experience-eastnor-4411146760,2026-05-14T11:57:04.672544+00:00
0,Testingenieur | United Kingdom,linkedin,Vehicle Testing Engineer,Applus+ IDIADA,"Nuneaton, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/vehicle-testing-engineer-at-applus%2B-idiada-4399994009,2026-05-14T11:57:04.672720+00:00
0,Testingenieur | United Kingdom,linkedin,TEST ENGINEER – GLASGOW,AAC Clyde Space,"Glasgow, Scotland, United Kingdom",On-site,Contract,"C, C++, Python","Assembly, Project Manager",English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-%E2%80%93-glasgow-at-aac-clyde-space-4402472151,2026-05-14T11:57:04.672861+00:00
0,Testingenieur | United Kingdom,linkedin,Electronics Test Engineer,Insignis Talent,"Exeter, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/electronics-test-engineer-at-insignis-talent-4414478371,2026-05-14T11:57:04.673287+00:00
0,Testingenieur | United Kingdom,linkedin,Production & Test Engineer,KaneHR,"Walsall, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/production-test-engineer-at-kanehr-4414412369,2026-05-14T11:57:04.673546+00:00
0,Testingenieur | United Kingdom,linkedin,Product & Device - Design Test Engineer,NCR Atleos,"Dundee, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/product-device-design-test-engineer-at-ncr-atleos-4412906177,2026-05-14T11:57:04.673675+00:00
0,Test Automation | Germany,linkedin,Quality Analyst (w|m|d),JDE Peet's,"Bremen, Bremen, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-analyst-w-m-d-at-jde-peet-s-4413563060,2026-05-14T11:57:07.121402+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (m/w/d),consourcive,"Vienna, Vienna, Austria",Remote,Full-time,"Ci/Cd, Java, Jenkins, Playwright, Selenium, Test Automation","Oracle, Associate, Mysql, Jira, Cucumber, Confluence, R, Postman, Postgresql",German,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-consourcive-4413950822,2026-05-14T11:57:09.468588+00:00
0,Test Automation | Switzerland,linkedin,Quality Engineer (Fully Remote),over99,"Fully, Valais, Switzerland",Remote,Full-time,Playwright,Cypress,English,,,Recent,https://ch.linkedin.com/jobs/view/quality-engineer-fully-remote-at-over99-4413417135,2026-05-14T11:57:11.826756+00:00
0,Test Automation | Switzerland,linkedin,Software Test Automation Engineer,Infometis,"Zurich, Zurich, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-infometis-4405524270,2026-05-14T11:57:11.826887+00:00
0,Test Automation | Switzerland,linkedin,Software Test Automation Engineer,AYES - Management & Technology Consulting,Switzerland,On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-ayes-management-technology-consulting-4383801077,2026-05-14T11:57:11.827167+00:00
0,Test Automation | Remote,linkedin,"Quality Assurance Analyst, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Contract,,"Jira, Regression Testing, Asana, Zephyr",English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-analyst-berlin-at-air-apps-4405229990,2026-05-14T11:57:14.245160+00:00
0,Test Automation | Slovakia,linkedin,Software Developer in Test (SDET),Fiserv,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-developer-in-test-sdet-at-fiserv-4408642088,2026-05-14T11:57:16.665781+00:00
0,Test Automation | Czech Republic,linkedin,Analista Calidad,Grupo Humano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/analista-calidad-at-grupo-humano-4413457084,2026-05-14T11:57:19.059267+00:00
0,Test Automation | Czech Republic,linkedin,"Analyst, Software QA",DP World,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/analyst-software-qa-at-dp-world-4405542753,2026-05-14T11:57:19.059860+00:00
0,Test Automation | Czech Republic,linkedin,Aprendiz de QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/aprendiz-de-qa-at-babel-4405923183,2026-05-14T11:57:19.060005+00:00
0,Test Automation | Poland,linkedin,ML Engineer,ITRex Group,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/ml-engineer-at-itrex-group-4413443959,2026-05-14T11:57:21.433495+00:00
0,Test Automation | Poland,linkedin,Head of Quality Assurance Department,COLIBRIX ONE,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,Head Of,English,,,Recent,https://pl.linkedin.com/jobs/view/head-of-quality-assurance-department-at-colibrix-one-4412742481,2026-05-14T11:57:21.434056+00:00
0,Test Automation | Poland,linkedin,Sr Engineer - Software QA,Xperi Inc.,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/sr-engineer-software-qa-at-xperi-inc-4400751539,2026-05-14T11:57:21.434190+00:00
0,Test Automation | Poland,linkedin,Automation QA Engineer,N-iX,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-qa-engineer-at-n-ix-4414477309,2026-05-14T11:57:21.434460+00:00
0,Test Automation | Poland,linkedin,Automation QA Engineer,N-iX,Cracow Metropolitan Area,Remote,Contract,"Ci/Cd, Github Actions, Java, Jenkins, Python, Robot Framework, Test Automation","Github, Safe, Agile, Appium, Azure, Load Testing, Regression Testing, Postman, Performance Testing",English,,,Recent,https://pl.linkedin.com/jobs/view/automation-qa-engineer-at-n-ix-4414475305,2026-05-14T11:57:21.434594+00:00
0,Test Automation | USA,linkedin,Software Tester/ QA Analyst,nLeague,"Richmond, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-tester-qa-analyst-at-nleague-4412166417,2026-05-14T11:57:24.023501+00:00
0,Test Automation | USA,linkedin,Test Automation Engineer,Witbe,"Denver, CO",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/test-automation-engineer-at-witbe-4402261761,2026-05-14T11:57:24.023628+00:00
0,Test Automation | USA,linkedin,Manual/Automation QA,Kforce Inc,"Charlotte, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/manual-automation-qa-at-kforce-inc-4411715570,2026-05-14T11:57:24.023759+00:00
0,Test Automation | USA,linkedin,QA Test Analyst,Accylerate,"Richmond, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-test-analyst-at-accylerate-4411444258,2026-05-14T11:57:24.024025+00:00
0,Test Automation | USA,linkedin,QA Automation Engineer,Four Hands,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-four-hands-4408597972,2026-05-14T11:57:24.024153+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Engineer,Daintta,"London, England, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-daintta-4413572828,2026-05-14T11:57:26.458534+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Engineer,Person Centred Software Ltd,"Surrey, England, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-person-centred-software-ltd-4408247581,2026-05-14T11:57:26.458704+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Manager,Accenture,"London Area, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-manager-at-accenture-4410348699,2026-05-14T11:57:26.458847+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Specialist,Persistent Systems,"Glasgow, Scotland, United Kingdom",On-site,Contract,"Ci/Cd, Continuous Testing, Playwright, Selenium, Test Automation","Jira, Tdd, Cucumber, Agile, Cypress, Safe, Regression Testing, Bdd, Junior",English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-specialist-at-persistent-systems-4410160262,2026-05-14T11:57:26.459132+00:00
0,Test Automation | United Kingdom,linkedin,QA Automation - Bournemouth,Neev,"Bournemouth, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-automation-bournemouth-at-neev-4402930334,2026-05-14T11:57:26.459659+00:00
0,Python Developer | Germany,linkedin,Backend Engineer - Python,turbalance,"Heidelberg, Baden-Württemberg, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-engineer-python-at-turbalance-4413455598,2026-05-14T11:57:28.869812+00:00
0,Python Developer | Germany,linkedin,Full-Stack Developer (m/w/x),Kölner Stadt-Anzeiger Medien,Greater Munich Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/full-stack-developer-m-w-x-at-k%C3%B6lner-stadt-anzeiger-medien-4319264127,2026-05-14T11:57:28.870169+00:00
0,Python Developer | Germany,linkedin,Python Developer Remote,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-mercor-4405247451,2026-05-14T11:57:28.870307+00:00
0,Python Developer | Germany,linkedin,Python Developer - Remote,YO IT Consulting,"Munich, Bavaria, Germany",Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-yo-it-consulting-4412593423,2026-05-14T11:57:28.870438+00:00
0,Python Developer | Germany,linkedin,Python Developer - Remote,YO IT Consulting,"Berlin, Berlin, Germany",Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-yo-it-consulting-4412593420,2026-05-14T11:57:28.870562+00:00
0,Python Developer | Germany,linkedin,Python Developer,DATAGROUP,"Krakau, Saxony-Anhalt, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-datagroup-4412111373,2026-05-14T11:57:28.870685+00:00
0,Python Developer | Germany,linkedin,Junior Backend Developer (m/w/d),sciencentric® AG,"Düsseldorf, North Rhine-Westphalia, Germany",On-site,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-backend-developer-m-w-d-at-sciencentric%C2%AE-ag-4413487184,2026-05-14T11:57:28.870808+00:00
0,Python Developer | Germany,linkedin,(Junior) Backend Developer - People Advisory Services (f/m/d),EY,"Munich, Bavaria, Germany",On-site,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-backend-developer-people-advisory-services-f-m-d-at-ey-4413549880,2026-05-14T11:57:28.870940+00:00
0,Python Developer | Germany,linkedin,Python Developer Remote,Mercor,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-mercor-4411326686,2026-05-14T11:57:28.871100+00:00
0,Python Developer | Austria,linkedin,Python Game Developer (Panda3D) - Remote,YO IT Consulting,Austria,Remote,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-game-developer-panda3d-remote-at-yo-it-consulting-4403349593,2026-05-14T11:57:31.213349+00:00
0,Python Developer | Austria,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Austria,On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://at.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410558092,2026-05-14T11:57:31.213521+00:00
0,Python Developer | Austria,linkedin,Full Stack Developer,SBG Associates,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/full-stack-developer-at-sbg-associates-4410189234,2026-05-14T11:57:31.213806+00:00
0,Python Developer | Austria,linkedin,Python Software Engineer (FastAPI & Cloud Infrastructure),best4best consulting - Personalberatung & Talente Vermittlung,"Linz, Upper Austria, Austria",On-site,Full-time,Python,Fastapi,English,,,Recent,https://at.linkedin.com/jobs/view/python-software-engineer-fastapi-cloud-infrastructure-at-best4best-consulting-personalberatung-talente-vermittlung-4414209559,2026-05-14T11:57:31.213940+00:00
0,Python Developer | Austria,linkedin,Fullstack Developer (m/w/x) inkl. e-Firmenauto,NINJAS,"Salzburg, Salzburg, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/fullstack-developer-m-w-x-inkl-e-firmenauto-at-ninjas-4410177546,2026-05-14T11:57:31.214230+00:00
0,Python Developer | Switzerland,linkedin,Full Stack Engineer,Cowlabs,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-engineer-at-cowlabs-4405163911,2026-05-14T11:57:33.606007+00:00
0,Python Developer | Switzerland,linkedin,Mid-Level Backend Software Engineer (f/m/d),IMTF - Excellence in RegTech Solutions,"Zurich, Zurich, Switzerland",On-site,Full-time,,Mid-Level,English,,,Recent,https://ch.linkedin.com/jobs/view/mid-level-backend-software-engineer-f-m-d-at-imtf-excellence-in-regtech-solutions-4412785925,2026-05-14T11:57:33.606411+00:00
0,Python Developer | Switzerland,linkedin,Python Software Engineer - Digital Assets,IMC Trading,"Zug, Zug, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-engineer-digital-assets-at-imc-trading-4320553182,2026-05-14T11:57:33.606545+00:00
0,Python Developer | Switzerland,linkedin,"Professional Web Developer (Python/JavaScript, 80%-100%, Remote within Switzerland) - ID260210",Adfinis,Switzerland,Remote,Full-time,"Javascript, Python",,English,,,Recent,https://ch.linkedin.com/jobs/view/professional-web-developer-python-javascript-80%25-100%25-remote-within-switzerland-id260210-at-adfinis-4410962442,2026-05-14T11:57:33.606674+00:00
0,Python Developer | Remote,linkedin,Python Game Developer (Panda3D) - Remote,YO IT Consulting,"Berlin, Berlin, Germany",Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-game-developer-panda3d-remote-at-yo-it-consulting-4403373143,2026-05-14T11:57:35.989440+00:00
0,Python Developer | Remote,linkedin,Python Developer (AWS) Europe,Xenon Seven,Germany,Remote,Full-time,Python,Aws,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-aws-europe-at-xenon-seven-4405800254,2026-05-14T11:57:35.989699+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4385085021,2026-05-14T11:57:38.369912+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"C, C++, Can, Ci/Cd, Jenkins, Python","Data Science, Git, Sql, Jira, Confluence, Machine Learning, Tensorflow, Docker, Spark",English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4292497215,2026-05-14T11:57:38.370070+00:00
0,Python Developer | Slovakia,linkedin,"AI Engineer – Python, GenAI & Machine Learning (m/f)",PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,Machine Learning,English,,,Recent,https://sk.linkedin.com/jobs/view/ai-engineer-%E2%80%93-python-genai-machine-learning-m-f-at-pwc-slovakia-4328270572,2026-05-14T11:57:38.370201+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer - Python & JavaScript (m/f),PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Javascript, Python",,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-javascript-m-f-at-pwc-slovakia-4323297439,2026-05-14T11:57:38.370342+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer – Malware Automation,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-malware-automation-at-eset-4295550897,2026-05-14T11:57:38.370738+00:00
0,Python Developer | Czech Republic,linkedin,Backend Python Developer (APIs & Integrations),Segadty,Dominican Republic,On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/backend-python-developer-apis-integrations-at-segadty-4403854383,2026-05-14T11:57:40.755718+00:00
0,Python Developer | Czech Republic,linkedin,AI Engineer (Python) - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-engineer-python-remote-work-at-bairesdev-4413599172,2026-05-14T11:57:40.755856+00:00
0,Python Developer | Czech Republic,linkedin,DESARROLLADOR BACK-END (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Internship,"C, Java, Javascript","Sql, React, Scala, Angular, Nosql",English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-back-end-qik-at-banco-popular-dominicano-4406903618,2026-05-14T11:57:40.756006+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (Python),Perform,Dominican Republic,On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-python-at-perform-4398298505,2026-05-14T11:57:40.756138+00:00
0,Python Developer | Czech Republic,linkedin,Desarrollador Back-end,Agilesoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-back-end-at-agilesoft-4413820808,2026-05-14T11:57:40.756263+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python),Cisco,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-at-cisco-4407831137,2026-05-14T11:57:43.202907+00:00
0,Python Developer | Poland,linkedin,Python Developer,HOK Consulting - Technical Recruitment Consultancy,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-hok-consulting-technical-recruitment-consultancy-4413283558,2026-05-14T11:57:43.203100+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python) - AutoDL,Revolut,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-autodl-at-revolut-4406525837,2026-05-14T11:57:43.203244+00:00
0,Python Developer | Poland,linkedin,Python Developer,AppTailors,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-apptailors-4402807399,2026-05-14T11:57:43.203376+00:00
0,Python Developer | Poland,linkedin,Junior Python Developer [9-12k PLN],Link Group,Poland,On-site,Full-time,Python,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-python-developer-9-12k-pln-at-link-group-4411456358,2026-05-14T11:57:43.203636+00:00
0,Python Developer | Poland,linkedin,Python Developer,EY,"Katowice, Śląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-ey-4388955348,2026-05-14T11:57:43.203765+00:00
0,Python Developer | Poland,linkedin,"Python Engineer, Data Platform",Balyasny Asset Management L.P.,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-engineer-data-platform-at-balyasny-asset-management-l-p-4388907318,2026-05-14T11:57:43.203899+00:00
0,Python Developer | Poland,linkedin,Software Engineer (4/5) — Developer Platform,Netflix,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-4-5-%E2%80%94-developer-platform-at-netflix-4193468200,2026-05-14T11:57:43.204044+00:00
0,Python Developer | Poland,linkedin,Python Developer,Infosys,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-infosys-4407739774,2026-05-14T11:57:43.204185+00:00
0,Python Developer | USA,linkedin,Full Stack Software Engineer (Entry-Junior),Revel,"Los Angeles, CA",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/full-stack-software-engineer-entry-junior-at-revel-4413269750,2026-05-14T11:57:45.759043+00:00
0,Python Developer | USA,linkedin,Python Developer,LTIMindtree,"Charlotte, NC",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-ltimindtree-4402169169,2026-05-14T11:57:45.759214+00:00
0,Python Developer | USA,linkedin,Python Developer,Genpact,New York City Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-genpact-4410652010,2026-05-14T11:57:45.759361+00:00
0,Python Developer | USA,linkedin,Python Engineer with REST & GenAI,Capgemini,"Charlotte, NC",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-engineer-with-rest-genai-at-capgemini-4413553993,2026-05-14T11:57:45.759500+00:00
0,Python Developer | USA,linkedin,Python Developer,LTIMindtree,"Tampa, FL",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-ltimindtree-4370711031,2026-05-14T11:57:45.759640+00:00
0,Python Developer | USA,linkedin,Python Developer,Envision Technology Solutions,"New Jersey, United States",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-envision-technology-solutions-4407377692,2026-05-14T11:57:45.759774+00:00
0,Python Developer | USA,linkedin,Python Developer,Infosys,"Hartford, CT",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-infosys-4404132028,2026-05-14T11:57:45.759904+00:00
0,Python Developer | USA,linkedin,Python Developer - Remote,CodeGeniusRecruit,United States,Remote,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-remote-at-codegeniusrecruit-4403206173,2026-05-14T11:57:45.760060+00:00
0,Python Developer | United Kingdom,linkedin,Python Software Engineer,Prima,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-at-prima-4149696449,2026-05-14T11:57:48.240637+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Accenture,Greater Leeds Area,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-accenture-4412741396,2026-05-14T11:57:48.240781+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,numi,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-numi-4320569358,2026-05-14T11:57:48.240915+00:00
0,Python Developer | United Kingdom,linkedin,Backend Software Engineer – Python,IC Resources,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/backend-software-engineer-%E2%80%93-python-at-ic-resources-4413804651,2026-05-14T11:57:48.241060+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Vallum Associates,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-vallum-associates-4405618833,2026-05-14T11:57:48.241200+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer Remote,Mercor,"London, England, United Kingdom",Remote,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-remote-at-mercor-4404777822,2026-05-14T11:57:48.241337+00:00
0,Python Developer | United Kingdom,linkedin,"Python Software Engineer - Hybrid working - Up to £275,000 Base (+ Bonus)",Hunter Bond,"London Area, United Kingdom",Hybrid,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-hybrid-working-up-to-%C2%A3275-000-base-%2B-bonus-at-hunter-bond-4410159658,2026-05-14T11:57:48.241466+00:00
0,Python Developer | United Kingdom,linkedin,Python AI Engineer,Crisil,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-ai-engineer-at-crisil-4413440863,2026-05-14T11:57:48.241602+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer (Python) - AutoDL,Revolut,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-python-autodl-at-revolut-4406538054,2026-05-14T11:57:48.241730+00:00
