relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
0,Test Engineer | Germany,ferchau,System Test Engineer (m/w/d),FERCHAU,Nürn­berg Deut­sch­land,Vor Ort,Full-time,,"Scrum, R, Intern, Kanban",German,,,Recent,https://touch.ferchau.com/de/de/job/495223/system-test-engineer,2026-02-25T12:10:57.937481+00:00
0,Python Test | Remote,linkedin,Software Testing Analyst,Alignerr,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-testing-analyst-at-alignerr-4378724748,2026-02-27T10:37:50.222380+00:00
0,Python Test | Poland,linkedin,Quality Engineer (Tester),act digital,Poland,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-engineer-tester-at-act-digital-4372884766,2026-02-27T10:37:57.352474+00:00
0,Python Test | USA,linkedin,Quality Assurance Automation Engineer,Synergis,"Cupertino, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-synergis-4376926534,2026-02-27T10:38:00.008502+00:00
0,Python Test | USA,linkedin,QA Tester (Manual & Automation),Xaxis Solutions,"Westerville, OH",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-tester-manual-automation-at-xaxis-solutions-4377277998,2026-02-27T10:38:00.008644+00:00
0,Python Test | USA,linkedin,Software QA Engineer,LER TechForce,"Rochester Hills, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-qa-engineer-at-ler-techforce-4378359192,2026-02-27T10:38:00.008915+00:00
0,Python Test | USA,linkedin,Junior Software Quality Engineer,Helic & Co.,United States,On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-software-quality-engineer-at-helic-co-4378601262,2026-02-27T10:38:00.009175+00:00
0,Python Test | United Kingdom,linkedin,QA Engineer (Automation),esure Group,"Southport, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-automation-at-esure-group-4374899573,2026-02-27T10:38:02.468654+00:00
0,Firmware Engineer | Germany,linkedin,Junior Software Engineer (m/w/d) - (Frankfurt/ Remote),Rapid Pioneers Group,"Berlin, Berlin, Germany",Remote,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-software-engineer-m-w-d-frankfurt-remote-at-rapid-pioneers-group-4374292385,2026-02-27T10:38:04.891091+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Ingenieur (w/m/d),XTENDED ENGINEERING GMBH,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-ingenieur-w-m-d-at-xtended-engineering-gmbh-4378392805,2026-02-27T10:38:04.891406+00:00
0,Firmware Engineer | Germany,linkedin,Software Engineer,Maxmove,"Cologne, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-at-maxmove-4374292561,2026-02-27T10:38:04.891810+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software Entwickler / zukünftiger Softwarearchitekt (m/w/d),JUMO Headquarters,"Fulda, Hesse, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-entwickler-zuk%C3%BCnftiger-softwarearchitekt-m-w-d-at-jumo-headquarters-4378655261,2026-02-27T10:38:04.891955+00:00
0,Firmware Engineer | Germany,linkedin,Embedded Software / Firmware Developer (m/w/d),secunet Security Networks AG,"Berlin, Berlin, Germany",On-site,Full-time,Firmware,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-software-firmware-developer-m-w-d-at-secunet-security-networks-ag-4375269838,2026-02-27T10:38:04.892226+00:00
0,Firmware Engineer | Austria,linkedin,Software Engineer,Talos Automation,"Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-at-talos-automation-4375539342,2026-02-27T10:38:07.296297+00:00
0,Firmware Engineer | Remote,linkedin,"Software Engineer – Financial Systems (Loans & Transactions) – Java - Remote – €90,000",Findr,Germany,Remote,Full-time,Java,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-%E2%80%93-financial-systems-loans-transactions-%E2%80%93-java-remote-%E2%80%93-%E2%82%AC90-000-at-findr-4376814729,2026-02-27T10:38:12.108764+00:00
0,Firmware Engineer | Remote,linkedin,Software Engineer Java (w/m/d),TIMETOACT Software & Consulting GmbH,Germany,Remote,Full-time,Java,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-java-w-m-d-at-timetoact-software-consulting-gmbh-4377184549,2026-02-27T10:38:12.108923+00:00
0,Firmware Engineer | Remote,linkedin,Software Engineer,THRYVE,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-at-thryve-4377136700,2026-02-27T10:38:12.109437+00:00
0,Firmware Engineer | Remote,linkedin,"Software Engineer – Java - IT Security - Remote – €80,000",Findr,Germany,Remote,Full-time,Java,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-%E2%80%93-java-it-security-remote-%E2%80%93-%E2%82%AC80-000-at-findr-4376582640,2026-02-27T10:38:12.109565+00:00
0,Firmware Engineer | Poland,linkedin,Software Engineer,Arista Networks,Cracow Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-at-arista-networks-4377606024,2026-02-27T10:38:19.246212+00:00
0,Firmware Engineer | USA,linkedin,Software Engineer - Platform,Authentic,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-platform-at-authentic-4377115063,2026-02-27T10:38:21.839223+00:00
0,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Cisco,"Milpitas, CA",Remote,Contract,"C, C++, Can, Driver Development, Embedded Systems, I2C, Python, Spi, Uart","Fpga, Linux, Agile",English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-cisco-4343985681,2026-02-27T10:38:21.839740+00:00
14,Python Test | Germany,freelancermap,Senior Softwaretester (Python) - asap - remote - 7 Monate,Freelancermap Client,Köln Deutschland,Remote,Freelance,Python,Senior,English,Senior,,25.02.2026,https://www.freelancermap.de/projekt/senior-softwaretester-python-asap-remote-7-monate,2026-02-27T11:03:00.768042+00:00
14,Firmware Engineer | Germany,freelancermap,Senior IT Engineer (m/w/d),Freelancermap Client,Köln Deutschland,On-site,Freelance,,Senior,English,Senior,,04.02.2026,https://www.freelancermap.de/projekt/senior-it-engineer-m-w-d-2964727,2026-02-27T11:04:02.714815+00:00
14,Firmware Engineer | Germany,freelancermap,Network Engineer SD-WAN (Aruba) (m/w/d),AMPLEE GmbH & Co. KG,Köln Deutschland,Remote,Freelance,Firmware,"Senior, Confluence, R, Jira",German,Senior,,10.02.2026,https://www.freelancermap.de/projekt/network-engineer-sd-wan-aruba-m-w-d,2026-02-27T11:04:02.714962+00:00
0,Firmware Engineer | Germany,freelancermap,Field Engineer Robotics (m/f/d),Freelancermap Client,Erfurt Deutschland,On-site,Freelance,,,English,,,03.02.2026,https://www.freelancermap.de/projekt/field-engineer-robotics-m-f-d,2026-02-27T11:04:02.714595+00:00
0,Firmware Engineer | Germany,freelancermap,Electronic Design Engineer | Maritime | Hamburg,Freelancermap Client,Hamburg Deutschland,On-site,Freelance,,,English,,,23.12.2025,https://www.freelancermap.de/projekt/electronic-design-engineer-maritime-hamburg,2026-02-27T11:04:02.714698+00:00
