relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Tester | Austria,linkedin,Internship: Software Test Engineer - JavaCard Applications,NXP Semiconductors,"Gratkorn, Styria, Austria",Remote,Contract,"Can, Java, Jenkins, Test Automation","Senior, Internship",English,Senior,,Recent,https://at.linkedin.com/jobs/view/internship-software-test-engineer-javacard-applications-at-nxp-semiconductors-4390378393,2026-05-07T11:51:59.830866+00:00
0,Testingenieur | USA,linkedin,Programmer - Manufacturing Pre-Processing,Central States Industrial (CSI),"Springfield, MO",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/programmer-manufacturing-pre-processing-at-central-states-industrial-csi-4408650836,2026-05-07T11:53:19.941186+00:00
0,Testingenieur | USA,linkedin,Quality Assurance Engineer (Manufacturing),PLP,"Mayfield, OH",On-site,Contract,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-manufacturing-at-plp-4408666422,2026-05-07T11:53:19.941358+00:00
0,Testingenieur | USA,linkedin,Software Engineering/Development: Software Developer in Test,Canfield Scientific,"Parsippany, NJ",Remote,Contract,"C, Ci/Cd, Java, Jenkins, Python, Selenium, System Testing","C#, Performance Testing, Appium, Microservices, Sql, Git, Docker",English,,,Recent,https://www.linkedin.com/jobs/view/software-engineering-development-software-developer-in-test-at-canfield-scientific-4408436885,2026-05-07T11:53:19.941492+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,"Lancaster, CA",On-site,Contract,Can,"Safe, Internship",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353142610,2026-05-07T11:53:19.941775+00:00
0,Testingenieur | USA,linkedin,Chassis Engineer - Brake Development & Testing,SEGULA Technologies,"Auburn Hills, MI",On-site,Contract,,Assembly,English,,,Recent,https://www.linkedin.com/jobs/view/chassis-engineer-brake-development-testing-at-segula-technologies-4406094562,2026-05-07T11:53:19.942065+00:00
0,Testingenieur | USA,linkedin,Test Engineer I – Early Career (2026 Starts),Blue Origin,Greater Seattle Area,On-site,Contract,Can,"Safe, Internship",English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-i-%E2%80%93-early-career-2026-starts-at-blue-origin-4353112578,2026-05-07T11:53:19.942340+00:00
0,Testingenieur | United Kingdom,linkedin,Graduate Test Engineer in Food Innovation and Process,targetjobs UK,"Hitchin, England, United Kingdom",On-site,Full-time,,Graduate,English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-test-engineer-in-food-innovation-and-process-at-targetjobs-uk-4403979189,2026-05-07T11:53:22.446779+00:00
0,Testingenieur | United Kingdom,linkedin,Junior Software Test Engineer,targetjobs UK,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-software-test-engineer-at-targetjobs-uk-4409337337,2026-05-07T11:53:22.446923+00:00
0,Testingenieur | United Kingdom,linkedin,TEST ENGINEER – GLASGOW,AAC Clyde Space,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-%E2%80%93-glasgow-at-aac-clyde-space-4402472151,2026-05-07T11:53:22.447074+00:00
0,Testingenieur | United Kingdom,linkedin,Quality Assurance Engineer,Filtronic,"Sedgefield, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-filtronic-4398538814,2026-05-07T11:53:22.447219+00:00
0,Testingenieur | United Kingdom,linkedin,Electronic Test Engineer,Entech Technical Solutions,"Peterlee, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/electronic-test-engineer-at-entech-technical-solutions-4408866319,2026-05-07T11:53:22.447703+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Resonate Testing Ltd,"Newry, Northern Ireland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-resonate-testing-ltd-4408870330,2026-05-07T11:53:22.447838+00:00
0,Test Automation | Germany,linkedin,Quality Assurance / QA Software Testing (m/w/d),vintrica,"Augsburg, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-qa-software-testing-m-w-d-at-vintrica-4408187814,2026-05-07T11:53:24.997621+00:00
0,Test Automation | Austria,linkedin,Quality Manager (w/m/d),apsa personnel concepts,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-manager-w-m-d-at-apsa-personnel-concepts-4410565669,2026-05-07T11:53:27.357129+00:00
0,Test Automation | Austria,linkedin,Production Test Automation Engineer (m/w/d),Vusion,"Fernitz, Styria, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/production-test-automation-engineer-m-w-d-at-vusion-4405638520,2026-05-07T11:53:27.357262+00:00
0,Test Automation | Switzerland,linkedin,Sr. Quality Engineer - Manufacturing,Hilo by Aktiia,"Neuchâtel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/sr-quality-engineer-manufacturing-at-hilo-by-aktiia-4399400271,2026-05-07T11:53:29.732414+00:00
0,Test Automation | Switzerland,linkedin,Software Test Automation Engineer,Infometis,"Zurich, Zurich, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-infometis-4405524270,2026-05-07T11:53:29.733280+00:00
0,Test Automation | Switzerland,linkedin,Software Test Automation Engineer,AYES - Management & Technology Consulting,Switzerland,On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-test-automation-engineer-at-ayes-management-technology-consulting-4383801077,2026-05-07T11:53:29.733411+00:00
0,Test Automation | Switzerland,linkedin,Test Automation Engineer,IT Advanced Consulting SA,"Geneva, Geneva, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-it-advanced-consulting-sa-4409768896,2026-05-07T11:53:29.733541+00:00
0,Test Automation | Remote,linkedin,"Quality Assurance Analyst, Berlin",Air Apps,Berlin Metropolitan Area,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-analyst-berlin-at-air-apps-4405229990,2026-05-07T11:53:32.172906+00:00
0,Test Automation | Slovakia,linkedin,Software Developer in Test (SDET),Fiserv,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-developer-in-test-sdet-at-fiserv-4408642088,2026-05-07T11:53:34.581888+00:00
0,Test Automation | Czech Republic,linkedin,Quality Assurance (QA) con experiencia,Tu Empleo RD,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-assurance-qa-con-experiencia-at-tu-empleo-rd-4403868094,2026-05-07T11:53:37.017373+00:00
0,Test Automation | Czech Republic,linkedin,QA Analyst,Newtech S.R.L,"Distrito Nacional, Dominican Republic",On-site,Full-time,,R,English,,,Recent,https://do.linkedin.com/jobs/view/qa-analyst-at-newtech-s-r-l-4403774605,2026-05-07T11:53:37.017689+00:00
0,Test Automation | Czech Republic,linkedin,"Analyst, Software QA",DP World,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/analyst-software-qa-at-dp-world-4405542753,2026-05-07T11:53:37.017961+00:00
0,Test Automation | Czech Republic,linkedin,Aprendiz de QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/aprendiz-de-qa-at-babel-4405923183,2026-05-07T11:53:37.018113+00:00
0,Test Automation | Czech Republic,linkedin,ANALISTA II PRUEBAS FUNCIONALES TEMPORERO,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/analista-ii-pruebas-funcionales-temporero-at-banco-popular-dominicano-4400026156,2026-05-07T11:53:37.018245+00:00
0,Test Automation | Poland,linkedin,Sr Engineer - Software QA,Xperi Inc.,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/sr-engineer-software-qa-at-xperi-inc-4400751539,2026-05-07T11:53:39.441692+00:00
0,Test Automation | USA,linkedin,Test Automation Engineer,Witbe,"Denver, CO",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/test-automation-engineer-at-witbe-4402261761,2026-05-07T11:53:42.089589+00:00
0,Test Automation | USA,linkedin,Software Quality Engineer II,Domino's,"Ann Arbor, MI",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-engineer-ii-at-domino-s-4409205831,2026-05-07T11:53:42.089849+00:00
0,Test Automation | USA,linkedin,QA Automation Engineer,Four Hands,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-engineer-at-four-hands-4408597972,2026-05-07T11:53:42.089978+00:00
0,Test Automation | USA,linkedin,Quality Assurance Analyst (Manual) – 18-Month Contract (Remote),PolicyMe,"Ontario, CA",Remote,Contract,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-analyst-manual-%E2%80%93-18-month-contract-remote-at-policyme-4406800339,2026-05-07T11:53:42.090248+00:00
0,Test Automation | USA,linkedin,QA Test Analyst,Accylerate,"Richmond, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-test-analyst-at-accylerate-4411444258,2026-05-07T11:53:42.090375+00:00
0,Test Automation | United Kingdom,linkedin,QA Automation Test Engineer,Kainos,United Kingdom,On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-automation-test-engineer-at-kainos-4398468559,2026-05-07T11:53:44.533548+00:00
0,Test Automation | United Kingdom,linkedin,Junior Quality Assurance Analyst,Crowe UK,"West Midlands, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-quality-assurance-analyst-at-crowe-uk-4392768413,2026-05-07T11:53:44.533814+00:00
0,Test Automation | United Kingdom,linkedin,Junior Quality Assurance Analyst,Crowe UK,"Maidstone, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-quality-assurance-analyst-at-crowe-uk-4399024254,2026-05-07T11:53:44.533944+00:00
0,Python Developer | Germany,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Berlin, Berlin, Germany",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410559193,2026-05-07T11:53:47.001447+00:00
0,Python Developer | Germany,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Germany,On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410555213,2026-05-07T11:53:47.001624+00:00
0,Python Developer | Germany,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Munich, Bavaria, Germany",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410563105,2026-05-07T11:53:47.001769+00:00
0,Python Developer | Germany,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Stuttgart, Baden-Württemberg, Germany",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410543937,2026-05-07T11:53:47.001906+00:00
0,Python Developer | Germany,linkedin,Python Developer Remote,Mercor,"Berlin, Berlin, Germany",Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-mercor-4405247451,2026-05-07T11:53:47.002043+00:00
0,Python Developer | Germany,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Hamburg, Hamburg, Germany",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410549672,2026-05-07T11:53:47.002193+00:00
0,Python Developer | Germany,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Frankfurt am Main, Hesse, Germany",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410562109,2026-05-07T11:53:47.002325+00:00
0,Python Developer | Germany,linkedin,Python Software Engineer,Mercor,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-software-engineer-at-mercor-4403969380,2026-05-07T11:53:47.002449+00:00
0,Python Developer | Germany,linkedin,Back End Developer,Digital Waffle,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/back-end-developer-at-digital-waffle-4408400992,2026-05-07T11:53:47.002579+00:00
0,Python Developer | Austria,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Austria,On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://at.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410558092,2026-05-07T11:53:49.390599+00:00
0,Python Developer | Austria,linkedin,Python Game Developer (Panda3D) - Remote,YO IT Consulting,Austria,Remote,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-game-developer-panda3d-remote-at-yo-it-consulting-4403349593,2026-05-07T11:53:49.390770+00:00
0,Python Developer | Austria,linkedin,Golang/Python Developer,marbl,"Vienna, Vienna, Austria",On-site,Full-time,Python,Golang,English,,,Recent,https://at.linkedin.com/jobs/view/golang-python-developer-at-marbl-4404657031,2026-05-07T11:53:49.391401+00:00
0,Python Developer | Austria,linkedin,Freelance Data Scraping Engineer (Python),Mindrift,Austria,On-site,Contract,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/freelance-data-scraping-engineer-python-at-mindrift-4409412508,2026-05-07T11:53:49.391531+00:00
0,Python Developer | Austria,linkedin,Backend Software Engineer (m/f/x),REWE International AG,"Vienna, Vienna, Austria",On-site,Internship,,,English,,,Recent,https://at.linkedin.com/jobs/view/backend-software-engineer-m-f-x-at-rewe-international-ag-4407826503,2026-05-07T11:53:49.391668+00:00
0,Python Developer | Austria,linkedin,Full Stack Engineer,JTM digital GmbH,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/full-stack-engineer-at-jtm-digital-gmbh-4403244170,2026-05-07T11:53:49.391795+00:00
0,Python Developer | Switzerland,linkedin,Python Game Developer (Panda3D) - Remote,YO IT Consulting,Switzerland,Remote,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-game-developer-panda3d-remote-at-yo-it-consulting-4403361444,2026-05-07T11:53:51.776185+00:00
0,Python Developer | Switzerland,linkedin,Python Engineer,Relewant,"Chiasso, Ticino, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-engineer-at-relewant-4396308388,2026-05-07T11:53:51.776350+00:00
0,Python Developer | Switzerland,linkedin,Full-Stack Engineer Intern / Working Student – Internal Systems,Flink Robotics,"Zurich, Zurich, Switzerland",On-site,Internship,,"Working Student, Intern",English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-engineer-intern-working-student-%E2%80%93-internal-systems-at-flink-robotics-4410592804,2026-05-07T11:53:51.776488+00:00
0,Python Developer | Switzerland,linkedin,Full Stack Engineer,Cowlabs,Switzerland,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-engineer-at-cowlabs-4405163911,2026-05-07T11:53:51.776769+00:00
0,Python Developer | Switzerland,linkedin,Python Developer – AI Knowledge,RM Group (Switzerland),"Zurich, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-developer-%E2%80%93-ai-knowledge-at-rm-group-switzerland-4404460123,2026-05-07T11:53:51.777169+00:00
0,Python Developer | Switzerland,linkedin,Full-Stack Engineer,LatticeFlow AI,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/full-stack-engineer-at-latticeflow-ai-4401706775,2026-05-07T11:53:51.777304+00:00
0,Python Developer | Switzerland,linkedin,Python Software Engineer - Digital Assets,IMC Trading,"Zug, Zug, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-engineer-digital-assets-at-imc-trading-4320553182,2026-05-07T11:53:51.777439+00:00
0,Python Developer | Remote,linkedin,Python Game Developer (Panda3D) - Remote,YO IT Consulting,"Berlin, Berlin, Germany",Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-game-developer-panda3d-remote-at-yo-it-consulting-4403373143,2026-05-07T11:53:54.258667+00:00
0,Python Developer | Remote,linkedin,Python Game Developer (Panda3D) - Remote,YO IT Consulting,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-game-developer-panda3d-remote-at-yo-it-consulting-4403353541,2026-05-07T11:53:54.258813+00:00
0,Python Developer | Slovakia,linkedin,Python Software Developer,Nokia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-developer-at-nokia-4289894545,2026-05-07T11:53:56.634714+00:00
0,Python Developer | Slovakia,linkedin,Python Developer,GoReel,Slovakia,On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-developer-at-goreel-4400567031,2026-05-07T11:53:56.634889+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4292497215,2026-05-07T11:53:56.635029+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4385085021,2026-05-07T11:53:56.635184+00:00
0,Python Developer | Slovakia,linkedin,"AI Engineer – Python, GenAI & Machine Learning (m/f)",PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,Machine Learning,English,,,Recent,https://sk.linkedin.com/jobs/view/ai-engineer-%E2%80%93-python-genai-machine-learning-m-f-at-pwc-slovakia-4328270572,2026-05-07T11:53:56.635316+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer - Python & JavaScript (m/f),PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Javascript, Python",,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-javascript-m-f-at-pwc-slovakia-4323297439,2026-05-07T11:53:56.635451+00:00
0,Python Developer | Slovakia,linkedin,Junior Full-Stack Developer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-full-stack-developer-at-swiss-re-4388924020,2026-05-07T11:53:56.635581+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer – Malware Automation,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-malware-automation-at-eset-4295550897,2026-05-07T11:53:56.635841+00:00
0,Python Developer | Czech Republic,linkedin,Python Developer - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-developer-remote-work-at-bairesdev-4409374252,2026-05-07T11:53:59.008771+00:00
0,Python Developer | Czech Republic,linkedin,Backend Python Developer (APIs & Integrations),Segadty,Dominican Republic,On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/backend-python-developer-apis-integrations-at-segadty-4402614381,2026-05-07T11:53:59.008940+00:00
0,Python Developer | Czech Republic,linkedin,Backend Python Developer (APIs & Integrations),Segadty,Dominican Republic,On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/backend-python-developer-apis-integrations-at-segadty-4403854383,2026-05-07T11:53:59.009102+00:00
0,Python Developer | Czech Republic,linkedin,Desarrollador de back-end,Sistemas Integrados de Informática - SII,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-de-back-end-at-sistemas-integrados-de-inform%C3%A1tica-sii-4408457124,2026-05-07T11:53:59.009237+00:00
0,Python Developer | Czech Republic,linkedin,Software Developer (Python) - Remote Work,BairesDev,"Santo Domingo, Distrito Nacional, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/software-developer-python-remote-work-at-bairesdev-4408931360,2026-05-07T11:53:59.009375+00:00
0,Python Developer | Czech Republic,linkedin,AI Engineer (Python) - Remote Work,BairesDev,Dominican Republic,Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-engineer-python-remote-work-at-bairesdev-4409330911,2026-05-07T11:53:59.009511+00:00
0,Python Developer | Czech Republic,linkedin,DESARROLLADOR BACK-END (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-back-end-qik-at-banco-popular-dominicano-4406903618,2026-05-07T11:53:59.009641+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python) - AI Platform,Revolut,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250500721,2026-05-07T11:54:01.498373+00:00
0,Python Developer | Poland,linkedin,Python Developer (AI & GenAI focus),Talan,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-ai-genai-focus-at-talan-4408993741,2026-05-07T11:54:01.498554+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python),Cisco,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-at-cisco-4407831137,2026-05-07T11:54:01.498696+00:00
0,Python Developer | Poland,linkedin,Full Stack Software Engineer,Samba TV,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/full-stack-software-engineer-at-samba-tv-4389975943,2026-05-07T11:54:01.498845+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python) - AutoDL,Revolut,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-autodl-at-revolut-4406525837,2026-05-07T11:54:01.498981+00:00
0,Python Developer | Poland,linkedin,Python Developer,AppTailors,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-apptailors-4402807399,2026-05-07T11:54:01.499127+00:00
0,Python Developer | Poland,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Poland,On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410545798,2026-05-07T11:54:01.499260+00:00
0,Python Developer | Poland,linkedin,"Python Engineer, Data Platform",Balyasny Asset Management L.P.,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-engineer-data-platform-at-balyasny-asset-management-l-p-4388907318,2026-05-07T11:54:01.499393+00:00
0,Python Developer | Poland,linkedin,Software Engineer (4/5) — Developer Platform,Netflix,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-4-5-%E2%80%94-developer-platform-at-netflix-4193468200,2026-05-07T11:54:01.499527+00:00
0,Python Developer | Poland,linkedin,Python Developer,Trinetix,Poland,On-site,Contract,"Llm, Nlp, Python","Fastapi, Gpt, Azure, Aws, Pytorch, Git, Machine Learning, Scrum, Pandas, Docker",English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-trinetix-4404079247,2026-05-07T11:54:01.499666+00:00
0,Python Developer | USA,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Arizona, United States",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410563129,2026-05-07T11:54:04.068531+00:00
0,Python Developer | USA,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"New York, United States",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410549708,2026-05-07T11:54:04.068707+00:00
0,Python Developer | USA,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Virginia, United States",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410557249,2026-05-07T11:54:04.068847+00:00
0,Python Developer | USA,linkedin,Python Software Engineer,Noblis,"Atlantic City, NJ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-software-engineer-at-noblis-4410706751,2026-05-07T11:54:04.068976+00:00
0,Python Developer | USA,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Wisconsin, United States",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410553345,2026-05-07T11:54:04.069134+00:00
0,Python Developer | USA,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Michigan, United States",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410562155,2026-05-07T11:54:04.069392+00:00
0,Python Developer | USA,linkedin,Python Developer,LTIMindtree,"Charlotte, NC",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-ltimindtree-4402169169,2026-05-07T11:54:04.069524+00:00
0,Python Developer | USA,linkedin,Backend Engineer Intern,Tinder,"Los Angeles, CA",On-site,Internship,,Intern,English,,,Recent,https://www.linkedin.com/jobs/view/backend-engineer-intern-at-tinder-4407946949,2026-05-07T11:54:04.069666+00:00
0,Python Developer | USA,linkedin,Python Machine Learning Engineer,Saransh Inc,"Miami, FL",On-site,Full-time,Python,Machine Learning,English,,,Recent,https://www.linkedin.com/jobs/view/python-machine-learning-engineer-at-saransh-inc-4410769400,2026-05-07T11:54:04.069807+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer (Python) - AI Platform,Revolut,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250197984,2026-05-07T11:54:06.571983+00:00
0,Python Developer | United Kingdom,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"London, England, United Kingdom",On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://uk.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4410554250,2026-05-07T11:54:06.572174+00:00
0,Python Developer | United Kingdom,linkedin,"Python Software Engineer – Up to £150,000 + Bonus & Benefits – London",Hunter Bond,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-up-to-%C2%A3150-000-%2B-bonus-benefits-%E2%80%93-london-at-hunter-bond-4408446043,2026-05-07T11:54:06.572317+00:00
