relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Python Test | Germany,linkedin,Senior Software Developer Test (m/w/d),Rohde & Schwarz,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,"C, C++, Ci/Cd","Senior, Gitlab Ci, R, Gitlab, Jira, Linux, Git",German,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-software-developer-test-m-w-d-at-rohde-schwarz-4468519132,2026-09-24T14:47:01.480033+00:00
0,QA Engineer | Germany,linkedin,Software Engineer Test (m/w/d),Atruvia AG,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-test-m-w-d-at-atruvia-ag-4459875336,2026-09-24T14:44:42.542383+00:00
0,QA Engineer | Germany,linkedin,QA Engineer/Softwaretester Automotive-Software (m/w/d),BWSolution GmbH,"Hamburg, Hamburg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-softwaretester-automotive-software-m-w-d-at-bwsolution-gmbh-4466690243,2026-09-24T14:44:42.542540+00:00
0,QA Engineer | Germany,linkedin,ERP Quality Assurance Engineer (f/m/d),Mytheresa,Greater Munich Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/erp-quality-assurance-engineer-f-m-d-at-mytheresa-4464363181,2026-09-24T14:44:42.542695+00:00
0,QA Engineer | Germany,linkedin,"Software QA Engineer / Testautomation | Selenium, Katalon, Web-Software | Inhouse (mwd)",Vesterling AG,"Munich, Bavaria, Germany",On-site,Full-time,Selenium,,English,,,Recent,https://de.linkedin.com/jobs/view/software-qa-engineer-testautomation-selenium-katalon-web-software-inhouse-mwd-at-vesterling-ag-4437756410,2026-09-24T14:44:42.542870+00:00
0,QA Engineer | Germany,linkedin,Quality Assurance Engineer,Quantum Machines,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-at-quantum-machines-4468447338,2026-09-24T14:44:42.543022+00:00
0,QA Engineer | Austria,linkedin,QA / Test Automation Engineer*,KTM AG,"Linz, Upper Austria, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-test-automation-engineer-at-ktm-ag-4469130902,2026-09-24T14:44:45.007081+00:00
0,QA Engineer | Austria,linkedin,"Software Test (Automation) Engineer - Web Application, 80-100% (f/m/x)",OMICRON electronics,"Klaus, Vorarlberg, Austria",Remote,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-automation-engineer-web-application-80-100%25-f-m-x-at-omicron-electronics-4460494393,2026-09-24T14:44:45.007395+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (all genders) - Bug Hunter,Viewpointsystem,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-all-genders-bug-hunter-at-viewpointsystem-4458831961,2026-09-24T14:44:45.007547+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (m/w/d),XXXLdigital – Part of XXXL Group,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-xxxldigital-%E2%80%93-part-of-xxxl-group-4445043031,2026-09-24T14:44:45.007700+00:00
0,QA Engineer | Austria,linkedin,QA Engineer (m/w/d),XXXLdigital – Part of XXXL Group,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/qa-engineer-m-w-d-at-xxxldigital-%E2%80%93-part-of-xxxl-group-4445040033,2026-09-24T14:44:45.007890+00:00
0,QA Engineer | Switzerland,linkedin,QA Engineer,Ontinue,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-engineer-at-ontinue-4467737013,2026-09-24T14:44:48.767882+00:00
0,QA Engineer | Switzerland,linkedin,Ingénieur Qualité Logicielle – Tests & Validation H/F,Consort Group,"Lancy, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-qualit%C3%A9-logicielle-%E2%80%93-tests-validation-h-f-at-consort-group-4465103256,2026-09-24T14:44:48.768342+00:00
0,QA Engineer | Switzerland,linkedin,Ingénieur QA Automation – Tests automatisés H/F,Consort Group,"Lancy, Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-qa-automation-%E2%80%93-tests-automatis%C3%A9s-h-f-at-consort-group-4464890355,2026-09-24T14:44:48.768657+00:00
0,QA Engineer | Slovakia,linkedin,Test Automation Engineer,HCLTech,"Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-hcltech-4468996416,2026-09-24T14:44:54.023579+00:00
0,QA Engineer | Slovakia,linkedin,Experienced Test Automation Engineer,Accenture na Slovensku,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/experienced-test-automation-engineer-at-accenture-na-slovensku-4439873951,2026-09-24T14:44:54.023731+00:00
0,QA Engineer | Slovakia,linkedin,Tosca Automation Engineer,Accenture na Slovensku,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/tosca-automation-engineer-at-accenture-na-slovensku-4445794318,2026-09-24T14:44:54.024222+00:00
0,QA Engineer | Czech Republic,linkedin,Ingeniero QA,Infosyp,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ingeniero-qa-at-infosyp-4470964206,2026-09-24T14:44:57.404883+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II-2,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-2-at-integer-holdings-corporation-4414630897,2026-09-24T14:44:57.405209+00:00
0,QA Engineer | Czech Republic,linkedin,Quality Engineer II-1,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-engineer-ii-1-at-integer-holdings-corporation-4414643162,2026-09-24T14:44:57.405363+00:00
0,QA Engineer | Poland,linkedin,QA Engineer (Loyalty Sector),Comarch,"Cracow, Małopolskie, Poland",Remote,Full-time,"C, Selenium","Postman, Jira, Confluence",English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-loyalty-sector-at-comarch-4458184941,2026-09-24T14:45:01.078132+00:00
0,QA Engineer | Poland,linkedin,Software Quality Assurance Engineer,Adecco,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-quality-assurance-engineer-at-adecco-4463490033,2026-09-24T14:45:01.078583+00:00
0,QA Engineer | Poland,linkedin,Quality Assurance Engineer (QA),Tickmill,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-assurance-engineer-qa-at-tickmill-4385011025,2026-09-24T14:45:01.078891+00:00
0,QA Engineer | Poland,linkedin,Software Quality Assurance Engineer II,Brightstar Lottery,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-quality-assurance-engineer-ii-at-brightstar-lottery-4410499207,2026-09-24T14:45:01.079223+00:00
0,QA Engineer | Poland,linkedin,QA Engineer II,Box,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-ii-at-box-4461776692,2026-09-24T14:45:01.079533+00:00
0,QA Engineer | Poland,linkedin,Software Quality Engineer,Luxoft,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-quality-engineer-at-luxoft-4462783578,2026-09-24T14:45:01.079682+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Automation Engineer,U-Haul,"Phoenix, AZ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-u-haul-4460100625,2026-09-24T14:45:04.732802+00:00
0,QA Engineer | USA,linkedin,Software Quality Engineer I - II (Facets Application Services),Cambia Health Solutions,"Salt Lake City, UT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-engineer-i-ii-facets-application-services-at-cambia-health-solutions-4461391690,2026-09-24T14:45:04.732989+00:00
0,QA Engineer | USA,linkedin,Software Quality Engineer I - II (Facets Application Services),Cambia Health Solutions,"Portland, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-engineer-i-ii-facets-application-services-at-cambia-health-solutions-4461373979,2026-09-24T14:45:04.733148+00:00
0,QA Engineer | USA,linkedin,Sr. Quality Engineer,CentralReach,"Holmdel, NJ",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-quality-engineer-at-centralreach-4468262207,2026-09-24T14:45:04.733298+00:00
0,QA Engineer | USA,linkedin,Software Quality Assurance Engineer I (Full-Time) - United States,Cisco,"Durham, NC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-quality-assurance-engineer-i-full-time-united-states-at-cisco-4470616999,2026-09-24T14:45:04.733465+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer,"CREAM, LLC","Las Vegas, NV",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-cream-llc-4461715953,2026-09-24T14:45:04.733620+00:00
0,QA Engineer | USA,linkedin,Quality Assurance Engineer II,CarGurus,"Boston, MA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-ii-at-cargurus-4416868283,2026-09-24T14:45:04.734111+00:00
0,QA Engineer | USA,linkedin,Software QA Engineer,Sirona Medical,"Cincinnati, OH",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-qa-engineer-at-sirona-medical-4469572352,2026-09-24T14:45:04.734262+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Reassured,"Basingstoke, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-reassured-4461885510,2026-09-24T14:45:08.206863+00:00
0,QA Engineer | United Kingdom,linkedin,Associate SQA/SQA Engineer Opportunities,Almac Group,"Craigavon, Northern Ireland, United Kingdom",On-site,Full-time,,Associate,English,,,Recent,https://uk.linkedin.com/jobs/view/associate-sqa-sqa-engineer-opportunities-at-almac-group-4467607170,2026-09-24T14:45:08.207048+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,TP ICAP,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-tp-icap-4428284386,2026-09-24T14:45:08.207369+00:00
0,QA Engineer | United Kingdom,linkedin,Systems QA Engineer,Leonardo,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/systems-qa-engineer-at-leonardo-4461305227,2026-09-24T14:45:08.207538+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer - PA26Q3QAJH101,SS&C Technologies,"London, England, United Kingdom",On-site,Full-time,C,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-pa26q3qajh101-at-ss-c-technologies-4449643791,2026-09-24T14:45:08.208192+00:00
0,QA Engineer | United Kingdom,linkedin,QA Automation Engineer,Acorn Group,"Liverpool, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-automation-engineer-at-acorn-group-4434705958,2026-09-24T14:45:08.208338+00:00
0,Test Engineer | Germany,linkedin,Software Test Ingenieur:in (m/w/d),OHB SE,"Bremen, Bremen, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-ingenieur-in-m-w-d-at-ohb-se-4465667301,2026-09-24T14:45:11.696638+00:00
0,Test Engineer | Germany,linkedin,Software Test Engineer (m/w/d) - Defence,Bertrandt Group,"Bremen, Bremen, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-d-defence-at-bertrandt-group-4462961391,2026-09-24T14:45:11.696848+00:00
0,Test Engineer | Germany,linkedin,Test Automation Engineer (m/w/d),IP Dynamics GmbH,"Hamburg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/test-automation-engineer-m-w-d-at-ip-dynamics-gmbh-4440015435,2026-09-24T14:45:11.697018+00:00
0,Test Engineer | Germany,linkedin,Test Engineer - Mechanical Space Systems (m/w/d),Exolaunch,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-mechanical-space-systems-m-w-d-at-exolaunch-4461880612,2026-09-24T14:45:11.697328+00:00
0,Test Engineer | Germany,linkedin,Test Engineer (m/w/x) für Applikationssoftware,K-tronik GmbH,"Memmingen, Bavaria, Germany",On-site,Full-time,,R,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-m-w-x-f%C3%BCr-applikationssoftware-at-k-tronik-gmbh-4469729409,2026-09-24T14:45:11.697484+00:00
0,Test Engineer | Germany,linkedin,Testingenieur*in Elektromechanik / Hardware Test Engineer,TWK,"Düsseldorf, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-in-elektromechanik-hardware-test-engineer-at-twk-4458834376,2026-09-24T14:45:11.697817+00:00
0,Test Engineer | Germany,linkedin,Quality Engineer - Schwerpunkt Testautomatisierung (all genders),STARFACE GmbH,"Karlsruhe, Baden-Württemberg, Germany",Remote,Full-time,"C, Ci/Cd, Java, Jenkins, Playwright, Selenium, Test Automation, Typescript","Github, Scrum, C#, R, Gitlab, Appium",German,,,Recent,https://de.linkedin.com/jobs/view/quality-engineer-schwerpunkt-testautomatisierung-all-genders-at-starface-gmbh-4402883225,2026-09-24T14:45:11.698129+00:00
0,Test Engineer | Austria,linkedin,Power Electronics Test & Lab Engineer | Graz,DEIF,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/power-electronics-test-lab-engineer-graz-at-deif-4453360585,2026-09-24T14:45:15.208902+00:00
0,Test Engineer | Austria,linkedin,Software Test & Integration Engineer Telekommunikation (m/w/d),Kontron Transportation,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-integration-engineer-telekommunikation-m-w-d-at-kontron-transportation-4467719583,2026-09-24T14:45:15.209522+00:00
0,Test Engineer | Switzerland,linkedin,Ingénieur en automatisation de tests,itecor,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-en-automatisation-de-tests-at-itecor-4451669382,2026-09-24T14:45:18.784654+00:00
0,Test Engineer | Switzerland,linkedin,Test Engineer (m/f/x),Liebherr Group,"Bulle, Fribourg, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-m-f-x-at-liebherr-group-4465734760,2026-09-24T14:45:18.784984+00:00
0,Test Engineer | Switzerland,linkedin,SDET Engineer,DonTouch SA,"Chiasso, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/sdet-engineer-at-dontouch-sa-4462159685,2026-09-24T14:45:18.785130+00:00
0,Test Engineer | Slovakia,linkedin,Test Engineer,Vertiv,"Nové Mesto nad Váhom, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-vertiv-4430484432,2026-09-24T14:45:24.240229+00:00
0,Test Engineer | Slovakia,linkedin,Firmware Test Engineer,Ciklum Czech Republic & Slovakia,"Bratislava, Slovakia",On-site,Full-time,Firmware,,English,,,Recent,https://sk.linkedin.com/jobs/view/firmware-test-engineer-at-ciklum-czech-republic-slovakia-4466523550,2026-09-24T14:45:24.240418+00:00
0,Test Engineer | Slovakia,linkedin,Test Automation Engineer,Frequentis,"Bratislava, Bratislava, Slovakia",Hybrid,Internship,"Bash, Ci/Cd, Jenkins, Python, Test Automation, Unit Testing","Scrum, Bdd, Jira, Linux, Grpc, Git, Docker",English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-frequentis-4451413103,2026-09-24T14:45:24.240733+00:00
0,Test Engineer | Slovakia,linkedin,Field Test Engineer,ThunderSoft India Private Limited,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/field-test-engineer-at-thundersoft-india-private-limited-4462915414,2026-09-24T14:45:24.241219+00:00
0,Test Engineer | Poland,linkedin,Test Automation Engineer – banking sector (f/m/x),Sii Poland,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-banking-sector-f-m-x-at-sii-poland-4450151239,2026-09-24T14:45:29.334648+00:00
0,Test Engineer | Poland,linkedin,Test Automation Engineer – banking sector (f/m/x),Sii Poland,"Lublin, Lubelskie, Poland",On-site,Contract,"Can, Java, Selenium, Test Automation","Junit, Microservices, Rest Api, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-banking-sector-f-m-x-at-sii-poland-4450138845,2026-09-24T14:45:29.334881+00:00
0,Test Engineer | Poland,linkedin,"Test Automation Engineer (Java, Payments/Swift) - Tieto Tech Consulting (m/f/d)",Tieto,"Gdańsk, Pomorskie, Poland",On-site,Full-time,"Java, Test Automation",Swift,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-java-payments-swift-tieto-tech-consulting-m-f-d-at-tieto-4430475492,2026-09-24T14:45:29.335218+00:00
0,Test Engineer | Poland,linkedin,DELMIA HUB Test Engineer,Dassault Systèmes,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/delmia-hub-test-engineer-at-dassault-syst%C3%A8mes-4434461592,2026-09-24T14:45:29.335385+00:00
0,Test Engineer | Poland,linkedin,"Test Automation Engineer (Java, Payments/Swift) - Tieto Tech Consulting (m/f/d)",Tieto,"Łódź, Łódzkie, Poland",On-site,Full-time,"Java, Test Automation",Swift,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-java-payments-swift-tieto-tech-consulting-m-f-d-at-tieto-4430479025,2026-09-24T14:45:29.335540+00:00
0,Test Engineer | Poland,linkedin,TEST ENGINEER L3,Wipro,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-l3-at-wipro-4457921222,2026-09-24T14:45:29.336210+00:00
0,Test Engineer | USA,linkedin,Software Engineer in Test II,iHeartMedia,"San Antonio, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-in-test-ii-at-iheartmedia-4361175894,2026-09-24T14:45:31.948135+00:00
0,Test Engineer | USA,linkedin,"Enterprise - Test Engineer - Linux, Automation, Git",Erias Ventures,"Annapolis Junction, MD",On-site,Full-time,,"Git, Linux",English,,,Recent,https://www.linkedin.com/jobs/view/enterprise-test-engineer-linux-automation-git-at-erias-ventures-4467768052,2026-09-24T14:45:31.948495+00:00
0,Test Engineer | USA,linkedin,Automated Test Engineer,CFD Research Corporation,"Huntsville, AL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/automated-test-engineer-at-cfd-research-corporation-4470950638,2026-09-24T14:45:31.948656+00:00
0,Test Engineer | USA,linkedin,Software Test Engineer - Essex Management,Emmes Group,"Rockville, MD",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-test-engineer-essex-management-at-emmes-group-4467567387,2026-09-24T14:45:31.948839+00:00
0,Test Engineer | USA,linkedin,Test Engineer (Level 2) with TS/SCI w/Poly,BCT LLC,"Annapolis Junction, MD",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-level-2-with-ts-sci-w-poly-at-bct-llc-4467572553,2026-09-24T14:45:31.949003+00:00
0,Test Engineer | USA,linkedin,Test & Verification Engineer,CFD Research Corporation,"Huntsville, AL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-verification-engineer-at-cfd-research-corporation-4469246461,2026-09-24T14:45:31.949159+00:00
0,Test Engineer | USA,linkedin,Software Development Engineer in Test (SDET),Air,"Pittsburgh, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-air-4447989612,2026-09-24T14:45:31.949456+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Assurance Engineer,Ocho,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-engineer-at-ocho-4469722083,2026-09-24T14:45:34.581910+00:00
0,Test Engineer | United Kingdom,linkedin,Mobile Test Automation Engineer (QA Engineer),Morgan Philips Group,"London Area, United Kingdom",Remote,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/mobile-test-automation-engineer-qa-engineer-at-morgan-philips-group-4469430840,2026-09-24T14:45:34.582068+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),FERCHAU,"Lübeck, Schleswig-Holstein, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-ferchau-4438575734,2026-09-24T14:45:37.040472+00:00
0,Testingenieur | Germany,linkedin,Junior Test Engineer (m/w/d) mit Schwerpunkt Server-Hardware,QCG Computer,"Eschweiler, North Rhine-Westphalia, Germany",On-site,Full-time,,Junior,German,,,Recent,https://de.linkedin.com/jobs/view/junior-test-engineer-m-w-d-mit-schwerpunkt-server-hardware-at-qcg-computer-4466907613,2026-09-24T14:45:37.041138+00:00
0,Testingenieur | Germany,linkedin,Quality Assurance Engineer (m/w/d),Nexburg,"Aachen, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quality-assurance-engineer-m-w-d-at-nexburg-4463475021,2026-09-24T14:45:37.041285+00:00
0,Testingenieur | Germany,linkedin,Junior Test Engineer,TXT GROUP,"Bayern, Bavaria, Germany",On-site,Full-time,,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-test-engineer-at-txt-group-4430027379,2026-09-24T14:45:37.041436+00:00
0,Testingenieur | Austria,linkedin,Test Engineer,CNH,"Sankt Valentin, Lower Austria, Austria",On-site,Internship,"C, C++, Can, Hil, Python",,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-at-cnh-4437448387,2026-09-24T14:45:40.531162+00:00
0,Testingenieur | Austria,linkedin,Software Tester / Systems Integration (w/m/x),NOVOMATIC,"Gumpoldskirchen, Lower Austria, Austria",On-site,Internship,"Firmware, Integration Testing","Intern, R, Linux",German,,,Recent,https://at.linkedin.com/jobs/view/software-tester-systems-integration-w-m-x-at-novomatic-4330849942,2026-09-24T14:45:40.531768+00:00
0,Testingenieur | Austria,linkedin,Software Testingenieur (Embedded Systems),Schiebel,"Vienna, Austria",On-site,Full-time,Embedded Systems,,English,,,Recent,https://at.linkedin.com/jobs/view/software-testingenieur-embedded-systems-at-schiebel-4468629746,2026-09-24T14:45:40.531979+00:00
0,Testingenieur | Austria,linkedin,Test Laboratory Engineer m/w/d,ISOVOLTA Group,"Wiener Neudorf, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-laboratory-engineer-m-w-d-at-isovolta-group-4463469248,2026-09-24T14:45:40.532134+00:00
0,Testingenieur | Switzerland,linkedin,Junior Systems Test Engineer (M/F),Enova,"Lausanne, Vaud, Switzerland",On-site,Full-time,,Junior,English,,,Recent,https://ch.linkedin.com/jobs/view/junior-systems-test-engineer-m-f-at-enova-4458091071,2026-09-24T14:45:43.549942+00:00
0,Testingenieur | Slovakia,linkedin,Testovací inžinier (m/ž/d),Brose Slovakia,"Horná Štefanovičová, Nitra Region, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/testovac%C3%AD-in%C5%BEinier-m-%C5%BE-d-at-brose-slovakia-4468608444,2026-09-24T14:45:49.353332+00:00
0,Testingenieur | Slovakia,linkedin,Test Engineer (m/f/d),Brose Group,"Prievidza, Trenciansky, Slovakia",On-site,Contract,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-m-f-d-at-brose-group-4468374935,2026-09-24T14:45:49.353817+00:00
0,Testingenieur | Slovakia,linkedin,Testovací inžinier pre HMI a PLC (Alarm & Function Testing) (m/ž),Valicare Slovakia,"Trenčianska Turná, Trenciansky, Slovakia",On-site,Full-time,,R,English,,,Recent,https://sk.linkedin.com/jobs/view/testovac%C3%AD-in%C5%BEinier-pre-hmi-a-plc-alarm-function-testing-m-%C5%BE-at-valicare-slovakia-4452729290,2026-09-24T14:45:49.354294+00:00
0,Testingenieur | Poland,linkedin,Java Test Engineer (f/m/x),Sii Poland,"Cracow, Małopolskie, Poland",Hybrid,Contract,"Can, Ci/Cd, Java, Jenkins, Selenium, Test Automation","Cucumber, Git",English,,,Recent,https://pl.linkedin.com/jobs/view/java-test-engineer-f-m-x-at-sii-poland-4469753520,2026-09-24T14:45:56.071254+00:00
0,Testingenieur | USA,linkedin,Systems Integration/Test Engineer Asc.,Lockheed Martin,"Kennedy, NY",On-site,Contract,Can,Linux,English,,,Recent,https://www.linkedin.com/jobs/view/systems-integration-test-engineer-asc-at-lockheed-martin-4458026222,2026-09-24T14:45:59.587299+00:00
0,Testingenieur | United Kingdom,linkedin,Graduate QA Engineer,Sanctuary Graduates & Apprentices,"Royal Leamington Spa, England, United Kingdom",Hybrid,Contract,"Ci/Cd, Java, Javascript, Typescript","Regression Testing, Cypress, Git, Junior, Graduate",English,,,Recent,https://uk.linkedin.com/jobs/view/graduate-qa-engineer-at-sanctuary-graduates-apprentices-4463976397,2026-09-24T14:46:02.222463+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Leonardo,"Yeovil, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-leonardo-4456253149,2026-09-24T14:46:02.222940+00:00
0,Test Automation | Germany,linkedin,Testautomatisierer (m/w/d),CPU Softwarehouse AG,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testautomatisierer-m-w-d-at-cpu-softwarehouse-ag-4469728094,2026-09-24T14:46:04.866323+00:00
0,Test Automation | Germany,linkedin,Testautomatisierer (m/w/d),CPU Softwarehouse AG,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testautomatisierer-m-w-d-at-cpu-softwarehouse-ag-4469713466,2026-09-24T14:46:04.866490+00:00
0,Test Automation | Germany,linkedin,Search QA Automation Test Engineer (m/w/d),Schwarz Digits,"Berlin, Germany",On-site,Full-time,"Ci/Cd, Github Actions, Java, Jenkins, Playwright, Pytest, Python, Selenium, Shell","Junit, Gitlab Ci, Testng, Gcp, R, Kubernetes, Git, Agile, Github, Gitlab",German,,,Recent,https://de.linkedin.com/jobs/view/search-qa-automation-test-engineer-m-w-d-at-schwarz-digits-4463857479,2026-09-24T14:46:04.866834+00:00
