relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Tester | Germany,linkedin,Software Tester (w/m/d),Burmester Audiosysteme GmbH,"Berlin, Berlin, Germany",Remote,Full-time,"Pytest, Python, Test Automation",R,German,,,Recent,https://de.linkedin.com/jobs/view/software-tester-w-m-d-at-burmester-audiosysteme-gmbh-4414871671,2026-06-08T14:13:31.828169+00:00
0,Test Automation | Poland,linkedin,Automation Tester,SimCorp,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/automation-tester-at-simcorp-4410999224,2026-06-08T14:15:14.938680+00:00
0,Test Automation | Poland,linkedin,Quality Engineer (AI & Automation),Younium,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/quality-engineer-ai-automation-at-younium-4414565014,2026-06-08T14:15:14.938806+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer (C#),Reply,"Katowice, Śląskie, Poland",On-site,Full-time,"C, Test Automation",C#,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-c%23-at-reply-4417648059,2026-06-08T14:15:14.938936+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer II (Python/Java),OpenX,"Cracow, Małopolskie, Poland",On-site,Full-time,"Java, Python, Test Automation",,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-ii-python-java-at-openx-4402945183,2026-06-08T14:15:14.939063+00:00
0,Test Automation | USA,linkedin,IT Analyst II - Test Automation Developer,State of Utah,"Salt Lake City, UT",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/it-analyst-ii-test-automation-developer-at-state-of-utah-4420789542,2026-06-08T14:15:17.509706+00:00
0,Test Automation | USA,linkedin,"Platform Engineer, Automation",Dorsia,"New York, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/platform-engineer-automation-at-dorsia-4418546475,2026-06-08T14:15:17.509867+00:00
0,Test Automation | USA,linkedin,Quality Assurance Automation Engineer,STG,Salt Lake City Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-stg-4384368563,2026-06-08T14:15:17.510179+00:00
0,Test Automation | USA,linkedin,Software Development Engineer in Test II,Sony Interactive Entertainment,"San Diego, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-development-engineer-in-test-ii-at-sony-interactive-entertainment-4421197333,2026-06-08T14:15:17.510460+00:00
0,Test Automation | USA,linkedin,Software Development Engineer in Test II,Brain Corp,"San Diego, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-development-engineer-in-test-ii-at-brain-corp-4406597359,2026-06-08T14:15:17.510587+00:00
0,Test Automation | USA,linkedin,Associate Test Automation Developer,Bath & Body Works,"Columbus, OH",On-site,Full-time,Test Automation,Associate,English,,,Recent,https://www.linkedin.com/jobs/view/associate-test-automation-developer-at-bath-body-works-4419953891,2026-06-08T14:15:17.510713+00:00
0,Test Automation | USA,linkedin,Quality Assurance Engineer,Prophetic,"Portland, OR",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/quality-assurance-engineer-at-prophetic-4424677558,2026-06-08T14:15:17.510844+00:00
0,Test Automation | USA,linkedin,SDET/QA Engineer,Curology,"San Diego, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/sdet-qa-engineer-at-curology-4409943831,2026-06-08T14:15:17.510969+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Engineer,Version 1,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-version-1-4420105837,2026-06-08T14:15:20.064652+00:00
0,Test Automation | United Kingdom,linkedin,Test Engineer,Money and Pensions Service,"Bedford, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-money-and-pensions-service-4418253935,2026-06-08T14:15:20.064925+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Specialist,Persistent Systems,"Glasgow, Scotland, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-specialist-at-persistent-systems-4410160262,2026-06-08T14:15:20.065050+00:00
0,Test Automation | United Kingdom,linkedin,Software Development Engineer in Test,Royal London,"Alderley Edge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-development-engineer-in-test-at-royal-london-4419194855,2026-06-08T14:15:20.065580+00:00
0,Python Developer | Germany,linkedin,"Software Engineer, Python",Engelhart,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-python-at-engelhart-4417748171,2026-06-08T14:15:22.605231+00:00
0,Python Developer | Germany,linkedin,Python Engineer (m/w/d),SOA Experts GmbH,"Hamburg, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-engineer-m-w-d-at-soa-experts-gmbh-4415771641,2026-06-08T14:15:22.605410+00:00
0,Python Developer | Germany,linkedin,Software Engineer,Moody's Corporation,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-at-moody-s-corporation-4409026625,2026-06-08T14:15:22.605544+00:00
0,Python Developer | Germany,linkedin,Back End Developer,Digital Waffle,"Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/back-end-developer-at-digital-waffle-4424558696,2026-06-08T14:15:22.605675+00:00
0,Python Developer | Germany,linkedin,Software Engineer – Data Processing & Backend (m/w/d),EMPIT,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-%E2%80%93-data-processing-backend-m-w-d-at-empit-4413048504,2026-06-08T14:15:22.605804+00:00
0,Python Developer | Germany,linkedin,Software Engineer,Vyoma,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-at-vyoma-4416389839,2026-06-08T14:15:22.605940+00:00
0,Python Developer | Germany,linkedin,"Backend Engineer, ClickHouse",Aiven,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-engineer-clickhouse-at-aiven-4407765351,2026-06-08T14:15:22.606063+00:00
0,Python Developer | Germany,linkedin,Software Engineer - Python control software (f/m/d),eleQtron,"Hamburg, Hamburg, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-python-control-software-f-m-d-at-eleqtron-4422689402,2026-06-08T14:15:22.606187+00:00
0,Python Developer | Germany,linkedin,Python-Entwickler (m/w/d),Pixida,"Munich, Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-entwickler-m-w-d-at-pixida-4412938104,2026-06-08T14:15:22.606337+00:00
0,Python Developer | Germany,linkedin,Software Engineer,Skyhigh Security,"Paderborn, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-at-skyhigh-security-4417946391,2026-06-08T14:15:22.606460+00:00
0,Python Developer | Austria,linkedin,"Software Engineer, Python (Asset Pricing & Hedging)",Bitpanda,"Vienna, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-python-asset-pricing-hedging-at-bitpanda-4415376491,2026-06-08T14:15:25.026315+00:00
0,Python Developer | Austria,linkedin,Python-Entwickler:in,AVILOO Battery Diagnostics,"Wiener Neudorf, Lower Austria, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-entwickler-in-at-aviloo-battery-diagnostics-4422920433,2026-06-08T14:15:25.026477+00:00
0,Python Developer | Austria,linkedin,Software Developer,Piper Maddox,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-developer-at-piper-maddox-4418599878,2026-06-08T14:15:25.026612+00:00
0,Python Developer | Austria,linkedin,Backend Developer (Phyton/Odoo),Schrankerl,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/backend-developer-phyton-odoo-at-schrankerl-4417298809,2026-06-08T14:15:25.026743+00:00
0,Python Developer | Austria,linkedin,Backend Developer – APIs & Services (m/f/d),UBIMET Group,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/backend-developer-%E2%80%93-apis-services-m-f-d-at-ubimet-group-4420422014,2026-06-08T14:15:25.026868+00:00
0,Python Developer | Austria,linkedin,Software Developer (m/w/d),Kontrol,"Linz, Upper Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-developer-m-w-d-at-kontrol-4421695784,2026-06-08T14:15:25.027003+00:00
0,Python Developer | Austria,linkedin,Software Developer (m/w/x),philoro EDELMETALLE,"Korneuburg, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-developer-m-w-x-at-philoro-edelmetalle-4375532912,2026-06-08T14:15:25.027133+00:00
0,Python Developer | Austria,linkedin,Software Developer - ETL & Integration (m/f/x),woom,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-developer-etl-integration-m-f-x-at-woom-4416634643,2026-06-08T14:15:25.027268+00:00
0,Python Developer | Austria,linkedin,Python Software Engineer - Scientific Computing (m/f/d),Körber,"Vienna, Vienna, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-software-engineer-scientific-computing-m-f-d-at-k%C3%B6rber-4416633575,2026-06-08T14:15:25.027410+00:00
0,Python Developer | Austria,linkedin,IT Developer & Data Specialist (m/w/d),power solution,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/it-developer-data-specialist-m-w-d-at-power-solution-4421132878,2026-06-08T14:15:25.027546+00:00
0,Python Developer | Switzerland,linkedin,Python Software Engineer - Digital Assets,IMC Trading,"Zug, Zug, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-engineer-digital-assets-at-imc-trading-4320553182,2026-06-08T14:15:27.468620+00:00
0,Python Developer | Switzerland,linkedin,Backend Engineer,Liom,Zürich Metropolitan Area,On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-engineer-at-liom-4410610757,2026-06-08T14:15:27.468785+00:00
0,Python Developer | Switzerland,linkedin,Python Software Developer,K&K Talents,"Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-developer-at-k-k-talents-4425465759,2026-06-08T14:15:27.468923+00:00
0,Python Developer | Switzerland,linkedin,"Backend Software Engineer, Python",Cradle,"Zurich, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-software-engineer-python-at-cradle-4377592944,2026-06-08T14:15:27.469049+00:00
0,Python Developer | Switzerland,linkedin,Python Entwickler,RM Group (Switzerland),"Zurich, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-entwickler-at-rm-group-switzerland-4415659444,2026-06-08T14:15:27.469178+00:00
0,Python Developer | Switzerland,linkedin,Backend Software Engineer,mygrid AG,"Brugg, Aargau, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-software-engineer-at-mygrid-ag-4421584986,2026-06-08T14:15:27.469321+00:00
0,Python Developer | Switzerland,linkedin,Software Engineer,CDDS,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-at-cdds-4419835055,2026-06-08T14:15:27.469445+00:00
0,Python Developer | Switzerland,linkedin,Python Software Engineer (BE-CSS-IDE-2026-114-LD),CERN,"Geneva, Geneva, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-engineer-be-css-ide-2026-114-ld-at-cern-4424066356,2026-06-08T14:15:27.469572+00:00
0,Python Developer | Switzerland,linkedin,Application Engineer Python,Klanik,"Lausanne, Vaud, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/application-engineer-python-at-klanik-4424511464,2026-06-08T14:15:27.469707+00:00
0,Python Developer | Switzerland,linkedin,Backend Engineer,Sartiq,"Lugano, Ticino, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-engineer-at-sartiq-4415237484,2026-06-08T14:15:27.469832+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-m-f-n-at-eset-4414037159,2026-06-08T14:15:32.110798+00:00
0,Python Developer | Slovakia,linkedin,Python Developer,AIApply,Bratislava Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-developer-at-aiapply-4422965114,2026-06-08T14:15:32.110968+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4292497215,2026-06-08T14:15:32.111108+00:00
0,Python Developer | Slovakia,linkedin,Data Engineer,Caterpillar Inc.,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/data-engineer-at-caterpillar-inc-4420959600,2026-06-08T14:15:32.111258+00:00
0,Python Developer | Slovakia,linkedin,AI Engineer,GymBeam,"Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/ai-engineer-at-gymbeam-4412924917,2026-06-08T14:15:32.111530+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer - Python & JavaScript (m/f),PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Javascript, Python",,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-javascript-m-f-at-pwc-slovakia-4323297439,2026-06-08T14:15:32.111784+00:00
0,Python Developer | Slovakia,linkedin,GenAI Engineer,Capco,"Košice, Kosice, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/genai-engineer-at-capco-4232921932,2026-06-08T14:15:32.111911+00:00
0,Python Developer | Slovakia,linkedin,Python Software Developer,Nokia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-developer-at-nokia-4289894545,2026-06-08T14:15:32.112039+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (Python),Perform,Dominican Republic,On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-python-at-perform-4398298505,2026-06-08T14:15:34.452902+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer (Python),Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-python-at-perform-4415707267,2026-06-08T14:15:34.453074+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"La Vega, La Vega, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421234924,2026-06-08T14:15:34.453265+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"Luperón, Puerto Plata, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421233927,2026-06-08T14:15:34.453431+00:00
0,Python Developer | Czech Republic,linkedin,Software Engineer - Steller,Fireblocks,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-steller-at-fireblocks-4425192306,2026-06-08T14:15:34.453576+00:00
0,Python Developer | Czech Republic,linkedin,"Full Stack Engineer, Blockchain",Fireblocks,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-engineer-blockchain-at-fireblocks-4425188321,2026-06-08T14:15:34.453710+00:00
0,Python Developer | Czech Republic,linkedin,Data Engineer,Origami Risk,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/data-engineer-at-origami-risk-4337608870,2026-06-08T14:15:34.453831+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"Higüey, La Altagracia, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421244541,2026-06-08T14:15:34.453966+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"Santiago de los Caballeros, Santiago, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421248567,2026-06-08T14:15:34.454099+00:00
0,Python Developer | Czech Republic,linkedin,Python Engineer - Remote - Latin America,FullStack,"Urb. San Francisco, Duarte, Dominican Republic",Remote,Full-time,Python,,English,,,Recent,https://do.linkedin.com/jobs/view/python-engineer-remote-latin-america-at-fullstack-4421246547,2026-06-08T14:15:34.454223+00:00
0,Python Developer | Poland,linkedin,Python Developer,ITDS,Wroclaw Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-itds-4410392044,2026-06-08T14:15:36.929802+00:00
0,Python Developer | Poland,linkedin,Python Developer,mthree,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-mthree-4410376101,2026-06-08T14:15:36.929963+00:00
0,Python Developer | Poland,linkedin,Python Engineer,McGregor Boyall,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-engineer-at-mcgregor-boyall-4423357671,2026-06-08T14:15:36.930103+00:00
0,Python Developer | Poland,linkedin,Python Developer,Opera,Wroclaw Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-opera-4415013137,2026-06-08T14:15:36.930236+00:00
0,Python Developer | Poland,linkedin,Python Developer,Opera,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-opera-4415056945,2026-06-08T14:15:36.930373+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python/TS),Paramount,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-ts-at-paramount-4364622142,2026-06-08T14:15:36.930501+00:00
0,Python Developer | Poland,linkedin,Python Developer,ALGOTEQUE Innovation Hub,"Warsaw, Mazowieckie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-algoteque-innovation-hub-4423309882,2026-06-08T14:15:36.930629+00:00
0,Python Developer | Poland,linkedin,Python Software Engineer (Production Data & Model Services),EPAM Systems,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-software-engineer-production-data-model-services-at-epam-systems-4412886646,2026-06-08T14:15:36.930752+00:00
0,Python Developer | Poland,linkedin,Python Developer,Vertex Agility,"Cracow, Małopolskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-vertex-agility-4416894292,2026-06-08T14:15:36.930885+00:00
0,Python Developer | Poland,linkedin,Python Software Engineer - Frameworks & Data Products,Airbus Helicopters,"Gdańsk, Pomorskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-software-engineer-frameworks-data-products-at-airbus-helicopters-4382557315,2026-06-08T14:15:36.931008+00:00
0,Python Developer | USA,linkedin,Python Backend Engineer,CGI,"Lafayette, LA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-backend-engineer-at-cgi-4417456159,2026-06-08T14:15:39.514905+00:00
0,Python Developer | USA,linkedin,Python Developer,LTIMindtree,"Tampa, FL",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-ltimindtree-4370711031,2026-06-08T14:15:39.515076+00:00
0,Python Developer | USA,linkedin,Python Developer,Open Systems Technologies,"New York, NY",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-open-systems-technologies-3952273769,2026-06-08T14:15:39.515219+00:00
0,Python Developer | USA,linkedin,Python Programmer,TRISTAR,"Crane, IN",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-programmer-at-tristar-4404851061,2026-06-08T14:15:39.515362+00:00
0,Python Developer | USA,linkedin,Python Developer II,RF-SMART,"Jacksonville, FL",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-ii-at-rf-smart-4302990319,2026-06-08T14:15:39.515489+00:00
0,Python Developer | USA,linkedin,Python Developer,Luxoft,"Irvine, CA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-luxoft-4409082700,2026-06-08T14:15:39.515615+00:00
0,Python Developer | USA,linkedin,Python Developer,Mastech Digital,"Pittsburgh, PA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-mastech-digital-4412925061,2026-06-08T14:15:39.515741+00:00
0,Python Developer | USA,linkedin,Python Developer,Programmers.io,"Mount Laurel, NJ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-programmers-io-4413098328,2026-06-08T14:15:39.515865+00:00
0,Python Developer | USA,linkedin,Python Developer,Confidential,"Phoenix, AZ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-confidential-4425616725,2026-06-08T14:15:39.515990+00:00
0,Python Developer | USA,linkedin,Python Developer,"Veridian Tech Solutions, Inc.","Chicago, IL",On-site,Full-time,Python,"Sql Server, Powershell, Github, Sql",English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-veridian-tech-solutions-inc-4418832747,2026-06-08T14:15:39.516122+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Noir,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-noir-4424185875,2026-06-08T14:15:42.111425+00:00
0,Python Developer | United Kingdom,linkedin,Python Software Engineer,GoFibre,"Edinburgh, Scotland, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-at-gofibre-4424548261,2026-06-08T14:15:42.111589+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Accenture,"Manchester, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-accenture-4412757285,2026-06-08T14:15:42.111726+00:00
0,Python Developer | United Kingdom,linkedin,Backend Software Engineer Python - Start-up,Client Server,"Cirencester, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/backend-software-engineer-python-start-up-at-client-server-4416608261,2026-06-08T14:15:42.111859+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer,Experis UK,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-at-experis-uk-4415773612,2026-06-08T14:15:42.111998+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Citi,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-citi-4397288291,2026-06-08T14:15:42.112128+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Barclays,"Knutsford, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-barclays-4413649446,2026-06-08T14:15:42.112268+00:00
0,Python Developer | United Kingdom,linkedin,Back End Developer,ZeroLight,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/back-end-developer-at-zerolight-4415917167,2026-06-08T14:15:42.112393+00:00
0,Python Developer | United Kingdom,linkedin,Python Developers,CGI,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developers-at-cgi-4415563125,2026-06-08T14:15:42.112522+00:00
0,Python Developer | United Kingdom,linkedin,Backend Engineer (Python),Skin + Me,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/backend-engineer-python-at-skin-%2B-me-4424773611,2026-06-08T14:15:42.112649+00:00
0,Python Test | Germany,linkedin,Embedded Python Tester (all gender),ALTEN Germany,Greater Munich Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-python-tester-all-gender-at-alten-germany-4354062736,2026-06-08T14:15:44.539535+00:00
0,Python Test | Germany,linkedin,Embedded Python Tester (all gender),ALTEN Germany,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-python-tester-all-gender-at-alten-germany-4420728399,2026-06-08T14:15:44.539712+00:00
0,Python Test | Germany,linkedin,Embedded Python Tester (m/w/d),MCA Germany,"Munich, Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/embedded-python-tester-m-w-d-at-mca-germany-4397479176,2026-06-08T14:15:44.539856+00:00
0,Python Test | Germany,linkedin,Automation Engineer (m/f/d),OHB SE,"Bremen, Bremen, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/automation-engineer-m-f-d-at-ohb-se-4424172087,2026-06-08T14:15:44.539984+00:00
0,Python Test | Germany,linkedin,Python Software Engineer – Mess- & Prüftechnik (m/w/d),MCA Germany,"Munich, Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-software-engineer-%E2%80%93-mess-pr%C3%BCftechnik-m-w-d-at-mca-germany-4397470541,2026-06-08T14:15:44.540110+00:00
0,Python Test | Germany,linkedin,Software Engineer - Satellite Simulation Environment (all genders),Reflex Aerospace,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-satellite-simulation-environment-all-genders-at-reflex-aerospace-4415271250,2026-06-08T14:15:44.540522+00:00
0,Python Test | Germany,linkedin,Software-Entwickler - Produktionstests (m/w/d),BDT Media Automation GmbH,"Rottweil, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-entwickler-produktionstests-m-w-d-at-bdt-media-automation-gmbh-4412764398,2026-06-08T14:15:44.540648+00:00
0,Python Test | Germany,linkedin,Quantum Validation Software Engineer,Quantum Machines,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/quantum-validation-software-engineer-at-quantum-machines-4330688115,2026-06-08T14:15:44.540778+00:00
