relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Python Test | Switzerland,linkedin,"Senior Software Engineer, Network System Validation",NVIDIA,"Zurich, Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-engineer-network-system-validation-at-nvidia-4464143614,2026-09-10T14:11:45.938159+00:00
0,QA Engineer | United Kingdom,linkedin,QA Engineer,Waracle,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-at-waracle-4464637003,2026-09-10T14:10:11.194493+00:00
0,QA Engineer | United Kingdom,linkedin,Software Test Engineer,Searchability®,"Chester, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-engineer-at-searchability%C2%AE-4458180693,2026-09-10T14:10:11.194794+00:00
0,Test Engineer | Germany,linkedin,Software Test Engineer (m/w/d) - Defence,Bertrandt Group,"Bremen, Bremen, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-engineer-m-w-d-defence-at-bertrandt-group-4462961391,2026-09-10T14:10:13.643422+00:00
0,Test Engineer | Germany,linkedin,Test Engineer - Mechanical Space Systems (m/w/d),Exolaunch,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-mechanical-space-systems-m-w-d-at-exolaunch-4461880612,2026-09-10T14:10:13.643724+00:00
0,Test Engineer | Germany,linkedin,Test Engineer (m/w/x) für Applikationssoftware,K-tronik GmbH,"Memmingen, Bavaria, Germany",On-site,Full-time,,R,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-m-w-x-f%C3%BCr-applikationssoftware-at-k-tronik-gmbh-4456900379,2026-09-10T14:10:13.643882+00:00
0,Test Engineer | Germany,linkedin,Testingenieur*in Elektromechanik / Hardware Test Engineer,TWK,"Düsseldorf, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-in-elektromechanik-hardware-test-engineer-at-twk-4458834376,2026-09-10T14:10:13.644218+00:00
0,Test Engineer | Germany,linkedin,Android Test Automation Engineer (m/w/d),EDEKA IT,"Hamburg, Hamburg, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/android-test-automation-engineer-m-w-d-at-edeka-it-4452253295,2026-09-10T14:10:13.644388+00:00
0,Test Engineer | Germany,linkedin,Junior Test Engineer (m/w/d) mit Schwerpunkt Server-Hardware,QCG Computer,"Eschweiler, North Rhine-Westphalia, Germany",On-site,Full-time,,Junior,German,,,Recent,https://de.linkedin.com/jobs/view/junior-test-engineer-m-w-d-mit-schwerpunkt-server-hardware-at-qcg-computer-4461156641,2026-09-10T14:10:13.644693+00:00
0,Test Engineer | Austria,linkedin,Software Test Engineer (w/m/d),Bachmann electronic GmbH,"Innsbruck-Stadt, Tyrol, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-test-engineer-w-m-d-at-bachmann-electronic-gmbh-4456724790,2026-09-10T14:10:16.059781+00:00
0,Test Engineer | Austria,linkedin,Power Electronics Test & Lab Engineer | Graz,DEIF,"Graz, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/power-electronics-test-lab-engineer-graz-at-deif-4453360585,2026-09-10T14:10:16.059941+00:00
0,Test Engineer | Switzerland,linkedin,Ingénieur en automatisation de tests,itecor,"Lausanne, Vaud, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/ing%C3%A9nieur-en-automatisation-de-tests-at-itecor-4451669382,2026-09-10T14:10:18.539764+00:00
0,Test Engineer | Switzerland,linkedin,Test Engineer,MPower Plus,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-at-mpower-plus-4462868171,2026-09-10T14:10:18.539925+00:00
0,Test Engineer | Switzerland,linkedin,Test Engineer Tosca,OneAPPS Consulting,"Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-engineer-tosca-at-oneapps-consulting-4460491767,2026-09-10T14:10:18.540263+00:00
0,Test Engineer | Slovakia,linkedin,Test Engineer,Vertiv,"Nové Mesto nad Váhom, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-engineer-at-vertiv-4430484432,2026-09-10T14:10:23.328082+00:00
0,Test Engineer | Slovakia,linkedin,Test Automation Engineer,Frequentis,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-frequentis-4451413103,2026-09-10T14:10:23.328606+00:00
0,Test Engineer | Slovakia,linkedin,Field Test Engineer,ThunderSoft India Private Limited,"Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/field-test-engineer-at-thundersoft-india-private-limited-4462915414,2026-09-10T14:10:23.329114+00:00
0,Test Engineer | Czech Republic,linkedin,测试验证资深工程师8296,UNISOC,"アト・マジョール州, Hato Mayor, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/%E6%B5%8B%E8%AF%95%E9%AA%8C%E8%AF%81%E8%B5%84%E6%B7%B1%E5%B7%A5%E7%A8%8B%E5%B8%888296-at-unisoc-4456723032,2026-09-10T14:10:25.760342+00:00
0,Test Engineer | Poland,linkedin,Test Automation Engineer – banking sector (f/m/x),Sii Poland,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-banking-sector-f-m-x-at-sii-poland-4450151239,2026-09-10T14:10:28.166664+00:00
0,Test Engineer | Poland,linkedin,Test Automation Engineer – banking sector (f/m/x),Sii Poland,"Lublin, Lubelskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-banking-sector-f-m-x-at-sii-poland-4450138845,2026-09-10T14:10:28.166869+00:00
0,Test Engineer | Poland,linkedin,Test Engineer- Tieto Tech Consulting (m/f/d),Tieto,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-tieto-tech-consulting-m-f-d-at-tieto-4449624559,2026-09-10T14:10:28.167238+00:00
0,Test Engineer | Poland,linkedin,"Test Automation Engineer (Java, Payments/Swift) - Tieto Tech Consulting (m/f/d)",Tieto,"Gdańsk, Pomorskie, Poland",On-site,Full-time,"Java, Test Automation",Swift,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-java-payments-swift-tieto-tech-consulting-m-f-d-at-tieto-4430475492,2026-09-10T14:10:28.167403+00:00
0,Test Engineer | Poland,linkedin,DELMIA HUB Test Engineer,Dassault Systèmes,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/delmia-hub-test-engineer-at-dassault-syst%C3%A8mes-4434461592,2026-09-10T14:10:28.167567+00:00
0,Test Engineer | Poland,linkedin,QA Engineer,GFT Technologies Poland,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-gft-technologies-poland-4452577257,2026-09-10T14:10:28.168221+00:00
0,Test Engineer | USA,linkedin,Automated Test Engineer for Missile Defense System,CFD Research Corporation,"Huntsville, AL",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/automated-test-engineer-for-missile-defense-system-at-cfd-research-corporation-4455386399,2026-09-10T14:10:30.646116+00:00
0,Test Engineer | USA,linkedin,Software Development Engineer in Test (SDET),Air,"Pittsburgh, PA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-air-4447989612,2026-09-10T14:10:30.646446+00:00
0,Test Engineer | USA,linkedin,Software Engineer Tester,University of Virginia,"Charlottesville, VA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-tester-at-university-of-virginia-4455331670,2026-09-10T14:10:30.646752+00:00
0,Test Engineer | USA,linkedin,"Sr Eng, Software Dev Test QE",LPL Financial,"Fort Mill, SC",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-eng-software-dev-test-qe-at-lpl-financial-4462735263,2026-09-10T14:10:30.646905+00:00
0,Test Engineer | United Kingdom,linkedin,Test Automation Engineer,Admiral Money,"Cardiff, Wales, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-admiral-money-4460630730,2026-09-10T14:10:33.162033+00:00
0,Test Engineer | United Kingdom,linkedin,Quality Test Engineer III,Elsevier,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-test-engineer-iii-at-elsevier-4463534844,2026-09-10T14:10:33.162386+00:00
0,Test Engineer | United Kingdom,linkedin,Test Engineer,Swift,"London, England, United Kingdom",On-site,Full-time,,Swift,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-swift-4429733093,2026-09-10T14:10:33.162543+00:00
0,Test Engineer | United Kingdom,linkedin,Software Test Engineer 2,targetjobs UK,"Cambridge, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-test-engineer-2-at-targetjobs-uk-4457651866,2026-09-10T14:10:33.163316+00:00
0,Testingenieur | Germany,linkedin,Testingenieur Software WLAN (w/m/d),FRITZ!,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-software-wlan-w-m-d-at-fritz%21-4438090199,2026-09-10T14:10:35.582284+00:00
0,Testingenieur | Germany,linkedin,Testingenieur (m/w/d),FERCHAU,"Lübeck, Schleswig-Holstein, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-m-w-d-at-ferchau-4438575734,2026-09-10T14:10:35.582664+00:00
0,Testingenieur | Germany,linkedin,Testingenieur Powertrain / E-Powertrain (m/w/d),FERCHAU,"Stuttgart, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testingenieur-powertrain-e-powertrain-m-w-d-at-ferchau-4438570794,2026-09-10T14:10:35.583192+00:00
0,Testingenieur | Austria,linkedin,Test Engineer,CNH,"Sankt Valentin, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/test-engineer-at-cnh-4437448387,2026-09-10T14:10:37.993336+00:00
0,Testingenieur | Slovakia,linkedin,Testovací inžinier pre HMI a PLC (Alarm & Function Testing) (m/ž),Valicare Slovakia,"Trenčianska Turná, Trenciansky, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/testovac%C3%AD-in%C5%BEinier-pre-hmi-a-plc-alarm-function-testing-m-%C5%BE-at-valicare-slovakia-4452729290,2026-09-10T14:10:45.193735+00:00
0,Testingenieur | Poland,linkedin,QA Engineer,GFT Technologies Poland,"Poznań, Wielkopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-gft-technologies-poland-4452585237,2026-09-10T14:10:50.037694+00:00
0,Testingenieur | Poland,linkedin,QA Engineer,GFT Technologies Poland,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/qa-engineer-at-gft-technologies-poland-4452570307,2026-09-10T14:10:50.037857+00:00
0,Testingenieur | Poland,linkedin,Test Engineer- Manual 4G/5G - Tieto Tech Consulting (m/f/d),Tieto,"Szczecin, Zachodniopomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-manual-4g-5g-tieto-tech-consulting-m-f-d-at-tieto-4430474499,2026-09-10T14:10:50.038196+00:00
0,Testingenieur | Poland,linkedin,Test Engineer - Manual 4G/5G - Tieto Tech Consulting (m/f/d),Tieto,"Wrocław, Dolnośląskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-manual-4g-5g-tieto-tech-consulting-m-f-d-at-tieto-4430457757,2026-09-10T14:10:50.038365+00:00
0,Testingenieur | Poland,linkedin,Test Engineer - Aviation/Flight Safety (all genders),Lufthansa Systems,"Gdańsk, Pomorskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-aviation-flight-safety-all-genders-at-lufthansa-systems-4460733861,2026-09-10T14:10:50.038525+00:00
0,Testingenieur | Poland,linkedin,C# Test Automation Engineer (f/m/x),Sii Poland,"Gdańsk, Pomorskie, Poland",On-site,Full-time,"C, Test Automation",C#,English,,,Recent,https://pl.linkedin.com/jobs/view/c%23-test-automation-engineer-f-m-x-at-sii-poland-4462786098,2026-09-10T14:10:50.038994+00:00
0,Testingenieur | USA,linkedin,Test Engineer,Excellus BCBS,"Rochester, NY",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/test-engineer-at-excellus-bcbs-4456401689,2026-09-10T14:10:52.469742+00:00
0,Testingenieur | United Kingdom,linkedin,Junior QA Test Engineer,Vista Group,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-qa-test-engineer-at-vista-group-4464993414,2026-09-10T14:10:54.923179+00:00
0,Testingenieur | United Kingdom,linkedin,Test Engineer,Leonardo,"Yeovil, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-engineer-at-leonardo-4456253149,2026-09-10T14:10:54.923486+00:00
0,Test Automation | Germany,linkedin,Testautomatisierer (m/w/d),CPU Softwarehouse AG,"Munich, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testautomatisierer-m-w-d-at-cpu-softwarehouse-ag-4453479645,2026-09-10T14:10:57.357979+00:00
0,Test Automation | Germany,linkedin,Testautomatisierer (m/w/d),CPU Softwarehouse AG,"Karlsruhe, Baden-Württemberg, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/testautomatisierer-m-w-d-at-cpu-softwarehouse-ag-4457288483,2026-09-10T14:10:57.358176+00:00
0,Test Automation | Germany,linkedin,Sr. Python Test Automation Engineer (f/m/d) at an established IT-Security Company,Zertificon Solutions GmbH,"Neukölln, Berlin, Germany",On-site,Full-time,"Python, Test Automation",,English,,,Recent,https://de.linkedin.com/jobs/view/sr-python-test-automation-engineer-f-m-d-at-an-established-it-security-company-at-zertificon-solutions-gmbh-4464507267,2026-09-10T14:10:57.358973+00:00
0,Test Automation | Germany,linkedin,Software Test Automation Engineer (m/w/d) - Berlin,Nexus AG,"Berlin, Berlin, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/software-test-automation-engineer-m-w-d-berlin-at-nexus-ag-4462857910,2026-09-10T14:10:57.359154+00:00
0,Test Automation | Germany,linkedin,QA Engineer (m/f/d) Test Automation,etalytics,"Darmstadt, Hesse, Germany",On-site,Full-time,Test Automation,,English,,,Recent,https://de.linkedin.com/jobs/view/qa-engineer-m-f-d-test-automation-at-etalytics-4464470633,2026-09-10T14:10:57.359309+00:00
0,Test Automation | Austria,linkedin,Test Automation Engineer (m/f/d),Atos,"Vienna, Vienna, Austria",On-site,Full-time,Test Automation,,English,,,Recent,https://at.linkedin.com/jobs/view/test-automation-engineer-m-f-d-at-atos-4425302065,2026-09-10T14:10:59.788054+00:00
0,Test Automation | Switzerland,linkedin,QA Automation Engineer (H/F),CBTW,"Geneva, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/qa-automation-engineer-h-f-at-cbtw-4455270964,2026-09-10T14:11:02.216432+00:00
0,Test Automation | Switzerland,linkedin,Test Automation Engineer,Qim info,"Geneva, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-at-qim-info-4461173328,2026-09-10T14:11:02.217726+00:00
0,Test Automation | Slovakia,linkedin,Test Automation Engineer,Avenga,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Test Automation,,English,,,Recent,https://sk.linkedin.com/jobs/view/test-automation-engineer-at-avenga-4331424496,2026-09-10T14:11:06.900260+00:00
0,Test Automation | Slovakia,linkedin,Tosca Automation Engineer,Accenture na Slovensku,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/tosca-automation-engineer-at-accenture-na-slovensku-4445794318,2026-09-10T14:11:06.900578+00:00
0,Test Automation | Czech Republic,linkedin,Mid-Level QA Automation Engineer (Fluent Mandarin/Short-term Contract) - Remote - Latin America,FullStack,"Luperón, Puerto Plata, Dominican Republic",Remote,Contract,,Mid-Level,English,,,Recent,https://do.linkedin.com/jobs/view/mid-level-qa-automation-engineer-fluent-mandarin-short-term-contract-remote-latin-america-at-fullstack-4461231569,2026-09-10T14:11:09.300214+00:00
0,Test Automation | Czech Republic,linkedin,Mid-Level QA Automation Engineer (Fluent Mandarin/Short-term Contract) - Remote - Latin America,FullStack,"Santo Domingo Este, Santo Domingo, Dominican Republic",Remote,Contract,,Mid-Level,English,,,Recent,https://do.linkedin.com/jobs/view/mid-level-qa-automation-engineer-fluent-mandarin-short-term-contract-remote-latin-america-at-fullstack-4461224644,2026-09-10T14:11:09.300374+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,Sportano.pl,"Zielona Góra, Lubuskie, Poland",On-site,Full-time,Test Automation,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-sportano-pl-4464379384,2026-09-10T14:11:11.739315+00:00
0,Test Automation | Poland,linkedin,Test Automation with Java (f/m/x),Sii Poland,"Łódź, Łódzkie, Poland",On-site,Full-time,"Java, Test Automation",,English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-with-java-f-m-x-at-sii-poland-4462770834,2026-09-10T14:11:11.739505+00:00
0,Test Automation | Poland,linkedin,Test Automation Engineer,Euroclear,"Cracow, Małopolskie, Poland",Remote,Internship,"C, Can, Java, Playwright, Test Automation, Typescript","Azure, Angular, Devops, C#, Manual Testing, Git, Agile, Sql",English,,,Recent,https://pl.linkedin.com/jobs/view/test-automation-engineer-at-euroclear-4455407895,2026-09-10T14:11:11.740538+00:00
0,Test Automation | Poland,linkedin,Software Development Engineer in Test,Kodify Media Group,"Cracow, Małopolskie, Poland",Remote,Internship,"Can, Chatgpt, Ci/Cd, Claude, Github Actions, Javascript, Jenkins, Llm, Playwright, Typescript","Cypress, Docker, Devops, Aws, Performance Testing, Kubernetes, Graphql, Git, Agile, Github",English,,,Recent,https://pl.linkedin.com/jobs/view/software-development-engineer-in-test-at-kodify-media-group-4456708267,2026-09-10T14:11:11.740694+00:00
0,Test Automation | USA,linkedin,QE Automation Engineer,Tata Consultancy Services,"New York, NY",On-site,Full-time,"Ci/Cd, Continuous Testing, Github Actions, Java, Jenkins, Selenium, Test Automation","Junit, Bdd, Testng, Cucumber, Manual Testing, Git, Regression Testing, Agile, Sql, Postman",English,,,Recent,https://www.linkedin.com/jobs/view/qe-automation-engineer-at-tata-consultancy-services-4459449143,2026-09-10T14:11:14.222173+00:00
0,Test Automation | USA,linkedin,Test Automation Engineer,Guidehouse,"Charlotte, NC",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/test-automation-engineer-at-guidehouse-4464143168,2026-09-10T14:11:14.222657+00:00
0,Test Automation | USA,linkedin,"Sr Software QA Engineer, Test Automation",TransCore,"Round Rock, TX",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/sr-software-qa-engineer-test-automation-at-transcore-4450826674,2026-09-10T14:11:14.222808+00:00
0,Test Automation | USA,linkedin,Test Automation Engineer,Guidehouse,"San Antonio, TX",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/test-automation-engineer-at-guidehouse-4464150131,2026-09-10T14:11:14.223178+00:00
0,Test Automation | USA,linkedin,Test Automation Engineer,"BAE Systems, Inc.","Sterling, VA",On-site,Full-time,Test Automation,,English,,,Recent,https://www.linkedin.com/jobs/view/test-automation-engineer-at-bae-systems-inc-4448810407,2026-09-10T14:11:14.223514+00:00
0,Test Automation | United Kingdom,linkedin,Software Automation Engineer,Eden Scott,"Glasgow, Scotland, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-automation-engineer-at-eden-scott-4461883815,2026-09-10T14:11:16.703811+00:00
0,Test Automation | United Kingdom,linkedin,Junior SDET (Software Development Engineer in Test),Cognizant,"London, England, United Kingdom",On-site,Full-time,,Junior,English,,,Recent,https://uk.linkedin.com/jobs/view/junior-sdet-software-development-engineer-in-test-at-cognizant-4404489022,2026-09-10T14:11:16.704471+00:00
0,Test Automation | United Kingdom,linkedin,Automation Tester - C#/Playwright,Cognizant,"London Area, United Kingdom",On-site,Full-time,"C, Playwright",C#,English,,,Recent,https://uk.linkedin.com/jobs/view/automation-tester-c%23-playwright-at-cognizant-4458185107,2026-09-10T14:11:16.704794+00:00
0,Test Automation | United Kingdom,linkedin,Quality Assurance Automation Engineer,Ronald James Group,"Newcastle Upon Tyne, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-ronald-james-group-4462948543,2026-09-10T14:11:16.704944+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Engineer,Motorola Solutions,"Glasgow, Scotland, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-motorola-solutions-4443930025,2026-09-10T14:11:16.705108+00:00
0,Python Developer | Germany,linkedin,Softwareentwickler Backend / Python (all gender),ALTEN,"Erlangen, Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/softwareentwickler-backend-python-all-gender-at-alten-4465300107,2026-09-10T14:11:19.148286+00:00
0,Python Developer | Germany,linkedin,PYTHON BACKEND ENTWICKLER (M/W/D)*,Comanos,"Erlangen, Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-backend-entwickler-m-w-d-at-comanos-4458160508,2026-09-10T14:11:19.149131+00:00
0,Python Developer | Germany,linkedin,Backend Developer (m/f/x),Cyber Insight,"Leipzig, Saxony, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-developer-m-f-x-at-cyber-insight-4461159027,2026-09-10T14:11:19.149284+00:00
0,Python Developer | Germany,linkedin,Python Entwickler (m/w/d) - Jobbird.com,Jobster,"Eschborn, Hesse, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-entwickler-m-w-d-jobbird-com-at-jobster-4464135556,2026-09-10T14:11:19.149459+00:00
0,Python Developer | Austria,linkedin,Back-End-Entwickler:in,riskine,"Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/back-end-entwickler-in-at-riskine-4445719809,2026-09-10T14:11:21.570469+00:00
0,Python Developer | Austria,linkedin,Backend Developer (Phyton/Odoo),Schrankerl,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/backend-developer-phyton-odoo-at-schrankerl-4457232114,2026-09-10T14:11:21.570778+00:00
0,Python Developer | Austria,linkedin,Full Stack Developer:in (m/w/d),DIS AG,"Vienna, Vienna, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/full-stack-developer-in-m-w-d-at-dis-ag-4461594895,2026-09-10T14:11:21.571081+00:00
0,Python Developer | Austria,linkedin,Software Developer/Software Entwickler (m/w/x),philoro EDELMETALLE,"Korneuburg, Lower Austria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/software-developer-software-entwickler-m-w-x-at-philoro-edelmetalle-4440112871,2026-09-10T14:11:21.571420+00:00
0,Python Developer | Switzerland,linkedin,Software Engineer (Python) (all genders),AXA Switzerland,"Winterthur, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-python-all-genders-at-axa-switzerland-4461120917,2026-09-10T14:11:24.020259+00:00
0,Python Developer | Switzerland,linkedin,Software Engineer (Python) (all genders),AXA,"Winterthur, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-python-all-genders-at-axa-4463335426,2026-09-10T14:11:24.020443+00:00
0,Python Developer | Switzerland,linkedin,"Backend Software Engineer, Python",Cradle,"Zurich, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-software-engineer-python-at-cradle-4443771872,2026-09-10T14:11:24.020899+00:00
0,Python Developer | Switzerland,linkedin,Backend Software Engineer,mygrid AG,"Brugg, Aargau, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-software-engineer-at-mygrid-ag-4453468402,2026-09-10T14:11:24.021043+00:00
0,Python Developer | Switzerland,linkedin,Backend Developer Python,Mynameis,"Chiasso, Ticino, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-developer-python-at-mynameis-4461088513,2026-09-10T14:11:24.021214+00:00
0,Python Developer | Switzerland,linkedin,Software Development Engineer,Roche,"Basel, Basel, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-development-engineer-at-roche-4463126770,2026-09-10T14:11:24.021523+00:00
0,Python Developer | Switzerland,linkedin,Python Software Engineer Digital Assets,IMC Trading,"Zug, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-engineer-digital-assets-at-imc-trading-4457313437,2026-09-10T14:11:24.021673+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-m-f-n-at-eset-4414037159,2026-09-10T14:11:28.826226+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer - AI Security Platform (m/f/n),ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-ai-security-platform-m-f-n-at-eset-4385072625,2026-09-10T14:11:28.826401+00:00
0,Python Developer | Slovakia,linkedin,Software Developer,Frequentis,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-developer-at-frequentis-4450333957,2026-09-10T14:11:28.826566+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer (Python and JavaScript/Typescript) (m/f),PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,"Javascript, Python, Typescript",,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-and-javascript-typescript-m-f-at-pwc-slovakia-4446424409,2026-09-10T14:11:28.826885+00:00
0,Python Developer | Slovakia,linkedin,Software Engineer,Cisco,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-at-cisco-4454046689,2026-09-10T14:11:28.827235+00:00
