relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Poland,linkedin,Senior Java Software Engineer,Intellias,Poland,On-site,Full-time,Java,Senior,English,Senior,,Recent,https://pl.linkedin.com/jobs/view/senior-java-software-engineer-at-intellias-4389205989,2026-03-26T10:59:59.051243+00:00
0,Test Automation | Czech Republic,linkedin,QA Automation/Developer,Tu Empleo RD,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-automation-developer-at-tu-empleo-rd-4388384567,2026-03-26T10:58:51.034372+00:00
0,Test Automation | Czech Republic,linkedin,Analista de Calidad (Almacén),Tu Empleo RD,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/analista-de-calidad-almac%C3%A9n-at-tu-empleo-rd-4390369111,2026-03-26T10:58:51.034530+00:00
0,Test Automation | Czech Republic,linkedin,QA Analista Funcional Republica Dominicana,Agilesoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/qa-analista-funcional-republica-dominicana-at-agilesoft-4384274923,2026-03-26T10:58:51.034861+00:00
0,Test Automation | Czech Republic,linkedin,Aprendiz de QA,Babel,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/aprendiz-de-qa-at-babel-4370737100,2026-03-26T10:58:51.035175+00:00
0,Test Automation | Czech Republic,linkedin,Quality Analyst (SANTIAGO),One Park Financial,"Santiago de los Caballeros, Santiago, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-analyst-santiago-at-one-park-financial-4390626481,2026-03-26T10:58:51.035330+00:00
0,Test Automation | Czech Republic,linkedin,Quality Analyst,One Park Financial,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/quality-analyst-at-one-park-financial-4390631358,2026-03-26T10:58:51.035482+00:00
0,Test Automation | Poland,linkedin,Sr Engineer - Software QA,Xperi Inc.,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/sr-engineer-software-qa-at-xperi-inc-4385696609,2026-03-26T10:58:53.457030+00:00
0,Test Automation | Poland,linkedin,Manager - Quality Assurance,Xperi Inc.,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/manager-quality-assurance-at-xperi-inc-4377391461,2026-03-26T10:58:53.457829+00:00
0,Test Automation | USA,linkedin,QA Automation Tester,nLeague,"Hartford, CT",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-tester-at-nleague-4385113850,2026-03-26T10:58:56.000719+00:00
0,Test Automation | USA,linkedin,Junior Quality Assurance (QA) Analyst,Mployer,"Nashville, TN",On-site,Full-time,,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-quality-assurance-qa-analyst-at-mployer-4385274824,2026-03-26T10:58:56.001354+00:00
0,Test Automation | USA,linkedin,QA Automation Tester - Remote US,Smile Digital Health,United States,Remote,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/qa-automation-tester-remote-us-at-smile-digital-health-4386389854,2026-03-26T10:58:56.001649+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Engineer,Deloitte,"Glasgow, Scotland, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-engineer-at-deloitte-4383541540,2026-03-26T10:58:58.430776+00:00
0,Test Automation | United Kingdom,linkedin,Test Automation Specialist,Coforge,"Sheffield, England, United Kingdom",On-site,Full-time,Test Automation,,English,,,Recent,https://uk.linkedin.com/jobs/view/test-automation-specialist-at-coforge-4389582934,2026-03-26T10:58:58.431606+00:00
0,Test Automation | United Kingdom,linkedin,QA Engineer (Automation),esure Group,"Southport, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/qa-engineer-automation-at-esure-group-4380272158,2026-03-26T10:58:58.431936+00:00
0,Python Developer | Germany,linkedin,Full Stack Engineer,Deel,Germany,On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/full-stack-engineer-at-deel-4314534359,2026-03-26T10:59:00.879030+00:00
0,Python Developer | Germany,linkedin,Python/Django (Bootstrap) Entwickler (m/w/d) nach Lindau Bodensee,Seller Math,"Lindau, Bavaria, Germany",On-site,Full-time,Python,Django,English,,,Recent,https://de.linkedin.com/jobs/view/python-django-bootstrap-entwickler-m-w-d-nach-lindau-bodensee-at-seller-math-4386686732,2026-03-26T10:59:00.879213+00:00
0,Python Developer | Germany,linkedin,Python Developer | Remote,Crossing Hurdles,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-crossing-hurdles-4370016911,2026-03-26T10:59:00.879371+00:00
0,Python Developer | Germany,linkedin,Python Developer | Remote,Crossing Hurdles,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-crossing-hurdles-4382848413,2026-03-26T10:59:00.879520+00:00
0,Python Developer | Germany,linkedin,Python Engineer,Contiamo,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-engineer-at-contiamo-4379119880,2026-03-26T10:59:00.879670+00:00
0,Python Developer | Germany,linkedin,Python Developer,PURVIEW,"Bavaria, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-purview-4386883148,2026-03-26T10:59:00.879839+00:00
0,Python Developer | Germany,linkedin,Python Engineer (AI / Web Infra),BlockDelta,"Berlin, Berlin, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-engineer-ai-web-infra-at-blockdelta-4390486922,2026-03-26T10:59:00.880001+00:00
0,Python Developer | Germany,linkedin,Python Developer,HCLTech,"Cologne, North Rhine-Westphalia, Germany",On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-hcltech-4382284368,2026-03-26T10:59:00.880154+00:00
0,Python Developer | Germany,linkedin,Python Developer,La Fosse,Germany,On-site,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-at-la-fosse-4376485802,2026-03-26T10:59:00.880305+00:00
0,Python Developer | Germany,linkedin,Full Stack Developer (m/w/d) - Data & AI Plattform „Agora“,SKOPOS,"Aachen, North Rhine-Westphalia, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/full-stack-developer-m-w-d-data-ai-plattform-%E2%80%9Eagora%E2%80%9C-at-skopos-4387020882,2026-03-26T10:59:00.880458+00:00
0,Python Developer | Austria,linkedin,Python Developer | Remote,Crossing Hurdles,Austria,Remote,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-remote-at-crossing-hurdles-4382857147,2026-03-26T10:59:03.324266+00:00
0,Python Developer | Austria,linkedin,Mechanical Engineer (Python) - Freelance AI Trainer,Mindrift,Austria,On-site,Contract,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/mechanical-engineer-python-freelance-ai-trainer-at-mindrift-4389085257,2026-03-26T10:59:03.324451+00:00
0,Python Developer | Austria,linkedin,Full Stack Engineer,Deel,Austria,On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/full-stack-engineer-at-deel-4314519616,2026-03-26T10:59:03.324609+00:00
0,Python Developer | Austria,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Austria,On-site,Contract,Python,"Data Science, Sql",English,,,Recent,https://at.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4389491488,2026-03-26T10:59:03.324781+00:00
0,Python Developer | Austria,linkedin,Python Developer (m/f/d),netcup,"Klagenfurt, Carinthia, Austria",On-site,Full-time,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/python-developer-m-f-d-at-netcup-4377576625,2026-03-26T10:59:03.324942+00:00
0,Python Developer | Austria,linkedin,Software Engineer - Python - Cloud - graduate level,Canonical,"Vienna, Vienna, Austria",On-site,Full-time,Python,Graduate,English,,,Recent,https://at.linkedin.com/jobs/view/software-engineer-python-cloud-graduate-level-at-canonical-4389952665,2026-03-26T10:59:03.325097+00:00
0,Python Developer | Austria,linkedin,Freelance AI Evaluation Engineer (Python/Full-Stack),Mindrift,Austria,On-site,Contract,Python,,English,,,Recent,https://at.linkedin.com/jobs/view/freelance-ai-evaluation-engineer-python-full-stack-at-mindrift-4389000083,2026-03-26T10:59:03.325730+00:00
0,Python Developer | Switzerland,linkedin,CodeNext - Software Engineer (Python),Sonar,"Geneva, Geneva, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/codenext-software-engineer-python-at-sonar-4297261847,2026-03-26T10:59:05.726273+00:00
0,Python Developer | Switzerland,linkedin,"Professional Web Developer (Python/JavaScript, 80%-100%, Remote within Switzerland) - ID260210",Adfinis,Switzerland,Remote,Full-time,"Javascript, Python",,English,,,Recent,https://ch.linkedin.com/jobs/view/professional-web-developer-python-javascript-80%25-100%25-remote-within-switzerland-id260210-at-adfinis-4387273796,2026-03-26T10:59:05.726452+00:00
0,Python Developer | Switzerland,linkedin,Python Software Engineer,Jobgether,Switzerland,On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-engineer-at-jobgether-4390492157,2026-03-26T10:59:05.726671+00:00
0,Python Developer | Switzerland,linkedin,Développeur Python/Développeuse Python,Qim info,"Geneva, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/d%C3%A9veloppeur-python-d%C3%A9veloppeuse-python-at-qim-info-4383551383,2026-03-26T10:59:05.726978+00:00
0,Python Developer | Switzerland,linkedin,Python Developer  (80% remote),Ivy Partners,"Valais, Switzerland",Remote,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-developer-80%25-remote-at-ivy-partners-4378373740,2026-03-26T10:59:05.727184+00:00
0,Python Developer | Switzerland,linkedin,Backend Python Developer – 6877,CTC Resourcing Solutions,"Basel, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-python-developer-%E2%80%93-6877-at-ctc-resourcing-solutions-4379039599,2026-03-26T10:59:05.727341+00:00
0,Python Developer | Switzerland,linkedin,"Backend Software Engineer, Python",Cradle,"Zurich, Zurich, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/backend-software-engineer-python-at-cradle-4377592944,2026-03-26T10:59:05.727498+00:00
0,Python Developer | Switzerland,linkedin,Python Software Engineer - Digital Assets,IMC Trading,"Zug, Switzerland",On-site,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-software-engineer-digital-assets-at-imc-trading-4308011222,2026-03-26T10:59:05.727648+00:00
0,Python Developer | Switzerland,linkedin,Python Developer 80% - 100%,PSI Paul Scherrer Institut,"Villigen, Aargau, Switzerland",Remote,Full-time,Python,,English,,,Recent,https://ch.linkedin.com/jobs/view/python-developer-80%25-100%25-at-psi-paul-scherrer-institut-4384152200,2026-03-26T10:59:05.727832+00:00
0,Python Developer | Remote,linkedin,Python Developer Remote,Mercor,Germany,Remote,Full-time,Python,,English,,,Recent,https://de.linkedin.com/jobs/view/python-developer-remote-at-mercor-4389473660,2026-03-26T10:59:08.248947+00:00
0,Python Developer | Remote,linkedin,Backend Developer (m/f/d),AllCloud,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/backend-developer-m-f-d-at-allcloud-4338908583,2026-03-26T10:59:08.249100+00:00
0,Python Developer | Remote,linkedin,Junior Backend Developer (Python) (m/w/d) 20h Stellenbeschreibung READ DESCRIPTION before,uNaice GmbH,Germany,Remote,Full-time,Python,Junior,English,,,Recent,https://de.linkedin.com/jobs/view/junior-backend-developer-python-m-w-d-20h-stellenbeschreibung-read-description-before-at-unaice-gmbh-4385746489,2026-03-26T10:59:08.249251+00:00
0,Python Developer | Remote,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,Germany,Remote,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4389491520,2026-03-26T10:59:08.249410+00:00
0,Python Developer | Remote,linkedin,Freelance Data Science Engineer (Python & SQL),Mindrift,"Munich, Bavaria, Germany",Remote,Contract,Python,"Data Science, Sql",English,,,Recent,https://de.linkedin.com/jobs/view/freelance-data-science-engineer-python-sql-at-mindrift-4389487761,2026-03-26T10:59:08.249569+00:00
0,Python Developer | Slovakia,linkedin,Junior Full-Stack Developer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-full-stack-developer-at-swiss-re-4388924020,2026-03-26T10:59:10.621891+00:00
0,Python Developer | Slovakia,linkedin,Full Stack Engineer,Deel,Slovakia,On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-engineer-at-deel-4314538265,2026-03-26T10:59:10.622063+00:00
0,Python Developer | Slovakia,linkedin,Python Software Developer,Nokia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-developer-at-nokia-4289894545,2026-03-26T10:59:10.622222+00:00
0,Python Developer | Slovakia,linkedin,Full-Stack Developer (Python + JS),GoReel,Slovakia,On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/full-stack-developer-python-%2B-js-at-goreel-4378381916,2026-03-26T10:59:10.622381+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4292497215,2026-03-26T10:59:10.622537+00:00
0,Python Developer | Slovakia,linkedin,"Junior AI Engineer – Python, GenAI & Machine Learning (m/f)",PwC Slovakia,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,"Machine Learning, Junior",English,,,Recent,https://sk.linkedin.com/jobs/view/junior-ai-engineer-%E2%80%93-python-genai-machine-learning-m-f-at-pwc-slovakia-4328270572,2026-03-26T10:59:10.622692+00:00
0,Python Developer | Slovakia,linkedin,Software Engineer - Python,Legend,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/software-engineer-python-at-legend-4371203262,2026-03-26T10:59:10.622877+00:00
0,Python Developer | Slovakia,linkedin,Python Developer – meteorologické modelovanie,MicroStep-MIS,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-developer-%E2%80%93-meteorologick%C3%A9-modelovanie-at-microstep-mis-4383552379,2026-03-26T10:59:10.623043+00:00
0,Python Developer | Slovakia,linkedin,Python Software Engineer,ESET,"Bratislava, Bratislava, Slovakia",On-site,Full-time,Python,,English,,,Recent,https://sk.linkedin.com/jobs/view/python-software-engineer-at-eset-4385085021,2026-03-26T10:59:10.623208+00:00
0,Python Developer | Czech Republic,linkedin,Full Stack Developer,Flatiron Software,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/full-stack-developer-at-flatiron-software-4389229737,2026-03-26T10:59:12.976271+00:00
0,Python Developer | Czech Republic,linkedin,DESARROLLADOR BACK-END (QIK),Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-back-end-qik-at-banco-popular-dominicano-4387989552,2026-03-26T10:59:12.976464+00:00
0,Python Developer | Czech Republic,linkedin,Fullstack C# Developer - Work from home - Talent Connection,Nearsure,"Santo Domingo, Dominican Republic",On-site,Full-time,C,C#,English,,,Recent,https://do.linkedin.com/jobs/view/fullstack-c%23-developer-work-from-home-talent-connection-at-nearsure-4388981361,2026-03-26T10:59:12.976638+00:00
0,Python Developer | Czech Republic,linkedin,Junior Full Stack Engineer (R&D Team) (BPO Industry),Linuo Group,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,"R, Junior",English,,,Recent,https://do.linkedin.com/jobs/view/junior-full-stack-engineer-r-d-team-bpo-industry-at-linuo-group-4377697907,2026-03-26T10:59:12.976818+00:00
0,Python Developer | Czech Republic,linkedin,AI/ML Engineer,Perform,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-ml-engineer-at-perform-4389598414,2026-03-26T10:59:12.976983+00:00
0,Python Developer | Czech Republic,linkedin,Back End Developer,SmartEnergy.com,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/back-end-developer-at-smartenergy-com-4387880600,2026-03-26T10:59:12.977139+00:00
0,Python Developer | Czech Republic,linkedin,Web Developer Junior (WordPress / Elementor) – Full Time,Every Corner Connect,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,Junior,English,,,Recent,https://do.linkedin.com/jobs/view/web-developer-junior-wordpress-elementor-%E2%80%93-full-time-at-every-corner-connect-4389906520,2026-03-26T10:59:12.977451+00:00
0,Python Developer | Czech Republic,linkedin,AI/ML Engineer,Perform,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-ml-engineer-at-perform-4344260713,2026-03-26T10:59:12.977617+00:00
0,Python Developer | Poland,linkedin,Python Developer,AppTailors,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-apptailors-4387098131,2026-03-26T10:59:15.372240+00:00
0,Python Developer | Poland,linkedin,Software Engineer (Python) - AI Platform,Revolut,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250500721,2026-03-26T10:59:15.372430+00:00
0,Python Developer | Poland,linkedin,Backend Python Engineer,Billennium,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/backend-python-engineer-at-billennium-4389084382,2026-03-26T10:59:15.372595+00:00
0,Python Developer | Poland,linkedin,Python Fullstack Developer,Ework Group,Warsaw Metropolitan Area,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-fullstack-developer-at-ework-group-4381473986,2026-03-26T10:59:15.372772+00:00
0,Python Developer | Poland,linkedin,Python Developer,EY,"Katowice, Śląskie, Poland",On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-ey-4388955348,2026-03-26T10:59:15.372939+00:00
0,Python Developer | Poland,linkedin,Software Engineer (4/5) — Developer Platform,Netflix,"Warsaw, Mazowieckie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-4-5-%E2%80%94-developer-platform-at-netflix-4193468200,2026-03-26T10:59:15.373104+00:00
0,Python Developer | Poland,linkedin,Junior Python Developer - Freelance,Netguru,"Poznań, Wielkopolskie, Poland",On-site,Contract,Python,Junior,English,,,Recent,https://pl.linkedin.com/jobs/view/junior-python-developer-freelance-at-netguru-4378361589,2026-03-26T10:59:15.373271+00:00
0,Python Developer | Poland,linkedin,Python Developer,Talent Complete,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-talent-complete-4386328777,2026-03-26T10:59:15.373431+00:00
0,Python Developer | Poland,linkedin,"Software Engineer (Python) - Relocation to Poland, Spain, or UAE",Revolut,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/software-engineer-python-relocation-to-poland-spain-or-uae-at-revolut-4372826534,2026-03-26T10:59:15.373778+00:00
0,Python Developer | USA,linkedin,Junior Front Office Python Developer (0-2 years) – Global Macro Hedge Fund – Up to $175k TC,Mondrian Alpha,"New York, United States",On-site,Full-time,Python,Junior,English,,,Recent,https://www.linkedin.com/jobs/view/junior-front-office-python-developer-0-2-years-%E2%80%93-global-macro-hedge-fund-%E2%80%93-up-to-%24175k-tc-at-mondrian-alpha-4387008020,2026-03-26T10:59:17.954171+00:00
0,Python Developer | USA,linkedin,Python Developer,Proven Recruiting,"San Diego, CA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-proven-recruiting-4389230792,2026-03-26T10:59:17.954379+00:00
0,Python Developer | USA,linkedin,Python Software Engineer - Ai Training,YO IT Consulting,"Seattle, WA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-software-engineer-ai-training-at-yo-it-consulting-4387540597,2026-03-26T10:59:17.954548+00:00
0,Python Developer | USA,linkedin,Python Developer Intern,Precisely,United States,On-site,Internship,Python,Intern,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-intern-at-precisely-4382115210,2026-03-26T10:59:17.954713+00:00
0,Python Developer | USA,linkedin,Python Developer,Insight Global,"Jersey City, NJ",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-insight-global-4388955090,2026-03-26T10:59:17.954894+00:00
0,Python Developer | USA,linkedin,Python Developer,Insight Global,"Plano, TX",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-insight-global-4388943657,2026-03-26T10:59:17.955056+00:00
0,Python Developer | USA,linkedin,Gen AI Engineer (Python),CoreTek Labs,"Wilmington, DE",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/gen-ai-engineer-python-at-coretek-labs-4388987360,2026-03-26T10:59:17.955222+00:00
0,Python Developer | USA,linkedin,Backend Engineer Intern,Tinder,"Los Angeles, CA",On-site,Internship,,Intern,English,,,Recent,https://www.linkedin.com/jobs/view/backend-engineer-intern-at-tinder-4324000392,2026-03-26T10:59:17.955379+00:00
0,Python Developer | USA,linkedin,Python Developer,Tata Consultancy Services,"San Jose, CA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-developer-at-tata-consultancy-services-4389304501,2026-03-26T10:59:17.955535+00:00
0,Python Developer | USA,linkedin,Python Software Engineer - Ai Training,YO IT Consulting,"San Jose, CA",On-site,Full-time,Python,,English,,,Recent,https://www.linkedin.com/jobs/view/python-software-engineer-ai-training-at-yo-it-consulting-4387538712,2026-03-26T10:59:17.955693+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer (Python) - AI Platform,Revolut,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-python-ai-platform-at-revolut-4250197984,2026-03-26T10:59:20.426323+00:00
0,Python Developer | United Kingdom,linkedin,Software Engineer (Python),Darktrace,"Cambridge, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-python-at-darktrace-4342950512,2026-03-26T10:59:20.426527+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,hackajob,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-hackajob-4382830401,2026-03-26T10:59:20.426697+00:00
0,Python Developer | United Kingdom,linkedin,Python Software Engineer,Prima,"London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-software-engineer-at-prima-4149696449,2026-03-26T10:59:20.426883+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,Wipro,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-wipro-4384455997,2026-03-26T10:59:20.427046+00:00
0,Python Developer | United Kingdom,linkedin,Full Stack Engineer (£70k-£110k + 0.2-0.75% Equity) at Godiligent.ai,Jack & Jill,"London Area, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/full-stack-engineer-%C2%A370k-%C2%A3110k-%2B-0-2-0-75%25-equity-at-godiligent-ai-at-jack-jill-4389403334,2026-03-26T10:59:20.427210+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,numi,"London Area, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-numi-4320569358,2026-03-26T10:59:20.427387+00:00
0,Python Developer | United Kingdom,linkedin,Python Engineer,Tata Consultancy Services,"Belfast, Northern Ireland, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-engineer-at-tata-consultancy-services-4388690682,2026-03-26T10:59:20.427553+00:00
0,Python Developer | United Kingdom,linkedin,Python Developer,hackajob,United Kingdom,On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-developer-at-hackajob-4382823552,2026-03-26T10:59:20.427812+00:00
0,Python Developer | United Kingdom,linkedin,Python Data Engineer - Systematic Trading Data Team - Hedge Fund - London Office,Stanford Black Limited,"City Of London, England, United Kingdom",On-site,Full-time,Python,,English,,,Recent,https://uk.linkedin.com/jobs/view/python-data-engineer-systematic-trading-data-team-hedge-fund-london-office-at-stanford-black-limited-4386686226,2026-03-26T10:59:20.428040+00:00
0,Python Test | Austria,linkedin,Quality Engineer (m/w/d),Vusion,"Fernitz-Mellach, Styria, Austria",On-site,Full-time,,,English,,,Recent,https://at.linkedin.com/jobs/view/quality-engineer-m-w-d-at-vusion-4380690033,2026-03-26T10:59:25.278299+00:00
0,Python Test | Switzerland,linkedin,Automation Engineer,CLEEVEN,"Basel, Switzerland",On-site,Contract,,,English,,,Recent,https://ch.linkedin.com/jobs/view/automation-engineer-at-cleeven-4384362531,2026-03-26T10:59:27.679960+00:00
0,Python Test | Switzerland,linkedin,Test Automation Engineer (m/f/d) - 860049/1,Hays,"Risch-Rotkreuz, Zug, Switzerland",On-site,Full-time,Test Automation,,English,,,Recent,https://ch.linkedin.com/jobs/view/test-automation-engineer-m-f-d-860049-1-at-hays-4389997827,2026-03-26T10:59:27.680111+00:00
0,Python Test | Remote,linkedin,Software Testing Analyst,Alignerr,Germany,Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-testing-analyst-at-alignerr-4389051098,2026-03-26T10:59:30.067675+00:00
0,Python Test | Slovakia,linkedin,Quality Assurance Automation Engineer,Billdu,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,,English,,,Recent,https://sk.linkedin.com/jobs/view/quality-assurance-automation-engineer-at-billdu-4387888986,2026-03-26T10:59:32.444298+00:00
0,Python Test | Slovakia,linkedin,Junior Automation Engineer,Swiss Re,"Bratislava, Bratislava, Slovakia",On-site,Full-time,,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-automation-engineer-at-swiss-re-4369559502,2026-03-26T10:59:32.444604+00:00
0,Python Test | Slovakia,linkedin,Junior Test Automation Engineer,IBM,"Košice, Kosice, Slovakia",On-site,Full-time,Test Automation,Junior,English,,,Recent,https://sk.linkedin.com/jobs/view/junior-test-automation-engineer-at-ibm-4388328650,2026-03-26T10:59:32.444922+00:00
0,Python Test | Czech Republic,linkedin,Manufacturing Engineer I 2do turno,Medtronic,"San Isidro, Santo Domingo, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/manufacturing-engineer-i-2do-turno-at-medtronic-4380761740,2026-03-26T10:59:34.813309+00:00
